pilot_id,claim_id,truth,type,subtype,proposition,exclude_local_true,evidence_only_in_source_final_sentence,explicit_final_token_or_word,source_final_sentence_start,source_final_sentence,prefix_evidence_json,deletion_drop,paraphrase_drop,shared_automatic_local,text_review_local,exclude_local,locality_rationale,locality_review_flag,fve_z,fve_del,fve_heavy,P_heavy,sensitivity_exclude_local
0,14,true,detail,event,The final clause concerns population decline.,True,True,False,909,This bird's numbers are declining in the eastern parts of its range due to habitat loss,"[{""start"": 921, ""end"": 942, ""text"": ""numbers are declining""}]",0.0925220500971493,-0.0171694271694788,True,False,True,All nonempty cited evidence lies in the final source sentence; shared automatic exclusion.,False,0.7924283381750756,0.6999062880779263,0.8095977653445545,0.1096914772666282,True
0,15,false,detail,attribute,The population decline is specifically in the eastern US.,False,False,False,909,This bird's numbers are declining in the eastern parts of its range due to habitat loss,[],0.0322636026149592,-0.0206504067429931,False,True,True,"Text review: assertion refers to the final source sentence's event, entity, attribute, or syntax; excluded despite missing/earlier evidence.",False,0.7924283381750756,0.7601647355601164,0.8130787449180688,0.0529140093579523,True
0,16,true,detail,cause,Habitat loss caused the population decline.,True,True,False,909,This bird's numbers are declining in the eastern parts of its range due to habitat loss,"[{""start"": 977, ""end"": 996, ""text"": ""due to habitat loss""}]",1.0297820759200458,-0.0206504067429931,True,False,True,All nonempty cited evidence lies in the final source sentence; shared automatic exclusion.,False,0.7924283381750756,-0.2373537377449701,0.8130787449180688,1.050432482663039,True
0,18,true,detail,attribute,The described bird is medium-sized.,False,False,False,909,This bird's numbers are declining in the eastern parts of its range due to habitat loss,"[{""start"": 41, ""end"": 75, ""text"": ""is a medium-sized American sparrow""}]",-0.0032527249785042,0.004257039534623,False,False,False,Retained: earlier/global/mixed content; no additional final-sentence/token locality identified.,False,0.7924283381750756,0.7956810631535799,0.7881712986404525,-0.0075097645131273,False
0,19,true,detail,attribute,The described bird is ground-dwelling.,False,False,False,909,This bird's numbers are declining in the eastern parts of its range due to habitat loss,"[{""start"": 516, ""end"": 548, ""text"": ""These birds forage on the ground""}]",0.0003111493456579,0.004257039534623,False,False,False,Retained: earlier/global/mixed content; no additional final-sentence/token locality identified.,False,0.7924283381750756,0.7921171888294177,0.7881712986404525,-0.0039458901889651,False
0,20,false,entity,identity,The described bird is a sandpiper.,False,False,False,909,This bird's numbers are declining in the eastern parts of its range due to habitat loss,"[{""start"": 41, ""end"": 75, ""text"": ""is a medium-sized American sparrow""}]",0.0036632599177121,0.004257039534623,False,False,False,Retained: earlier/global/mixed content; no additional final-sentence/token locality identified.,False,0.7924283381750756,0.7887650782573635,0.7881712986404525,-0.0005937796169109,False
0,21,true,detail,attribute,The described bird is found in North America.,False,False,False,909,This bird's numbers are declining in the eastern parts of its range due to habitat loss,"[{""start"": 350, ""end"": 378, ""text"": ""across most of North America""}]",0.0017509409189144,0.004257039534623,False,False,False,Retained: earlier/global/mixed content; no additional final-sentence/token locality identified.,False,0.7924283381750756,0.7906773972561612,0.7881712986404525,-0.0025060986157086,False
0,22,true,detail,attribute,The bird nests on the ground in grasslands.,False,False,False,909,This bird's numbers are declining in the eastern parts of its range due to habitat loss,"[{""start"": 380, ""end"": 441, ""text"": ""The nest is an open cup on the ground under a clump of grass.""}]",0.0080249384104227,-0.0004048482846475,False,False,False,Retained: earlier/global/mixed content; no additional final-sentence/token locality identified.,False,0.7924283381750756,0.7844033997646529,0.7928331864597232,0.0084297866950703,False
0,23,false,detail,date,The bird breeds in spring and summer.,False,False,False,909,This bird's numbers are declining in the eastern parts of its range due to habitat loss,[],0.005737628056106,0.0041691444792728,False,False,False,Retained: earlier/global/mixed content; no additional final-sentence/token locality identified.,False,0.7924283381750756,0.7866907101189696,0.7882591936958028,0.0015684835768331,False
1,3,true,theme,topic,The passage covers the lake's geography.,False,False,False,871,"No motorized watercraft are allowed, and a catch and release policy is in place for bass species","[{""start"": 0, ""end"": 77, ""text"": ""Clark Lake is a lake located in Gogebic County in the U.S. state of Michigan.""}]",0.0169036095276262,0.0014577423761776,False,False,False,Retained: earlier/global/mixed content; no additional final-sentence/token locality identified.,False,0.8017477220911542,0.7848441125635279,0.8002899797149765,0.0154458671514485,False
1,4,true,theme,topic,The passage covers the lake's wildlife.,False,False,False,871,"No motorized watercraft are allowed, and a catch and release policy is in place for bass species","[{""start"": 507, ""end"": 657, ""text"": ""It is not uncommon to see nesting loons and eagles around the lake's islands, and black bear and wolves inhabit the old-growth forest around the lake.""}]",0.0157194627111556,0.0014577423761776,False,False,False,Retained: earlier/global/mixed content; no additional final-sentence/token locality identified.,False,0.8017477220911542,0.7860282593799985,0.8002899797149765,0.0142617203349779,False
1,5,false,theme,topic,The passage covers the lake's history.,False,False,False,871,"No motorized watercraft are allowed, and a catch and release policy is in place for bass species",[],0.0153855715333118,0.0014577423761776,False,False,False,Retained: earlier/global/mixed content; no additional final-sentence/token locality identified.,False,0.8017477220911542,0.7863621505578423,0.8002899797149765,0.0139278291571341,False
1,6,true,theme,topic,The passage covers recreational rules for the lake.,True,True,False,871,"No motorized watercraft are allowed, and a catch and release policy is in place for bass species","[{""start"": 871, ""end"": 967, ""text"": ""No motorized watercraft are allowed, and a catch and release policy is in place for bass species""}]",0.0175350517919791,0.0014577423761776,True,False,True,All nonempty cited evidence lies in the final source sentence; shared automatic exclusion.,False,0.8017477220911542,0.7842126702991751,0.8002899797149765,0.0160773094158014,True
1,7,true,detail,local_text,The final sentence of the passage completes a list of conservation regulations.,False,False,False,871,"No motorized watercraft are allowed, and a catch and release policy is in place for bass species","[{""start"": 721, ""end"": 967, ""text"": ""Like all lakes in Sylvania, Clark Lake has numerous special regulations designed to protect and ensure its wilderness quality for future generations. No motorized watercraft are allowed, and a catch and release policy is in place for bass species""}]",0.021712643072113,0.0014577423761776,False,True,True,Explicitly describes the final sentence completing a regulations list; evidence includes the preceding setup sentence.,False,0.8017477220911542,0.7800350790190411,0.8002899797149765,0.0202549006959353,True
1,8,true,detail,attribute,Fishing restrictions are the last item in the list of regulations.,True,True,False,871,"No motorized watercraft are allowed, and a catch and release policy is in place for bass species","[{""start"": 912, ""end"": 967, ""text"": ""a catch and release policy is in place for bass species""}]",0.0137548257183307,0.0014577423761776,True,False,True,All nonempty cited evidence lies in the final source sentence; shared automatic exclusion.,False,0.8017477220911542,0.7879928963728234,0.8002899797149765,0.012297083342153,True
1,9,true,detail,final_token,The final word of the prefix is “species”.,True,True,True,871,"No motorized watercraft are allowed, and a catch and release policy is in place for bass species","[{""start"": 960, ""end"": 967, ""text"": ""species""}]",0.0682362082147087,0.0297248898793129,True,False,True,"Explicit final-word/token claim, excluded regardless of truth.",False,0.8017477220911542,0.7335115138764454,0.7720228322118412,0.0385113183353957,True
1,10,true,detail,local_text,The final clause lists a conservation rule about catch-and-release for bass species.,True,True,False,871,"No motorized watercraft are allowed, and a catch and release policy is in place for bass species","[{""start"": 912, ""end"": 967, ""text"": ""a catch and release policy is in place for bass species""}]",0.0191112438129336,0.0183345759266205,True,False,True,All nonempty cited evidence lies in the final source sentence; shared automatic exclusion.,False,0.8017477220911542,0.7826364782782206,0.7834131461645336,0.000776667886313,True
1,11,true,detail,event,Catch-and-release is required/enforced for bass species.,True,True,False,871,"No motorized watercraft are allowed, and a catch and release policy is in place for bass species","[{""start"": 912, ""end"": 967, ""text"": ""a catch and release policy is in place for bass species""}]",0.3878827904982255,0.0019183861566101,True,False,True,All nonempty cited evidence lies in the final source sentence; shared automatic exclusion.,False,0.8017477220911542,0.4138649315929287,0.7998293359345441,0.3859644043416154,True
1,16,true,detail,attribute,Fishing is permitted at the lake.,True,True,False,871,"No motorized watercraft are allowed, and a catch and release policy is in place for bass species","[{""start"": 912, ""end"": 967, ""text"": ""a catch and release policy is in place for bass species""}]",0.0142474389631523,0.0019183861566101,True,False,True,All nonempty cited evidence lies in the final source sentence; shared automatic exclusion.,False,0.8017477220911542,0.7875002831280018,0.7998293359345441,0.0123290528065422,True
1,17,true,detail,attribute,The lake is a no-kill zone.,True,True,False,871,"No motorized watercraft are allowed, and a catch and release policy is in place for bass species","[{""start"": 912, ""end"": 967, ""text"": ""a catch and release policy is in place for bass species""}]",0.0198764852193297,0.0019183861566101,True,False,True,All nonempty cited evidence lies in the final source sentence; shared automatic exclusion.,False,0.8017477220911542,0.7818712368718245,0.7998293359345441,0.0179580990627196,True
1,18,false,detail,local_text,The final word ends mid-list.,False,False,False,871,"No motorized watercraft are allowed, and a catch and release policy is in place for bass species",[],0.0193956576189742,0.0050008954125104,False,True,True,"Text review: assertion refers to the final source sentence's event, entity, attribute, or syntax; excluded despite missing/earlier evidence.",False,0.8017477220911542,0.78235206447218,0.7967468266786437,0.0143947622064637,True
2,0,true,theme,format,The passage is a Wikipedia-style factual article.,False,False,False,667,"It is included in the Federal Aviation Administration (FAA) National Plan of Integrated Airport Systems for 2017 – 2021, in which it is categorized as a medium-hub primary commercial service facility","[{""start"": 0, ""end"": 162, ""text"": ""Kahului Airport is a regional airport in the state of Hawai'i, United States, located east of the Kahului CDP in Maui County on the island of Maui near Haleakala.""}]",0.0116786736445975,-0.0005658288401928,False,False,False,Retained: earlier/global/mixed content; no additional final-sentence/token locality identified.,False,0.6645408699551988,0.6528621963106013,0.6651066987953916,0.0122445024847903,False
2,1,true,theme,topic,The article is about a specific airport.,False,False,False,667,"It is included in the Federal Aviation Administration (FAA) National Plan of Integrated Airport Systems for 2017 – 2021, in which it is categorized as a medium-hub primary commercial service facility","[{""start"": 0, ""end"": 162, ""text"": ""Kahului Airport is a regional airport in the state of Hawai'i, United States, located east of the Kahului CDP in Maui County on the island of Maui near Haleakala.""}]",-0.0094886494292099,-0.0005658288401928,False,False,False,Retained: earlier/global/mixed content; no additional final-sentence/token locality identified.,False,0.6645408699551988,0.6740295193844087,0.6651066987953916,-0.008922820589017,False
2,2,true,theme,topic,The passage gives dense geographic statistics.,False,False,False,667,"It is included in the Federal Aviation Administration (FAA) National Plan of Integrated Airport Systems for 2017 – 2021, in which it is categorized as a medium-hub primary commercial service facility","[{""start"": 78, ""end"": 161, ""text"": ""located east of the Kahului CDP in Maui County on the island of Maui near Haleakala""}]",-0.0003658457176475,-0.0005658288401928,False,False,False,Retained: earlier/global/mixed content; no additional final-sentence/token locality identified.,False,0.6645408699551988,0.6649067156728463,0.6651066987953916,0.0001999831225453,False
2,3,true,theme,topic,The passage gives dense historical statistics.,False,False,False,667,"It is included in the Federal Aviation Administration (FAA) National Plan of Integrated Airport Systems for 2017 – 2021, in which it is categorized as a medium-hub primary commercial service facility","[{""start"": 163, ""end"": 213, ""text"": ""It has offered full airport operations since 1952.""}]",-0.0034511271355931,-0.0005658288401928,False,False,False,Retained: earlier/global/mixed content; no additional final-sentence/token locality identified.,False,0.6645408699551988,0.6679919970907919,0.6651066987953916,-0.0028852982954002,False
2,4,true,theme,topic,The passage gives dense operational statistics.,False,False,False,667,"It is included in the Federal Aviation Administration (FAA) National Plan of Integrated Airport Systems for 2017 – 2021, in which it is categorized as a medium-hub primary commercial service facility","[{""start"": 391, ""end"": 437, ""text"": ""ranking 13th in 2004 with 1,632,000 passengers""}]",0.0011832175196558,-0.0005658288401928,False,False,False,Retained: earlier/global/mixed content; no additional final-sentence/token locality identified.,False,0.6645408699551988,0.6633576524355429,0.6651066987953916,0.0017490463598487,False
2,5,true,theme,style,The sentence structure follows a consistent pattern of factual claims.,False,False,False,667,"It is included in the Federal Aviation Administration (FAA) National Plan of Integrated Airport Systems for 2017 – 2021, in which it is categorized as a medium-hub primary commercial service facility","[{""start"": 0, ""end"": 162, ""text"": ""Kahului Airport is a regional airport in the state of Hawai'i, United States, located east of the Kahului CDP in Maui County on the island of Maui near Haleakala.""}]",-0.002105101665759,0.0021156249778702,False,False,False,Retained: earlier/global/mixed content; no additional final-sentence/token locality identified.,False,0.6645408699551988,0.6666459716209578,0.6624252449773286,-0.0042207266436292,False
2,6,true,theme,topic,The passage covers the airport's status.,False,False,False,667,"It is included in the Federal Aviation Administration (FAA) National Plan of Integrated Airport Systems for 2017 – 2021, in which it is categorized as a medium-hub primary commercial service facility","[{""start"": 163, ""end"": 213, ""text"": ""It has offered full airport operations since 1952.""}]",-0.006894214378757,0.0021156249778702,False,False,False,Retained: earlier/global/mixed content; no additional final-sentence/token locality identified.,False,0.6645408699551988,0.6714350843339558,0.6624252449773286,-0.0090098393566272,False
2,7,false,theme,topic,The passage covers the airport's ownership.,False,False,False,667,"It is included in the Federal Aviation Administration (FAA) National Plan of Integrated Airport Systems for 2017 – 2021, in which it is categorized as a medium-hub primary commercial service facility",[],-0.0070882648134301,0.0021156249778702,False,False,False,Retained: earlier/global/mixed content; no additional final-sentence/token locality identified.,False,0.6645408699551988,0.671629134768629,0.6624252449773286,-0.0092038897913003,False
2,8,true,theme,topic,The passage covers the airport's regulatory classifications.,True,True,False,667,"It is included in the Federal Aviation Administration (FAA) National Plan of Integrated Airport Systems for 2017 – 2021, in which it is categorized as a medium-hub primary commercial service facility","[{""start"": 667, ""end"": 866, ""text"": ""It is included in the Federal Aviation Administration (FAA) National Plan of Integrated Airport Systems for 2017 – 2021, in which it is categorized as a medium-hub primary commercial service facility""}]",0.0001925678801516,0.0021156249778702,True,False,True,All nonempty cited evidence lies in the final source sentence; shared automatic exclusion.,False,0.6645408699551988,0.6643483020750471,0.6624252449773286,-0.0019230570977185,True
2,9,true,detail,local_text,The passage builds toward a concluding official designation.,True,True,False,667,"It is included in the Federal Aviation Administration (FAA) National Plan of Integrated Airport Systems for 2017 – 2021, in which it is categorized as a medium-hub primary commercial service facility","[{""start"": 788, ""end"": 866, ""text"": ""in which it is categorized as a medium-hub primary commercial service facility""}]",0.0022720249888658,0.0021156249778702,True,False,True,All nonempty cited evidence lies in the final source sentence; shared automatic exclusion.,False,0.6645408699551988,0.662268844966333,0.6624252449773286,0.0001564000109955,True
2,10,true,detail,final_token,The final word of the prefix is “facility”.,True,True,True,667,"It is included in the Federal Aviation Administration (FAA) National Plan of Integrated Airport Systems for 2017 – 2021, in which it is categorized as a medium-hub primary commercial service facility","[{""start"": 858, ""end"": 866, ""text"": ""facility""}]",-0.0238221049360835,-0.0036879534923667,True,False,True,"Explicit final-word/token claim, excluded regardless of truth.",False,0.6645408699551988,0.6883629748912823,0.6682288234475655,-0.0201341514437167,True
2,11,true,detail,local_text,The final clause is a long subordinate clause listing FAA classifications.,True,True,False,667,"It is included in the Federal Aviation Administration (FAA) National Plan of Integrated Airport Systems for 2017 – 2021, in which it is categorized as a medium-hub primary commercial service facility","[{""start"": 788, ""end"": 866, ""text"": ""in which it is categorized as a medium-hub primary commercial service facility""}]",-0.0077392014918004,-0.0036879534923667,True,False,True,All nonempty cited evidence lies in the final source sentence; shared automatic exclusion.,False,0.6645408699551988,0.6722800714469992,0.6682288234475655,-0.0040512479994336,True
2,12,true,detail,attribute,The airport is classified as a medium(-hub) primary commercial service facility.,True,True,False,667,"It is included in the Federal Aviation Administration (FAA) National Plan of Integrated Airport Systems for 2017 – 2021, in which it is categorized as a medium-hub primary commercial service facility","[{""start"": 803, ""end"": 866, ""text"": ""categorized as a medium-hub primary commercial service facility""}]",0.7280175884421725,0.0096881304474051,True,False,True,All nonempty cited evidence lies in the final source sentence; shared automatic exclusion.,False,0.6645408699551988,-0.0634767184869737,0.6548527395077937,0.7183294579947674,True
2,13,false,entity,identification,The classification is issued by the Transportation Statistics Administration.,False,True,False,667,"It is included in the Federal Aviation Administration (FAA) National Plan of Integrated Airport Systems for 2017 – 2021, in which it is categorized as a medium-hub primary commercial service facility","[{""start"": 685, ""end"": 770, ""text"": ""the Federal Aviation Administration (FAA) National Plan of Integrated Airport Systems""}]",-0.0016720970070909,-0.0036879534923667,True,True,True,All nonempty cited evidence lies in the final source sentence; shared automatic exclusion.,False,0.6645408699551988,0.6662129669622897,0.6682288234475655,0.0020158564852758,True
2,15,true,entity,identification,The airport is included in the FAA's National Plan of Integrated Airport(s) (Systems).,True,True,False,667,"It is included in the Federal Aviation Administration (FAA) National Plan of Integrated Airport Systems for 2017 – 2021, in which it is categorized as a medium-hub primary commercial service facility","[{""start"": 685, ""end"": 770, ""text"": ""the Federal Aviation Administration (FAA) National Plan of Integrated Airport Systems""}]",0.0074658613912573,0.0032801911622384,True,False,True,All nonempty cited evidence lies in the final source sentence; shared automatic exclusion.,False,0.6645408699551988,0.6570750085639414,0.6612606787929604,0.0041856702290189,True
2,16,false,detail,date,The airport is included in the 2021–2025 version of the plan.,False,True,False,667,"It is included in the Federal Aviation Administration (FAA) National Plan of Integrated Airport Systems for 2017 – 2021, in which it is categorized as a medium-hub primary commercial service facility","[{""start"": 771, ""end"": 786, ""text"": ""for 2017 – 2021""}]",0.0014295366631089,0.0032801911622384,True,True,True,All nonempty cited evidence lies in the final source sentence; shared automatic exclusion.,False,0.6645408699551988,0.6631113332920898,0.6612606787929604,-0.0018506544991294,True
2,17,false,detail,local_text,"The sentence ends mid-classification, incomplete.",False,False,False,667,"It is included in the Federal Aviation Administration (FAA) National Plan of Integrated Airport Systems for 2017 – 2021, in which it is categorized as a medium-hub primary commercial service facility",[],7.551580627784826e-05,0.0088036437091706,False,True,True,"Text review: assertion refers to the final source sentence's event, entity, attribute, or syntax; excluded despite missing/earlier evidence.",False,0.6645408699551988,0.6644653541489209,0.6557372262460281,-0.0087281279028927,True
3,0,true,theme,format,The passage is a biographical Wikipedia article.,False,False,False,609,After retirement he worked as a gymnastics coach at the same club,"[{""start"": 0, ""end"": 64, ""text"": ""Wolfgang Thüne (born 8 October 1949) is a German former gymnast.""}]",0.003416445619225,-0.0032111083092827,False,False,False,Retained: earlier/global/mixed content; no additional final-sentence/token locality identified.,False,0.7049232745066374,0.7015068288874123,0.7081343828159201,0.0066275539285077,False
3,1,true,theme,style,The passage follows a consistent chronological life narrative structure.,False,False,False,609,After retirement he worked as a gymnastics coach at the same club,"[{""start"": 65, ""end"": 104, ""text"": ""He competed at the 1972 Summer Olympics""}]",-0.0055207439817634,-0.0032111083092827,False,False,False,Retained: earlier/global/mixed content; no additional final-sentence/token locality identified.,False,0.7049232745066374,0.7104440184884009,0.7081343828159201,-0.0023096356724807,False
3,2,true,theme,topic,The passage covers career milestones and achievements.,False,False,False,609,After retirement he worked as a gymnastics coach at the same club,"[{""start"": 65, ""end"": 188, ""text"": ""He competed at the 1972 Summer Olympics in all artistic gymnastics events and won a bronze medal with the East German team.""}]",0.0015810623133004,-0.0032111083092827,False,False,False,Retained: earlier/global/mixed content; no additional final-sentence/token locality identified.,False,0.7049232745066374,0.7033422121933369,0.7081343828159201,0.0047921706225831,False
3,3,true,entity,identification,The subject is German.,False,False,False,609,After retirement he worked as a gymnastics coach at the same club,"[{""start"": 37, ""end"": 63, ""text"": ""is a German former gymnast""}]",0.0026445905804346,-0.0032111083092827,False,False,False,Retained: earlier/global/mixed content; no additional final-sentence/token locality identified.,False,0.7049232745066374,0.7022786839262027,0.7081343828159201,0.0058556988897173,False
3,4,false,entity,identity,The subject is a swimmer.,False,False,False,609,After retirement he worked as a gymnastics coach at the same club,"[{""start"": 37, ""end"": 63, ""text"": ""is a German former gymnast""}]",0.0344861757986363,-0.002242533732824,False,False,False,Retained: earlier/global/mixed content; no additional final-sentence/token locality identified.,False,0.7049232745066374,0.6704370987080011,0.7071658082394614,0.0367287095314603,False
3,5,false,entity,identity,The subject's name is Klaus Zehnder.,False,False,False,609,After retirement he worked as a gymnastics coach at the same club,"[{""start"": 0, ""end"": 36, ""text"": ""Wolfgang Thüne (born 8 October 1949)""}]",0.0008672766916785,-0.002242533732824,False,False,False,Retained: earlier/global/mixed content; no additional final-sentence/token locality identified.,False,0.7049232745066374,0.7040559978149589,0.7071658082394614,0.0031098104245025,False
3,6,true,theme,topic,The article covers Olympic medals.,False,False,False,609,After retirement he worked as a gymnastics coach at the same club,"[{""start"": 143, ""end"": 187, ""text"": ""won a bronze medal with the East German team""}]",0.0055869413304303,0.0006727905227406,False,False,False,Retained: earlier/global/mixed content; no additional final-sentence/token locality identified.,False,0.7049232745066374,0.699336333176207,0.7042504839838968,0.0049141508076897,False
3,7,true,theme,topic,The article covers post-retirement life.,True,True,False,609,After retirement he worked as a gymnastics coach at the same club,"[{""start"": 609, ""end"": 674, ""text"": ""After retirement he worked as a gymnastics coach at the same club""}]",-0.0030322020995463,0.0006727905227406,True,False,True,All nonempty cited evidence lies in the final source sentence; shared automatic exclusion.,False,0.7049232745066374,0.7079554766061837,0.7042504839838968,-0.0037049926222869,True
3,8,true,detail,local_text,The article concludes with his later coaching role at a club.,True,True,False,609,After retirement he worked as a gymnastics coach at the same club,"[{""start"": 609, ""end"": 674, ""text"": ""After retirement he worked as a gymnastics coach at the same club""}]",-0.0052090615931674,0.0006727905227406,True,False,True,All nonempty cited evidence lies in the final source sentence; shared automatic exclusion.,False,0.7049232745066374,0.7101323360998049,0.7042504839838968,-0.005881852115908,True
3,10,true,detail,attribute,The coaching club is the same club mentioned earlier in the article.,False,False,False,609,After retirement he worked as a gymnastics coach at the same club,"[{""start"": 576, ""end"": 674, ""text"": ""competing for TuS 04 Leverkusen. After retirement he worked as a gymnastics coach at the same club""}]",0.0071001684051976,0.0006727905227406,False,True,True,"Describes the final sentence's same-club reference, even though resolving it cites the preceding club mention.",False,0.7049232745066374,0.6978231061014397,0.7042504839838968,0.006427377882457,True
3,11,true,detail,final_token,The final word of the prefix is “club”.,True,True,True,609,After retirement he worked as a gymnastics coach at the same club,"[{""start"": 670, ""end"": 674, ""text"": ""club""}]",0.0026095678596637,-0.0015104859686907,True,False,True,"Explicit final-word/token claim, excluded regardless of truth.",False,0.7049232745066374,0.7023137066469737,0.7064337604753281,0.0041200538283544,True
