row,stim_idx,claim_idx,n_claims,is_last,kind,word_pos,tok_orig,tok_wrong,claim,wrong,generic,error,z_original,z_wrong,z_generic,z_omitted,cos_original,cos_wrong,cos_generic,cos_omitted,cost_wrong,cost_generic,cost_omitted,generic_minus_wrong,omitted_minus_wrong,omitted_minus_generic
239,69,3,4,True,name,9,"(""While","(""Black",""" closes a third item in a parallel list (""While the latter includes the Turkish language with full written form and the Greek language with reduced characters...""), strongly expecting ""The remaining language's written form is..."" or ""The Slavic dialects' variant counts.""",""" closes a third item in a parallel list (""Black the latter includes the Turkish language with full written form and the Greek language with reduced characters...""), strongly expecting ""The remaining language's written form is..."" or ""The Slavic dialects' variant counts.""",""" closes a third item in a parallel list (""a place the latter includes the Turkish language with full written form and the Greek language with reduced characters...""), strongly expecting ""The remaining language's written form is..."" or ""The Slavic dialects' variant counts.""",,"Wikipedia-style linguistic article listing language variants with structured comparative data, detailing phonetic characteristics of Greek language forms. The sentence ending ""The Greek language itself uses the following three scripts : the standard Modern Greek alphabet , the Macedonian dialect with its own unique characters , and the Albanian language which has no written form"" presents a final enumeration of other languages' written forms and their character counts. Final token "" . "" closes a third item in a parallel list (""While the latter includes the Turkish language with full written form and the Greek language with reduced characters...""), strongly expecting ""The remaining language's written form is..."" or ""The Slavic dialects' variant counts.""","Wikipedia-style linguistic article listing language variants with structured comparative data, detailing phonetic characteristics of Greek language forms. The sentence ending ""The Greek language itself uses the following three scripts : the standard Modern Greek alphabet , the Macedonian dialect with its own unique characters , and the Albanian language which has no written form"" presents a final enumeration of other languages' written forms and their character counts. Final token "" . "" closes a third item in a parallel list (""Black the latter includes the Turkish language with full written form and the Greek language with reduced characters...""), strongly expecting ""The remaining language's written form is..."" or ""The Slavic dialects' variant counts.""","Wikipedia-style linguistic article listing language variants with structured comparative data, detailing phonetic characteristics of Greek language forms. The sentence ending ""The Greek language itself uses the following three scripts : the standard Modern Greek alphabet , the Macedonian dialect with its own unique characters , and the Albanian language which has no written form"" presents a final enumeration of other languages' written forms and their character counts. Final token "" . "" closes a third item in a parallel list (""a place the latter includes the Turkish language with full written form and the Greek language with reduced characters...""), strongly expecting ""The remaining language's written form is..."" or ""The Slavic dialects' variant counts.""","Wikipedia-style linguistic article listing language variants with structured comparative data, detailing phonetic characteristics of Greek language forms. The sentence ending ""The Greek language itself uses the following three scripts : the standard Modern Greek alphabet , the Macedonian dialect with its own unique characters , and the Albanian language which has no written form"" presents a final enumeration of other languages' written forms and their character counts. Final token "" .",0.8730144186056648,0.871446311778874,0.8713725824701067,0.8470700427522435,0.0015681068267907605,0.0016418361355580169,0.025944375853421242,7.372930876725636e-05,0.02437626902663048,0.024302539717863225
240,70,0,3,False,name,11,Protestant,Road,"Academic article format with scholarly tone discussing a book about evangelical Protestant church, analyzing a specific article's methodology about a closed religious institution's student population.","Academic article format with scholarly tone discussing a book about evangelical Road church, analyzing a specific article's methodology about a closed religious institution's student population.","Academic article format with scholarly tone discussing a book about evangelical a place church, analyzing a specific article's methodology about a closed religious institution's student population.",,"Academic article format with scholarly tone discussing a book about evangelical Protestant church, analyzing a specific article's methodology about a closed religious institution's student population. The paragraph structure ""This paper examines a documentary about a specific evangelical Protestant boarding school in the 1930s"" mirrors the introduction, now directly describing the study subject's characteristics about a ""closed Amish school."" Final token ""an"" is an indefinite article mid-phrase (""of an""), directly continuing the subject description clause ""The account of a specific instance of a Protestant school,"" strongly expecting ""Amish religious institution"" or ""American evangelical school in Ohio"" or ""anonymous Christian boarding school's closed community.""","Academic article format with scholarly tone discussing a book about evangelical Road church, analyzing a specific article's methodology about a closed religious institution's student population. The paragraph structure ""This paper examines a documentary about a specific evangelical Protestant boarding school in the 1930s"" mirrors the introduction, now directly describing the study subject's characteristics about a ""closed Amish school."" Final token ""an"" is an indefinite article mid-phrase (""of an""), directly continuing the subject description clause ""The account of a specific instance of a Protestant school,"" strongly expecting ""Amish religious institution"" or ""American evangelical school in Ohio"" or ""anonymous Christian boarding school's closed community.""","Academic article format with scholarly tone discussing a book about evangelical a place church, analyzing a specific article's methodology about a closed religious institution's student population. The paragraph structure ""This paper examines a documentary about a specific evangelical Protestant boarding school in the 1930s"" mirrors the introduction, now directly describing the study subject's characteristics about a ""closed Amish school."" Final token ""an"" is an indefinite article mid-phrase (""of an""), directly continuing the subject description clause ""The account of a specific instance of a Protestant school,"" strongly expecting ""Amish religious institution"" or ""American evangelical school in Ohio"" or ""anonymous Christian boarding school's closed community.""","The paragraph structure ""This paper examines a documentary about a specific evangelical Protestant boarding school in the 1930s"" mirrors the introduction, now directly describing the study subject's characteristics about a ""closed Amish school."" Final token ""an"" is an indefinite article mid-phrase (""of an""), directly continuing the subject description clause ""The account of a specific instance of a Protestant school,"" strongly expecting ""Amish religious institution"" or ""American evangelical school in Ohio"" or ""anonymous Christian boarding school's closed community.""",0.9215644857059109,0.918022450585186,0.9202242655409791,0.9128929153465697,0.003542035120724929,0.001340220164931738,0.008671570359341185,-0.002201814955793191,0.005129535238616256,0.007331350194409447
241,70,1,3,False,number,17,"1930s""","1937s""","The paragraph structure ""This paper examines a documentary about a specific evangelical Protestant boarding school in the 1930s"" mirrors the introduction, now directly describing the study subject's characteristics about a ""closed Amish school.""","The paragraph structure ""This paper examines a documentary about a specific evangelical Protestant boarding school in the 1937s"" mirrors the introduction, now directly describing the study subject's characteristics about a ""closed Amish school.""","The paragraph structure ""This paper examines a documentary about a specific evangelical Protestant boarding school in the a numbers"" mirrors the introduction, now directly describing the study subject's characteristics about a ""closed Amish school.""",,"Academic article format with scholarly tone discussing a book about evangelical Protestant church, analyzing a specific article's methodology about a closed religious institution's student population. The paragraph structure ""This paper examines a documentary about a specific evangelical Protestant boarding school in the 1930s"" mirrors the introduction, now directly describing the study subject's characteristics about a ""closed Amish school."" Final token ""an"" is an indefinite article mid-phrase (""of an""), directly continuing the subject description clause ""The account of a specific instance of a Protestant school,"" strongly expecting ""Amish religious institution"" or ""American evangelical school in Ohio"" or ""anonymous Christian boarding school's closed community.""","Academic article format with scholarly tone discussing a book about evangelical Protestant church, analyzing a specific article's methodology about a closed religious institution's student population. The paragraph structure ""This paper examines a documentary about a specific evangelical Protestant boarding school in the 1937s"" mirrors the introduction, now directly describing the study subject's characteristics about a ""closed Amish school."" Final token ""an"" is an indefinite article mid-phrase (""of an""), directly continuing the subject description clause ""The account of a specific instance of a Protestant school,"" strongly expecting ""Amish religious institution"" or ""American evangelical school in Ohio"" or ""anonymous Christian boarding school's closed community.""","Academic article format with scholarly tone discussing a book about evangelical Protestant church, analyzing a specific article's methodology about a closed religious institution's student population. The paragraph structure ""This paper examines a documentary about a specific evangelical Protestant boarding school in the a numbers"" mirrors the introduction, now directly describing the study subject's characteristics about a ""closed Amish school."" Final token ""an"" is an indefinite article mid-phrase (""of an""), directly continuing the subject description clause ""The account of a specific instance of a Protestant school,"" strongly expecting ""Amish religious institution"" or ""American evangelical school in Ohio"" or ""anonymous Christian boarding school's closed community.""","Academic article format with scholarly tone discussing a book about evangelical Protestant church, analyzing a specific article's methodology about a closed religious institution's student population. Final token ""an"" is an indefinite article mid-phrase (""of an""), directly continuing the subject description clause ""The account of a specific instance of a Protestant school,"" strongly expecting ""Amish religious institution"" or ""American evangelical school in Ohio"" or ""anonymous Christian boarding school's closed community.""",0.9215644857059109,0.9231215973592841,0.9221115981604179,0.8952026815423996,-0.0015571116533732443,-0.0005471124545070039,0.026361804163511304,0.0010099991988662405,0.02791891581688455,0.026908916618018308
242,70,2,3,True,name,16,"""The","""Stromeyer","Final token ""an"" is an indefinite article mid-phrase (""of an""), directly continuing the subject description clause ""The account of a specific instance of a Protestant school,"" strongly expecting ""Amish religious institution"" or ""American evangelical school in Ohio"" or ""anonymous Christian boarding school's closed community.""","Final token ""an"" is an indefinite article mid-phrase (""of an""), directly continuing the subject description clause ""Stromeyer account of a specific instance of a Protestant school,"" strongly expecting ""Amish religious institution"" or ""American evangelical school in Ohio"" or ""anonymous Christian boarding school's closed community.""","Final token ""an"" is an indefinite article mid-phrase (""of an""), directly continuing the subject description clause ""a place account of a specific instance of a Protestant school,"" strongly expecting ""Amish religious institution"" or ""American evangelical school in Ohio"" or ""anonymous Christian boarding school's closed community.""",,"Academic article format with scholarly tone discussing a book about evangelical Protestant church, analyzing a specific article's methodology about a closed religious institution's student population. The paragraph structure ""This paper examines a documentary about a specific evangelical Protestant boarding school in the 1930s"" mirrors the introduction, now directly describing the study subject's characteristics about a ""closed Amish school."" Final token ""an"" is an indefinite article mid-phrase (""of an""), directly continuing the subject description clause ""The account of a specific instance of a Protestant school,"" strongly expecting ""Amish religious institution"" or ""American evangelical school in Ohio"" or ""anonymous Christian boarding school's closed community.""","Academic article format with scholarly tone discussing a book about evangelical Protestant church, analyzing a specific article's methodology about a closed religious institution's student population. The paragraph structure ""This paper examines a documentary about a specific evangelical Protestant boarding school in the 1930s"" mirrors the introduction, now directly describing the study subject's characteristics about a ""closed Amish school."" Final token ""an"" is an indefinite article mid-phrase (""of an""), directly continuing the subject description clause ""Stromeyer account of a specific instance of a Protestant school,"" strongly expecting ""Amish religious institution"" or ""American evangelical school in Ohio"" or ""anonymous Christian boarding school's closed community.""","Academic article format with scholarly tone discussing a book about evangelical Protestant church, analyzing a specific article's methodology about a closed religious institution's student population. The paragraph structure ""This paper examines a documentary about a specific evangelical Protestant boarding school in the 1930s"" mirrors the introduction, now directly describing the study subject's characteristics about a ""closed Amish school."" Final token ""an"" is an indefinite article mid-phrase (""of an""), directly continuing the subject description clause ""a place account of a specific instance of a Protestant school,"" strongly expecting ""Amish religious institution"" or ""American evangelical school in Ohio"" or ""anonymous Christian boarding school's closed community.""","Academic article format with scholarly tone discussing a book about evangelical Protestant church, analyzing a specific article's methodology about a closed religious institution's student population. The paragraph structure ""This paper examines a documentary about a specific evangelical Protestant boarding school in the 1930s"" mirrors the introduction, now directly describing the study subject's characteristics about a ""closed Amish school.""",0.9215644857059109,0.9232380056365076,0.9198780693855741,0.6899493684496454,-0.001673519930596723,0.0016864163203367255,0.2316151172562655,0.0033599362509334485,0.2332886371868622,0.22992870093592876
244,71,1,6,False,name,3,"""The","""Americans","The sentence structure ""The subgenus A.","The sentence structure ""Americans subgenus A.","The sentence structure ""a place subgenus A.",,"Wikipedia article format with taxonomic botanical description detailing a species' phylogenetic placement, listing subgenera and species relationships with parenthetical notes. The sentence structure ""The subgenus A. subsecunda was originally placed within the genus but excluded from the main cluster, alongside other species including"" continues a specific enumeration of additional species sharing characteristics. Final token ""with"" ends an incomplete clause (""it also includes A. subsecunda along with""), part of a parenthetical listing of additional species relationships for the newly defined subgenus, expecting a specific species name or additional members like ""other species of A. subsecunda"" or similar.","Wikipedia article format with taxonomic botanical description detailing a species' phylogenetic placement, listing subgenera and species relationships with parenthetical notes. The sentence structure ""Americans subgenus A. subsecunda was originally placed within the genus but excluded from the main cluster, alongside other species including"" continues a specific enumeration of additional species sharing characteristics. Final token ""with"" ends an incomplete clause (""it also includes A. subsecunda along with""), part of a parenthetical listing of additional species relationships for the newly defined subgenus, expecting a specific species name or additional members like ""other species of A. subsecunda"" or similar.","Wikipedia article format with taxonomic botanical description detailing a species' phylogenetic placement, listing subgenera and species relationships with parenthetical notes. The sentence structure ""a place subgenus A. subsecunda was originally placed within the genus but excluded from the main cluster, alongside other species including"" continues a specific enumeration of additional species sharing characteristics. Final token ""with"" ends an incomplete clause (""it also includes A. subsecunda along with""), part of a parenthetical listing of additional species relationships for the newly defined subgenus, expecting a specific species name or additional members like ""other species of A. subsecunda"" or similar.","Wikipedia article format with taxonomic botanical description detailing a species' phylogenetic placement, listing subgenera and species relationships with parenthetical notes. subsecunda was originally placed within the genus but excluded from the main cluster, alongside other species including"" continues a specific enumeration of additional species sharing characteristics. Final token ""with"" ends an incomplete clause (""it also includes A. subsecunda along with""), part of a parenthetical listing of additional species relationships for the newly defined subgenus, expecting a specific species name or additional members like ""other species of A. subsecunda"" or similar.",0.8886719655394895,0.8882410028939396,0.8911271156079638,0.8821581719921486,0.0004309626455498705,-0.002455150068474299,0.006513793547340829,-0.0028861127140241694,0.006082830901790959,0.008968943615815128
249,72,0,3,False,number,17,2005,2012,"British cricket newspaper article format with historical context and statistics, listing England's Test team changes for the 2005 Ashes series.","British cricket newspaper article format with historical context and statistics, listing England's Test team changes for the 2012 Ashes series.","British cricket newspaper article format with historical context and statistics, listing England's Test team changes for the a number Ashes series.",,"British cricket newspaper article format with historical context and statistics, listing England's Test team changes for the 2005 Ashes series. The sentence structure ""While his batting form was questioned England's new spin bowler Scott Borthwick introduced young spin spinner"" introduces a specific player's unusual choice, naming a spin bowler and a specific player's skill (a spinning spinner). Final token ""spinner"" ends mid-phrase (""Young left handed spin spinner""), part of a list of player attributes (""He replaced former England's left handed spinner""), strongly expecting ""James Tredwell"" or ""David Wiese"" or ""Tim Bresnan as his spin bowling partner.""","British cricket newspaper article format with historical context and statistics, listing England's Test team changes for the 2012 Ashes series. The sentence structure ""While his batting form was questioned England's new spin bowler Scott Borthwick introduced young spin spinner"" introduces a specific player's unusual choice, naming a spin bowler and a specific player's skill (a spinning spinner). Final token ""spinner"" ends mid-phrase (""Young left handed spin spinner""), part of a list of player attributes (""He replaced former England's left handed spinner""), strongly expecting ""James Tredwell"" or ""David Wiese"" or ""Tim Bresnan as his spin bowling partner.""","British cricket newspaper article format with historical context and statistics, listing England's Test team changes for the a number Ashes series. The sentence structure ""While his batting form was questioned England's new spin bowler Scott Borthwick introduced young spin spinner"" introduces a specific player's unusual choice, naming a spin bowler and a specific player's skill (a spinning spinner). Final token ""spinner"" ends mid-phrase (""Young left handed spin spinner""), part of a list of player attributes (""He replaced former England's left handed spinner""), strongly expecting ""James Tredwell"" or ""David Wiese"" or ""Tim Bresnan as his spin bowling partner.""","The sentence structure ""While his batting form was questioned England's new spin bowler Scott Borthwick introduced young spin spinner"" introduces a specific player's unusual choice, naming a spin bowler and a specific player's skill (a spinning spinner). Final token ""spinner"" ends mid-phrase (""Young left handed spin spinner""), part of a list of player attributes (""He replaced former England's left handed spinner""), strongly expecting ""James Tredwell"" or ""David Wiese"" or ""Tim Bresnan as his spin bowling partner.""",0.9220743246660947,0.9215956612482951,0.9216112700900883,0.9210404677112657,0.00047866341779967403,0.00046305457600648303,0.0010338569548290488,-1.5608841793190997e-05,0.0005551935370293748,0.0005708023788225658
250,72,1,3,False,name,3,"""While","""Reason","The sentence structure ""While his batting form was questioned England's new spin bowler Scott Borthwick introduced young spin spinner"" introduces a specific player's unusual choice, naming a spin bowler and a specific player's skill (a spinning spinner).","The sentence structure ""Reason his batting form was questioned England's new spin bowler Scott Borthwick introduced young spin spinner"" introduces a specific player's unusual choice, naming a spin bowler and a specific player's skill (a spinning spinner).","The sentence structure ""a place his batting form was questioned England's new spin bowler Scott Borthwick introduced young spin spinner"" introduces a specific player's unusual choice, naming a spin bowler and a specific player's skill (a spinning spinner).",,"British cricket newspaper article format with historical context and statistics, listing England's Test team changes for the 2005 Ashes series. The sentence structure ""While his batting form was questioned England's new spin bowler Scott Borthwick introduced young spin spinner"" introduces a specific player's unusual choice, naming a spin bowler and a specific player's skill (a spinning spinner). Final token ""spinner"" ends mid-phrase (""Young left handed spin spinner""), part of a list of player attributes (""He replaced former England's left handed spinner""), strongly expecting ""James Tredwell"" or ""David Wiese"" or ""Tim Bresnan as his spin bowling partner.""","British cricket newspaper article format with historical context and statistics, listing England's Test team changes for the 2005 Ashes series. The sentence structure ""Reason his batting form was questioned England's new spin bowler Scott Borthwick introduced young spin spinner"" introduces a specific player's unusual choice, naming a spin bowler and a specific player's skill (a spinning spinner). Final token ""spinner"" ends mid-phrase (""Young left handed spin spinner""), part of a list of player attributes (""He replaced former England's left handed spinner""), strongly expecting ""James Tredwell"" or ""David Wiese"" or ""Tim Bresnan as his spin bowling partner.""","British cricket newspaper article format with historical context and statistics, listing England's Test team changes for the 2005 Ashes series. The sentence structure ""a place his batting form was questioned England's new spin bowler Scott Borthwick introduced young spin spinner"" introduces a specific player's unusual choice, naming a spin bowler and a specific player's skill (a spinning spinner). Final token ""spinner"" ends mid-phrase (""Young left handed spin spinner""), part of a list of player attributes (""He replaced former England's left handed spinner""), strongly expecting ""James Tredwell"" or ""David Wiese"" or ""Tim Bresnan as his spin bowling partner.""","British cricket newspaper article format with historical context and statistics, listing England's Test team changes for the 2005 Ashes series. Final token ""spinner"" ends mid-phrase (""Young left handed spin spinner""), part of a list of player attributes (""He replaced former England's left handed spinner""), strongly expecting ""James Tredwell"" or ""David Wiese"" or ""Tim Bresnan as his spin bowling partner.""",0.9220743246660947,0.9228743331558187,0.9233232061428678,0.8905726660446551,-0.0008000084897239468,-0.001248881476773045,0.03150165862143961,-0.00044887298704909817,0.03230166711116356,0.032750540098212655
251,72,2,3,True,name,5,"(""Young","(""The","Final token ""spinner"" ends mid-phrase (""Young left handed spin spinner""), part of a list of player attributes (""He replaced former England's left handed spinner""), strongly expecting ""James Tredwell"" or ""David Wiese"" or ""Tim Bresnan as his spin bowling partner.""","Final token ""spinner"" ends mid-phrase (""The left handed spin spinner""), part of a list of player attributes (""He replaced former England's left handed spinner""), strongly expecting ""James Tredwell"" or ""David Wiese"" or ""Tim Bresnan as his spin bowling partner.""","Final token ""spinner"" ends mid-phrase (""a place left handed spin spinner""), part of a list of player attributes (""He replaced former England's left handed spinner""), strongly expecting ""James Tredwell"" or ""David Wiese"" or ""Tim Bresnan as his spin bowling partner.""",,"British cricket newspaper article format with historical context and statistics, listing England's Test team changes for the 2005 Ashes series. The sentence structure ""While his batting form was questioned England's new spin bowler Scott Borthwick introduced young spin spinner"" introduces a specific player's unusual choice, naming a spin bowler and a specific player's skill (a spinning spinner). Final token ""spinner"" ends mid-phrase (""Young left handed spin spinner""), part of a list of player attributes (""He replaced former England's left handed spinner""), strongly expecting ""James Tredwell"" or ""David Wiese"" or ""Tim Bresnan as his spin bowling partner.""","British cricket newspaper article format with historical context and statistics, listing England's Test team changes for the 2005 Ashes series. The sentence structure ""While his batting form was questioned England's new spin bowler Scott Borthwick introduced young spin spinner"" introduces a specific player's unusual choice, naming a spin bowler and a specific player's skill (a spinning spinner). Final token ""spinner"" ends mid-phrase (""The left handed spin spinner""), part of a list of player attributes (""He replaced former England's left handed spinner""), strongly expecting ""James Tredwell"" or ""David Wiese"" or ""Tim Bresnan as his spin bowling partner.""","British cricket newspaper article format with historical context and statistics, listing England's Test team changes for the 2005 Ashes series. The sentence structure ""While his batting form was questioned England's new spin bowler Scott Borthwick introduced young spin spinner"" introduces a specific player's unusual choice, naming a spin bowler and a specific player's skill (a spinning spinner). Final token ""spinner"" ends mid-phrase (""a place left handed spin spinner""), part of a list of player attributes (""He replaced former England's left handed spinner""), strongly expecting ""James Tredwell"" or ""David Wiese"" or ""Tim Bresnan as his spin bowling partner.""","British cricket newspaper article format with historical context and statistics, listing England's Test team changes for the 2005 Ashes series. The sentence structure ""While his batting form was questioned England's new spin bowler Scott Borthwick introduced young spin spinner"" introduces a specific player's unusual choice, naming a spin bowler and a specific player's skill (a spinning spinner).",0.9220743246660947,0.9160185146878871,0.9180871289124944,0.8821223953847931,0.006055809978207649,0.003987195753600292,0.039951929281301646,-0.002068614224607357,0.033896119303094,0.035964733527701354
252,73,0,6,False,name,9,"""Artificial","""Russian","Structured wiki format with numbered definitions and claims about ""Artificial Intelligence,"" presenting factual claims about the concept's history and characteristics.","Structured wiki format with numbered definitions and claims about ""Russian Intelligence,"" presenting factual claims about the concept's history and characteristics.","Structured wiki format with numbered definitions and claims about ""a place Intelligence,"" presenting factual claims about the concept's history and characteristics.",,"Structured wiki format with numbered definitions and claims about ""Artificial Intelligence,"" presenting factual claims about the concept's history and characteristics. The sentence ""The passage states that AI is a positive trait for humanity and its growth... The passage also mentions some historical context about the term 'AI' and its usage patterns."" suggests a concluding clause or list continuation expected, likely another claim or summary about the passage's content. Final token "" "" closes a numbered claim mid-sentence (""The passage states... And the second paragraph discusses the history and goals of AI...""), strongly expecting ""The third claim is:"" or ""This passage has been used to argue..."" or similar continuation about the data.","Structured wiki format with numbered definitions and claims about ""Russian Intelligence,"" presenting factual claims about the concept's history and characteristics. The sentence ""The passage states that AI is a positive trait for humanity and its growth... The passage also mentions some historical context about the term 'AI' and its usage patterns."" suggests a concluding clause or list continuation expected, likely another claim or summary about the passage's content. Final token "" "" closes a numbered claim mid-sentence (""The passage states... And the second paragraph discusses the history and goals of AI...""), strongly expecting ""The third claim is:"" or ""This passage has been used to argue..."" or similar continuation about the data.","Structured wiki format with numbered definitions and claims about ""a place Intelligence,"" presenting factual claims about the concept's history and characteristics. The sentence ""The passage states that AI is a positive trait for humanity and its growth... The passage also mentions some historical context about the term 'AI' and its usage patterns."" suggests a concluding clause or list continuation expected, likely another claim or summary about the passage's content. Final token "" "" closes a numbered claim mid-sentence (""The passage states... And the second paragraph discusses the history and goals of AI...""), strongly expecting ""The third claim is:"" or ""This passage has been used to argue..."" or similar continuation about the data.","The sentence ""The passage states that AI is a positive trait for humanity and its growth... The passage also mentions some historical context about the term 'AI' and its usage patterns."" suggests a concluding clause or list continuation expected, likely another claim or summary about the passage's content. Final token "" "" closes a numbered claim mid-sentence (""The passage states... And the second paragraph discusses the history and goals of AI...""), strongly expecting ""The third claim is:"" or ""This passage has been used to argue..."" or similar continuation about the data.",0.7565127847207189,0.7608711174924548,0.7619512485237064,0.7749667401673708,-0.004358332771735918,-0.005438463802987514,-0.01845395544665185,-0.0010801310312515966,-0.01409562267491593,-0.013015491643664334
253,73,1,6,False,name,2,"""The","""Parma","The sentence ""The passage states that AI is a positive trait for humanity and its growth...","The sentence ""Parma passage states that AI is a positive trait for humanity and its growth...","The sentence ""a place passage states that AI is a positive trait for humanity and its growth...",,"Structured wiki format with numbered definitions and claims about ""Artificial Intelligence,"" presenting factual claims about the concept's history and characteristics. The sentence ""The passage states that AI is a positive trait for humanity and its growth... The passage also mentions some historical context about the term 'AI' and its usage patterns."" suggests a concluding clause or list continuation expected, likely another claim or summary about the passage's content. Final token "" "" closes a numbered claim mid-sentence (""The passage states... And the second paragraph discusses the history and goals of AI...""), strongly expecting ""The third claim is:"" or ""This passage has been used to argue..."" or similar continuation about the data.","Structured wiki format with numbered definitions and claims about ""Artificial Intelligence,"" presenting factual claims about the concept's history and characteristics. The sentence ""Parma passage states that AI is a positive trait for humanity and its growth... The passage also mentions some historical context about the term 'AI' and its usage patterns."" suggests a concluding clause or list continuation expected, likely another claim or summary about the passage's content. Final token "" "" closes a numbered claim mid-sentence (""The passage states... And the second paragraph discusses the history and goals of AI...""), strongly expecting ""The third claim is:"" or ""This passage has been used to argue..."" or similar continuation about the data.","Structured wiki format with numbered definitions and claims about ""Artificial Intelligence,"" presenting factual claims about the concept's history and characteristics. The sentence ""a place passage states that AI is a positive trait for humanity and its growth... The passage also mentions some historical context about the term 'AI' and its usage patterns."" suggests a concluding clause or list continuation expected, likely another claim or summary about the passage's content. Final token "" "" closes a numbered claim mid-sentence (""The passage states... And the second paragraph discusses the history and goals of AI...""), strongly expecting ""The third claim is:"" or ""This passage has been used to argue..."" or similar continuation about the data.","Structured wiki format with numbered definitions and claims about ""Artificial Intelligence,"" presenting factual claims about the concept's history and characteristics. The passage also mentions some historical context about the term 'AI' and its usage patterns."" suggests a concluding clause or list continuation expected, likely another claim or summary about the passage's content. Final token "" "" closes a numbered claim mid-sentence (""The passage states... And the second paragraph discusses the history and goals of AI...""), strongly expecting ""The third claim is:"" or ""This passage has been used to argue..."" or similar continuation about the data.",0.7565127847207189,0.7592668785116332,0.7630894852581945,0.7688784420361229,-0.0027540937909142915,-0.0065767005374756105,-0.012365657315403955,-0.003822606746561319,-0.009611563524489664,-0.005788956777928345
254,73,2,6,False,name,10,'AI','PCA',"The passage also mentions some historical context about the term 'AI' and its usage patterns."" suggests a concluding clause or list continuation expected, likely another claim or summary about the passage's content.","The passage also mentions some historical context about the term 'PCA' and its usage patterns."" suggests a concluding clause or list continuation expected, likely another claim or summary about the passage's content.","The passage also mentions some historical context about the term 'a place' and its usage patterns."" suggests a concluding clause or list continuation expected, likely another claim or summary about the passage's content.",,"Structured wiki format with numbered definitions and claims about ""Artificial Intelligence,"" presenting factual claims about the concept's history and characteristics. The sentence ""The passage states that AI is a positive trait for humanity and its growth... The passage also mentions some historical context about the term 'AI' and its usage patterns."" suggests a concluding clause or list continuation expected, likely another claim or summary about the passage's content. Final token "" "" closes a numbered claim mid-sentence (""The passage states... And the second paragraph discusses the history and goals of AI...""), strongly expecting ""The third claim is:"" or ""This passage has been used to argue..."" or similar continuation about the data.","Structured wiki format with numbered definitions and claims about ""Artificial Intelligence,"" presenting factual claims about the concept's history and characteristics. The sentence ""The passage states that AI is a positive trait for humanity and its growth... The passage also mentions some historical context about the term 'PCA' and its usage patterns."" suggests a concluding clause or list continuation expected, likely another claim or summary about the passage's content. Final token "" "" closes a numbered claim mid-sentence (""The passage states... And the second paragraph discusses the history and goals of AI...""), strongly expecting ""The third claim is:"" or ""This passage has been used to argue..."" or similar continuation about the data.","Structured wiki format with numbered definitions and claims about ""Artificial Intelligence,"" presenting factual claims about the concept's history and characteristics. The sentence ""The passage states that AI is a positive trait for humanity and its growth... The passage also mentions some historical context about the term 'a place' and its usage patterns."" suggests a concluding clause or list continuation expected, likely another claim or summary about the passage's content. Final token "" "" closes a numbered claim mid-sentence (""The passage states... And the second paragraph discusses the history and goals of AI...""), strongly expecting ""The third claim is:"" or ""This passage has been used to argue..."" or similar continuation about the data.","Structured wiki format with numbered definitions and claims about ""Artificial Intelligence,"" presenting factual claims about the concept's history and characteristics. The sentence ""The passage states that AI is a positive trait for humanity and its growth... Final token "" "" closes a numbered claim mid-sentence (""The passage states... And the second paragraph discusses the history and goals of AI...""), strongly expecting ""The third claim is:"" or ""This passage has been used to argue..."" or similar continuation about the data.",0.7565127847207189,0.7607494855011833,0.7621830536003242,0.739590577835627,-0.004236700780464342,-0.005670268879605311,0.01692220688509194,-0.0014335680991409694,0.02115890766555628,0.02259247576469725
