pair_id,template_id,entity_a,entity_b,context_a,context_b,n_tokens,dist_to_end,cos_ha_hb,wording_kind,w1,w2,context_c,context_d,entity_dist_to_end_w2,shared_suffix_cd,wording_dist_to_end,n_wording_diff_tokens,noun,error,cos_hA_hB,cos_hA_hC,cos_hB_hD,cos_hC_hD,cos_hA_hD,cos_hB_hC,norm_hC,norm_hD,parse_ok_a,parse_ok_b,parse_ok_c,parse_ok_d,mentions_own_a,mentions_own_b,mentions_own_c,mentions_own_d,mentions_other_a,mentions_other_b,mentions_other_c,mentions_other_d,identical_cd,identical_ac,identical_bd,cos_hA_da,cos_hA_db,cos_hA_dc,cos_hA_dd,cos_hB_da,cos_hB_db,cos_hB_dc,cos_hB_dd,cos_hC_da,cos_hC_db,cos_hC_dc,cos_hC_dd,cos_hD_da,cos_hD_db,cos_hD_dc,cos_hD_dd,M_fact_w1_file,M_fact_w1,M_fact_w2,M_wording_a,M_wording_b,M_fact_mean,M_wording_mean,M_fact_minus_wording,M_fact_minus_wording_filew1,lp_a_hA,lp_b_hA,D_hA,lp_a_hB,lp_b_hB,D_hB,lp_a_hC,lp_b_hC,D_hC,lp_a_hD,lp_b_hD,D_hD,donor_w1,donor_w2,entity_effect,wording_effect,interaction,both_correct_w1,both_correct_w2,D_hA_t2c,D_hB_t2c
10,2,March,April,The meeting has been moved to March. Everyone should bring the printed report and arrive at the,The meeting has been moved to April. Everyone should bring the printed report and arrive at the,18,12,0.9987925013670932,primary,moved,shifted,The meeting has been shifted to March. Everyone should bring the printed report and arrive at the,The meeting has been shifted to April. Everyone should bring the printed report and arrive at the,12,11,14,1,time,,0.9987925013670931,0.9864509206697321,0.9830636251831215,0.9993129765046296,0.9864835786726075,0.982372476666175,108.2971420288086,107.90263366699219,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,0.8819834357333237,0.8804592067879591,0.87679962686866,0.8836372901743287,0.8822805660944424,0.8808904081411408,0.8764408944040735,0.8842441574472208,0.875530443725414,0.8740261146421675,0.8727132640747901,0.8765477695101127,0.8735716695789228,0.8728136819915674,0.8697786741758018,0.8742452073782132,0.000134070992063,0.00013407099206308448,0.0006320277670888164,0.0023666292140398504,-0.0019222239194341961,0.0003830493795759504,0.00022220264730282713,0.0001608467322731233,0.00016084673227308106,-13.114697456359863,-12.239697456359863,-0.875,-13.043972969055176,-12.168972969055176,-0.875,-14.383488655090332,-13.570988655090332,-0.8125,-14.472833633422852,-13.597833633422852,-0.875,0.0,0.0625,0.03125,-0.03125,-0.03125,False,False,-0.875,-0.875
11,2,noon,dusk,The meeting has been moved to noon. Everyone should bring the printed report and arrive at the,The meeting has been moved to dusk. Everyone should bring the printed report and arrive at the,18,12,0.9643304454353846,primary,moved,shifted,The meeting has been shifted to noon. Everyone should bring the printed report and arrive at the,The meeting has been shifted to dusk. Everyone should bring the printed report and arrive at the,12,11,14,1,time,,0.9643304454353846,0.9815437636910438,0.9867583806557819,0.9739940391903817,0.9453305191614851,0.9744974152861287,110.19368743896484,107.99586486816406,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,0.887123089759726,0.8530091144761022,0.8668827833224303,0.8502708792615673,0.8832367066288933,0.8764548098002058,0.8836002648001924,0.8747749007302785,0.8789151738095822,0.8636659387085757,0.8776908022535974,0.8637081134614152,0.8681335458049427,0.8623831291831238,0.8733148151457231,0.8623904496237271,0.0273320784549363,0.027332078454936348,0.0030583232701862917,0.019015934881310925,0.0016872295105306856,0.01519520086256132,0.010351582195920805,0.0048436186666405145,0.00484361866664049,-14.331136703491211,-19.40926170349121,5.078125,-15.388498306274414,-18.154123306274414,2.765625,-14.840648651123047,-19.293773651123047,4.453125,-15.587220191955566,-18.884096145629883,3.2968759536743164,2.3125,1.1562490463256836,1.7343745231628418,0.0468745231628418,0.5781254768371582,False,False,5.078125,2.765625
12,3,violin,guitar,She plays the violin in the school orchestra. After every rehearsal the students pack up their things and,She plays the guitar in the school orchestra. After every rehearsal the students pack up their things and,19,16,0.989752245319943,primary,orchestra,ensemble,She plays the violin in the school ensemble. After every rehearsal the students pack up their things and,She plays the guitar in the school ensemble. After every rehearsal the students pack up their things and,16,15,12,1,instrument,,0.989752245319943,0.9360192598782635,0.9361663112119561,0.9823280459435029,0.9186794619569808,0.937587343110503,93.03561401367188,92.23584747314453,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,0.8458660206146783,0.8522397135259864,0.8423252888084037,0.8458215502017679,0.8328666962385776,0.8403071866899751,0.832343325031082,0.8361011545717602,0.7359861671531556,0.7474387036989545,0.7597914099804791,0.7639795020975169,0.7297360947864682,0.7414728423673618,0.7507288917530118,0.7568809605415089,0.0010667975400894,0.0010667975400894258,0.001963976671459311,0.027345974633598114,0.01961415029236202,0.0015153871057743684,0.023480062462980067,-0.0219646753572057,-0.021964675357205712,-23.723644256591797,-20.262706756591797,-3.4609375,-23.721975326538086,-20.421194076538086,-3.30078125,-24.82363510131836,-21.73159408569336,-3.092041015625,-22.88218116760254,-20.38218116760254,-2.5,-0.16015625,-0.592041015625,-0.3760986328125,-0.5848388671875,0.2159423828125,False,False,-3.4609375,-3.30078125
13,3,flute,horn,She plays the flute in the school orchestra. After every rehearsal the students pack up their things and,She plays the horn in the school orchestra. After every rehearsal the students pack up their things and,19,16,0.9917014362870196,primary,orchestra,ensemble,She plays the flute in the school ensemble. After every rehearsal the students pack up their things and,She plays the horn in the school ensemble. After every rehearsal the students pack up their things and,16,15,12,1,instrument,,0.9917014362870195,0.9470834989344514,0.954888038174128,0.9825562611113159,0.9560176573145288,0.9332706522204921,93.37373352050781,93.68317413330078,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,0.7920641182473876,0.7881302332420053,0.806501003989933,0.8048672196315286,0.7929035100048929,0.7908367759593501,0.805387681017677,0.8062676783133903,0.7167728411901739,0.711036521371513,0.7479988168978772,0.7393422741679514,0.7200729257411895,0.7145347008435301,0.7453007753942424,0.7406362482917556,0.0018671509598395,0.0018671509598395808,0.003992015627438894,0.016789089965157933,0.01067064509418525,0.0029295832936392374,0.013729867529671591,-0.010800284236032354,-0.010800284236032394,-22.055267333984375,-23.025970458984375,0.970703125,-21.536270141601562,-22.339004516601562,0.802734375,-23.769859313964844,-24.015953063964844,0.24609375,-22.9346923828125,-23.8189697265625,0.88427734375,0.16796875,-0.63818359375,-0.235107421875,0.321533203125,0.403076171875,False,False,0.970703125,0.802734375
14,3,piano,drums,She plays the piano in the school orchestra. After every rehearsal the students pack up their things and,She plays the drums in the school orchestra. After every rehearsal the students pack up their things and,19,16,0.9734134352281848,primary,orchestra,ensemble,She plays the piano in the school ensemble. After every rehearsal the students pack up their things and,She plays the drums in the school ensemble. After every rehearsal the students pack up their things and,16,15,12,1,instrument,,0.9734134352281849,0.9262216169576798,0.9443798364847971,0.9713256524274796,0.8866305490497801,0.946744953576003,93.75153350830078,93.81158447265625,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,0.8685633431056432,0.8767469533634609,0.8668159632923803,0.8583373323813218,0.8031854898618075,0.8257968099225306,0.819039074211935,0.8079393161371421,0.7511418614198101,0.7767043545286528,0.791538290833732,0.7714019340801282,0.6990878477674408,0.7334131314446085,0.7421491089361276,0.7262427448874543,0.0144277098029054,0.01442770980290542,0.004229992704930408,0.04214380922718475,0.010687107228234294,0.009328851253917914,0.02641545822770952,-0.017086606973791607,-0.017086606973791617,-20.394596099853516,-23.439517974853516,3.044921875,-20.897968292236328,-23.726093292236328,2.828125,-20.747636795043945,-23.841386795043945,3.09375,-21.26508903503418,-24.84712028503418,3.58203125,0.216796875,-0.48828125,-0.1357421875,-0.4013671875,0.3525390625,False,False,3.044921875,2.828125
15,3,trumpet,organ,She plays the trumpet in the school orchestra. After every rehearsal the students pack up their things and,She plays the organ in the school orchestra. After every rehearsal the students pack up their things and,19,16,0.9530334225105672,primary,orchestra,ensemble,She plays the trumpet in the school ensemble. After every rehearsal the students pack up their things and,She plays the organ in the school ensemble. After every rehearsal the students pack up their things and,16,15,12,1,instrument,,0.9530334225105673,0.9589374849089649,0.927656094056885,0.942731684856029,0.9176411739693769,0.899296329352597,94.63745880126953,94.31498718261719,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,0.7888766886803198,0.7742098835506956,0.80355808048011,0.7806864980825219,0.8488252760027621,0.8555154810971192,0.8634994208706025,0.8536230805018828,0.7258211847942176,0.708594738908161,0.7482488834466465,0.7284306951750937,0.7469434843742818,0.7424439812486899,0.7696208266276173,0.7755239663055832,0.0213570102239811,0.021357010223981177,0.025721327949518646,0.0077463068526386625,0.03497238565212957,0.02353916908674991,0.021359346252384115,0.0021798228343657966,0.0021798228343657584,-23.909543991088867,-19.503293991088867,-4.40625,-23.422658920288086,-19.356252670288086,-4.06640625,-25.365705490112305,-20.545392990112305,-4.8203125,-24.061922073364258,-19.327547073364258,-4.734375,-0.33984375,-0.0859375,-0.212890625,0.541015625,-0.126953125,False,False,-4.40625,-4.06640625
16,4,gold,iron,The ring was made of pure gold. The jeweller placed it carefully in a small box on the,The ring was made of pure iron. The jeweller placed it carefully in a small box on the,20,14,0.9664257389073708,primary,pure,solid,The ring was made of solid gold. The jeweller placed it carefully in a small box on the,The ring was made of solid iron. The jeweller placed it carefully in a small box on the,14,13,15,1,metal,,0.9664257389073707,0.9799239831586029,0.9769319363770722,0.9540510563806125,0.9512745944394185,0.957048510539521,105.7315673828125,113.30207824707031,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,0.8422371439759593,0.8371001351200568,0.8485164555642758,0.8304122204824914,0.8528798977782136,0.8625614654518213,0.8598728955324699,0.8503136244771549,0.8464757890263159,0.8335655965934974,0.8642257183464898,0.8296816221265485,0.8806524006146494,0.8889988285191587,0.8921738905046267,0.8819822499954836,0.0148185765295102,0.014818576529510241,0.024352455710798138,0.011470617731857313,0.00523126245099137,0.01958551612015419,0.008350940091424341,0.011234576028729848,0.011234576028729827,-14.714329719543457,-17.04245376586914,2.3281240463256836,-14.010957717895508,-16.557832717895508,2.546875,-15.076985359191895,-17.608234405517578,2.5312490463256836,-14.244474411010742,-16.260099411010742,2.015625,-0.2187509536743164,0.5156240463256836,0.1484365463256836,0.1640625,-0.3671875,False,False,2.3281240463256836,2.546875
17,4,silver,copper,The ring was made of pure silver. The jeweller placed it carefully in a small box on the,The ring was made of pure copper. The jeweller placed it carefully in a small box on the,20,14,0.9429283528930954,primary,pure,solid,The ring was made of solid silver. The jeweller placed it carefully in a small box on the,The ring was made of solid copper. The jeweller placed it carefully in a small box on the,14,13,15,1,metal,,0.9429283528930954,0.9912753176124006,0.9742975802970849,0.9609983086152548,0.9688822707201891,0.9217595622402338,108.09530639648438,108.8548355102539,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,0.8829968381947222,0.8448426115723785,0.8758111073137352,0.874973965493531,0.8323241684502466,0.8249009264209841,0.8220697977243389,0.8315957084318387,0.8884409666305676,0.842231730823408,0.884129318844709,0.8809135759380271,0.879592800518026,0.858014052577968,0.8696011032185941,0.8770847858309931,0.0307309845930812,0.030730984593081212,0.010699425519080985,0.002874083095128377,0.012375951242170502,0.0207152050560811,0.0076250171686494395,0.013090187887431659,0.013090187887431652,-16.44822120666504,-17.44822120666504,1.0,-17.062219619750977,-17.624719619750977,0.5625,-16.2895450592041,-17.2270450592041,0.9375,-16.541339874267578,-17.103839874267578,0.5625,0.4375,0.375,0.40625,0.03125,0.03125,False,False,1.0,0.5625
18,4,platinum,bronze,The ring was made of pure platinum. The jeweller placed it carefully in a small box on the,The ring was made of pure bronze. The jeweller placed it carefully in a small box on the,20,14,0.9647957545104292,primary,pure,solid,The ring was made of solid platinum. The jeweller placed it carefully in a small box on the,The ring was made of solid bronze. The jeweller placed it carefully in a small box on the,14,13,15,1,metal,,0.9647957545104291,0.9861532298176182,0.9905037582903079,0.9724516361616975,0.9584296753623317,0.9728158230005884,105.80394744873047,100.96538543701172,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,0.84372127531402,0.8311287884296947,0.8443614445430648,0.8309725822146989,0.8726595165520507,0.8667328120178737,0.872691680079557,0.8636319539949034,0.8785882744867956,0.8666745523012489,0.8794712382041378,0.8657142605959603,0.8690187704301985,0.8610789643114478,0.8719205725235554,0.8621124218893099,0.0066657823501482,0.006665782350148253,0.0039488269739319515,0.00024279448829733763,0.004134315600832328,0.005307304662040102,0.0021885550445648327,0.0031187496174752694,0.0031187496174752433,-18.48723030090332,-18.25285530090332,-0.234375,-19.60070037841797,-17.92125701904297,-1.679443359375,-18.246309280395508,-18.351778030395508,0.10546875,-19.254056930541992,-17.964994430541992,-1.2890625,1.445068359375,1.39453125,1.4197998046875,-0.3651123046875,0.0252685546875,False,True,-0.234375,-1.679443359375
19,4,steel,brass,The ring was made of pure steel. The jeweller placed it carefully in a small box on the,The ring was made of pure brass. The jeweller placed it carefully in a small box on the,20,14,0.98281150608528,primary,pure,solid,The ring was made of solid steel. The jeweller placed it carefully in a small box on the,The ring was made of solid brass. The jeweller placed it carefully in a small box on the,14,13,15,1,metal,,0.98281150608528,0.974303030505317,0.9937992262930425,0.9902488736406562,0.9760717809135608,0.9861512403854809,109.97344970703125,107.47159576416016,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,0.848338283256641,0.8493936263978619,0.8521695711033285,0.8440596889902691,0.8845846410974784,0.8904904338044033,0.8895659414139753,0.8874017580037787,0.8914301393330036,0.8990159346258242,0.8998702996673253,0.8984494602268737,0.8897613242524693,0.897782139872463,0.8958713719670781,0.8956358586931463,0.004850449565704,0.004850449565704018,0.0011853261665198955,0.004608872487634197,0.0009423946213078516,0.003017887866111957,0.0027756335544710242,0.00024225431164093258,0.00024225431164092348,-17.168212890625,-15.176025390625,-1.9921875,-17.790794372558594,-15.845481872558594,-1.9453125,-17.638824462890625,-15.623199462890625,-2.015625,-17.890962600708008,-15.609712600708008,-2.28125,-0.046875,0.265625,0.109375,0.1796875,-0.15625,False,False,-1.9921875,-1.9453125
20,5,London,Tokyo,The story is set in London during the winter. The main character wakes up early and looks out of the,The story is set in Tokyo during the winter. The main character wakes up early and looks out of the,21,16,0.9845215966695514,primary,story,tale,The tale is set in London during the winter. The main character wakes up early and looks out of the,The tale is set in Tokyo during the winter. The main character wakes up early and looks out of the,16,15,20,1,city,,0.9845215966695514,0.9965855270874823,0.9972706063556525,0.9845652400486399,0.9836996335231153,0.9810484591671476,122.06566619873047,119.89896392822266,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,0.9439581876734308,0.9373459517717992,0.9394115031491838,0.9478898260113443,0.9349846587699797,0.9419075174112029,0.9288582818909997,0.9491560622458578,0.9478108891441006,0.9366291568343363,0.9461943410774578,0.9495436165362806,0.9382937847267762,0.9399803962882045,0.9344581789956395,0.9507462530024089,0.0135350945428547,0.013535094542854731,0.01293879854794655,0.0029301364576042044,0.0035173118795495117,0.01323694654540064,0.003223724168576858,0.010013222376823783,0.010013222376823767,-14.648966789245605,-17.94974708557129,3.3007802963256836,-18.158790588378906,-12.088478088378906,-6.0703125,-15.469869613647461,-18.36440086364746,2.89453125,-17.85625648498535,-12.356256484985352,-5.5,9.371092796325684,8.39453125,8.882812023162842,-0.0820317268371582,0.4882807731628418,True,True,3.3007802963256836,-6.0703125
21,5,Moscow,Cairo,The story is set in Moscow during the winter. The main character wakes up early and looks out of the,The story is set in Cairo during the winter. The main character wakes up early and looks out of the,21,16,0.9802319266049128,primary,story,tale,The tale is set in Moscow during the winter. The main character wakes up early and looks out of the,The tale is set in Cairo during the winter. The main character wakes up early and looks out of the,16,15,20,1,city,,0.9802319266049129,0.9972338808032502,0.9975840854408795,0.9759057852335118,0.9789373091142369,0.9732324270768379,121.51527404785156,121.7699966430664,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,0.9449638157072339,0.9333155436233473,0.9458449419088967,0.9345638182085132,0.9297762624868939,0.9441899713353504,0.929238506881339,0.9446658539431996,0.9453417392325101,0.9307528219929534,0.9475112653974698,0.9328758202753374,0.9318372107995957,0.9470124538858533,0.9323914235811278,0.9482826109200875,0.026061980932343,0.02606198093234302,0.030526632461091996,0.0012883999632968823,0.0007942744263850221,0.02829430669671751,0.0010413371948409522,0.027252969501876556,0.027252969501876546,-10.181912422180176,-18.687772750854492,8.505860328674316,-18.628620147705078,-12.184772491455078,-6.44384765625,-9.919661521911621,-19.336410522460938,9.416749000549316,-19.17799949645996,-12.668233871459961,-6.509765625,14.949707984924316,15.926514625549316,15.438111305236816,-0.4224853515625,-0.4884033203125,True,True,8.505860328674316,-6.44384765625
22,5,Boston,Denver,The story is set in Boston during the winter. The main character wakes up early and looks out of the,The story is set in Denver during the winter. The main character wakes up early and looks out of the,21,16,0.9950423686453324,primary,story,tale,The tale is set in Boston during the winter. The main character wakes up early and looks out of the,The tale is set in Denver during the winter. The main character wakes up early and looks out of the,16,15,20,1,city,,0.9950423686453325,0.9970692583507903,0.996791515415773,0.9951623521336768,0.9946479551625206,0.9901751816877364,122.52281188964844,117.99822235107422,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,0.9393828167812625,0.9370919373012592,0.9445566084538541,0.9430346385824583,0.933304924048409,0.934871601656695,0.9339844995105162,0.9331595308658113,0.9404050135929436,0.9339658897048717,0.9498387412608207,0.9476357199729407,0.9375447785245681,0.9352920276192094,0.9425433811269399,0.941057273228475,0.0038575570882892,0.0038575570882892762,0.0007169133894150415,0.004259935995285402,0.00747731640014937,0.002287235238852159,0.005868626197717386,-0.003581390958865227,-0.0035813909588652652,-18.59202766418457,-19.55101203918457,0.958984375,-18.31606674194336,-18.27700424194336,-0.0390625,-19.3802547454834,-20.3958797454834,1.015625,-18.712766647338867,-18.909543991088867,0.19677734375,0.998046875,0.81884765625,0.908447265625,-0.146240234375,0.089599609375,True,False,0.958984375,-0.0390625
23,5,Sydney,Dublin,The story is set in Sydney during the winter. The main character wakes up early and looks out of the,The story is set in Dublin during the winter. The main character wakes up early and looks out of the,21,16,0.9816807808549384,primary,story,tale,The tale is set in Sydney during the winter. The main character wakes up early and looks out of the,The tale is set in Dublin during the winter. The main character wakes up early and looks out of the,16,15,20,1,city,,0.9816807808549385,0.9970304816427349,0.9976893828863029,0.9849327701570727,0.9834198184266169,0.9792176618654554,120.26360321044922,122.58350372314453,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,0.9366093709637864,0.94661853853541,0.9458190531324882,0.9426833406843507,0.9200227563025084,0.9487236726508904,0.9348027493543676,0.9382100249221917,0.9372704592616253,0.9475794462581607,0.9509073697022637,0.9477718273321144,0.9254797713390653,0.9511245089631006,0.9425114387354537,0.9453697470556578,0.0186917487767583,0.018691748776758388,0.005993850690353408,0.004427228271936645,0.004758885821255832,0.012342799733555898,0.004593057046596238,0.00774974268695966,0.007749742686959616,-17.944828033447266,-15.698735237121582,-2.2460927963256836,-18.37300682067871,-12.009724617004395,-6.363282203674316,-18.382280349731445,-15.915483474731445,-2.466796875,-19.01169776916504,-13.374979019165039,-5.63671875,4.117189407348633,3.169921875,3.6435556411743164,-0.2529296875,0.4736337661743164,False,False,-2.2460927963256836,-6.363282203674316
24,6,asthma,diabetes,The patient was diagnosed with asthma last year. The doctor explained the treatment plan and asked the family to,The patient was diagnosed with diabetes last year. The doctor explained the treatment plan and asked the family to,20,15,0.9891701155793045,primary,was,got,The patient got diagnosed with asthma last year. The doctor explained the treatment plan and asked the family to,The patient got diagnosed with diabetes last year. The doctor explained the treatment plan and asked the family to,15,14,18,1,illness,,0.9891701155793045,0.9766659045868288,0.9669534557444359,0.9904714329859876,0.9724674569981954,0.9556312874625884,122.40042114257812,121.14959716796875,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,0.9306942766749576,0.9309354915997766,0.9180059184841477,0.9158934688243445,0.925262289202798,0.9324042643583812,0.9043486223690611,0.9076939494847994,0.9185552424202013,0.9146174208648685,0.9193984581059909,0.9198067089496013,0.921208198894293,0.9217568486256891,0.9159121928518791,0.9227461493901954,0.0069007602307642,0.006900760230764247,0.006425705694705908,0.013531573876599534,0.02569961563808809,0.006663232962735077,0.019615594757343813,-0.012952361794608735,-0.01295236179460876,-17.1540470123291,-15.091547012329102,-2.0625,-16.92525291442871,-14.112752914428711,-2.8125,-17.416336059570312,-14.760085105895996,-2.6562509536743164,-17.549848556518555,-13.721722602844238,-3.8281259536743164,0.75,1.171875,0.9609375,0.8046884536743164,-0.2109375,False,False,-2.0625,-2.8125
25,6,cancer,arthritis,The patient was diagnosed with cancer last year. The doctor explained the treatment plan and asked the family to,The patient was diagnosed with arthritis last year. The doctor explained the treatment plan and asked the family to,20,15,0.9542524383140076,primary,was,got,The patient got diagnosed with cancer last year. The doctor explained the treatment plan and asked the family to,The patient got diagnosed with arthritis last year. The doctor explained the treatment plan and asked the family to,15,14,18,1,illness,,0.9542524383140075,0.9753111552743919,0.963899506545269,0.936666471721431,0.8890361948019135,0.9599109169832728,118.68457794189453,111.46170806884766,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,0.9192023180036769,0.8883350351763916,0.9126184007356536,0.8899637679265107,0.8963051178960154,0.9239575069316976,0.8976206677020432,0.9199876584324773,0.9046934251285789,0.888494859006296,0.9103464548821045,0.8920446837430224,0.8260844269676232,0.8689392725353688,0.8375436936677296,0.8667726281920056,0.0585196718629675,0.05851967186296758,0.04753070566335815,0.012236947021548983,0.0018032041558571077,0.05302518876316287,0.007020075588703045,0.04600511317445982,0.04600511317445978,-12.065216064453125,-18.112091064453125,6.046875,-14.003952026367188,-17.628952026367188,3.625,-12.448243141174316,-17.0419921875,4.593749046325684,-14.496387481689453,-16.590137481689453,2.09375,2.421875,2.4999990463256836,2.460937023162842,1.4921879768371582,-0.0390620231628418,False,False,6.046875,3.625
26,6,malaria,pneumonia,The patient was diagnosed with malaria last year. The doctor explained the treatment plan and asked the family to,The patient was diagnosed with pneumonia last year. The doctor explained the treatment plan and asked the family to,20,15,0.9891751107929418,primary,was,got,The patient got diagnosed with malaria last year. The doctor explained the treatment plan and asked the family to,The patient got diagnosed with pneumonia last year. The doctor explained the treatment plan and asked the family to,15,14,18,1,illness,,0.9891751107929418,0.9642769731594216,0.9630046553497297,0.9862552412283001,0.9664037956267735,0.9430871139039965,114.22493743896484,118.51738739013672,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,0.9224517288747419,0.9270497370416466,0.9037928996254739,0.9066326586914398,0.9218557617678332,0.9350403684351146,0.8968827456196854,0.9037077819492249,0.8923037859189723,0.88731621794291,0.8942061426853757,0.8911225832254267,0.9068687035055673,0.9081677157344239,0.9032601518032423,0.9044688865493795,0.0085865985003766,0.008586598500376685,0.0042922942060862335,0.020561186015671362,0.027633757300845385,0.006439446353231459,0.024097471658258374,-0.017658025305026914,-0.017658025305026956,-14.644733428955078,-14.113483428955078,-0.53125,-15.69127082824707,-14.22252082824707,-1.46875,-13.526826858520508,-15.308076858520508,1.78125,-14.675559043884277,-15.238059043884277,0.5625,0.9375,1.21875,1.078125,-2.171875,-0.140625,False,False,-0.53125,-1.46875
27,6,measles,influenza,The patient was diagnosed with measles last year. The doctor explained the treatment plan and asked the family to,The patient was diagnosed with influenza last year. The doctor explained the treatment plan and asked the family to,20,15,0.983486160606969,primary,was,got,The patient got diagnosed with measles last year. The doctor explained the treatment plan and asked the family to,The patient got diagnosed with influenza last year. The doctor explained the treatment plan and asked the family to,15,14,18,1,illness,,0.983486160606969,0.914171394456525,0.9525666447864699,0.9667032055019671,0.9359908140672446,0.9008143000639762,103.974609375,110.88249206542969,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,0.9152915282244738,0.9153825744370497,0.9026958820933801,0.9080042542026985,0.9151039978996632,0.9201847478282276,0.8975758392535531,0.9085562878369418,0.8424573770734396,0.8411016809251681,0.8535915335625249,0.8494301809030766,0.8763644392513192,0.8804374111801032,0.879099695348961,0.8825783865628964,0.0049897037159883,0.004989703715988392,0.007640043873383684,0.023729802620178986,0.013769435374079042,0.006314873794686038,0.018749618997129014,-0.012434745202442976,-0.012434745202443021,-15.709898948669434,-15.022398948669434,-0.6875,-16.159095764160156,-15.002845764160156,-1.15625,-16.387502670288086,-13.543752670288086,-2.84375,-16.894962310791016,-14.0199613571167,-2.8750009536743164,0.46875,0.031250953674316406,0.2500004768371582,1.9375004768371582,0.2187495231628418,False,False,-0.6875,-1.15625
28,7,teacher,plumber,He has worked as a teacher for twenty years. Every morning he leaves the house before sunrise and drives to the,He has worked as a plumber for twenty years. Every morning he leaves the house before sunrise and drives to the,22,17,0.8214886508987689,primary,worked,served,He has served as a teacher for twenty years. Every morning he leaves the house before sunrise and drives to the,He has served as a plumber for twenty years. Every morning he leaves the house before sunrise and drives to the,17,16,20,1,profession,,0.8214886508987689,0.989433436722514,0.9848924069412164,0.8569713515344596,0.8407474793633888,0.8314867225254552,111.9119873046875,105.51459503173828,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,0.8891660475859859,0.8415267220060304,0.8970915082459516,0.822571121337885,0.7845932479150226,0.8547533152984411,0.7942942137965935,0.848678784366437,0.8917300865474027,0.8599246239446857,0.9017798652855011,0.8432793619590768,0.8092011565673938,0.8783884279952161,0.8205944463874236,0.8759309394100574,0.117799392963374,0.11779939296337405,0.11383699634905808,0.0021243180781327364,0.003617042346845456,0.11581819465621607,0.0028706802124890962,0.11294751444372697,0.11294751444372694,-14.60634994506836,-21.02822494506836,6.421875,-17.68027687072754,-16.91465187072754,-0.765625,-15.178791999816895,-20.631916046142578,5.453124046325684,-18.65424919128418,-17.73237419128418,-0.921875,7.1875,6.374999046325684,6.781249523162842,0.5625004768371582,0.4062504768371582,True,True,6.421875,-0.765625
29,7,lawyer,farmer,He has worked as a lawyer for twenty years. Every morning he leaves the house before sunrise and drives to the,He has worked as a farmer for twenty years. Every morning he leaves the house before sunrise and drives to the,22,17,0.879212890466964,primary,worked,served,He has served as a lawyer for twenty years. Every morning he leaves the house before sunrise and drives to the,He has served as a farmer for twenty years. Every morning he leaves the house before sunrise and drives to the,17,16,20,1,profession,,0.879212890466964,0.9879231698420977,0.988201857494426,0.8934624339655679,0.8797665391416124,0.8851392785928937,110.5367660522461,110.94075775146484,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,0.9042079468640274,0.8578650934161197,0.8980906850589141,0.8667284578815951,0.8711954869219102,0.9086058873605275,0.8686797150212964,0.9137765477801808,0.9137625879495102,0.8753954817181718,0.9161094857289341,0.8845038055578532,0.8710513395214384,0.9125835611035259,0.8761195967153045,0.9215531754536296,0.0837532538865249,0.08375325388652499,0.077039258909406,0.008464159584537279,0.003798953930450377,0.0803962563979655,0.006131556757493828,0.07426469964047167,0.07426469964047161,-18.960147857666016,-19.022647857666016,0.0625,-20.661975860595703,-17.255725860595703,-3.40625,-18.393096923828125,-18.580596923828125,0.1875,-20.281192779541016,-17.187442779541016,-3.09375,3.46875,3.28125,3.375,-0.21875,0.09375,True,True,0.0625,-3.40625
