stim_idx,doc_idx,n_claims,cos_z,cos_z_joined,cost_snippet_in_z_s2,cost_prev_in_z_s2,snippet_n_words,snippet_is_final_token_claim,z_rot,z_rev,z_rot_minus_snippet,z_rot_minus_newlast,z_rev_minus_snippet,error,cos_z_rot,cos_z_rev,cos_z_rot_minus_snippet,cos_z_rot_minus_newlast,cos_z_rev_minus_snippet,cost_snippet_in_z_rot,cost_snippet_in_z_rev,cost_newlast_in_z_rot,cost_snippet_in_z_joined,diff_rot_minus_z,diff_rot_minus_zjoined,diff_rev_minus_z,diff_newlast_minus_prev
73,104,6,0.8158129468330602,0.7565127847207189,0.073267758179877,0.0727099841922785,31,False,"And the second paragraph discusses the history and goals of AI...""), strongly expecting ""The third claim is:"" or ""This passage has been used to argue..."" or similar continuation about the data. Structured wiki format with numbered definitions and claims about ""Artificial Intelligence,"" presenting factual claims about the concept's history and characteristics. The sentence ""The passage states that AI is a positive trait for humanity and its growth... The passage also mentions some historical context about the term 'AI' and its usage patterns."" suggests a concluding clause or list continuation expected, likely another claim or summary about the passage's content. Final token "" "" closes a numbered claim mid-sentence (""The passage states...","And the second paragraph discusses the history and goals of AI...""), strongly expecting ""The third claim is:"" or ""This passage has been used to argue..."" or similar continuation about the data. "" closes a numbered claim mid-sentence (""The passage states... Final token "" The passage also mentions some historical context about the term 'AI' and its usage patterns."" suggests a concluding clause or list continuation expected, likely another claim or summary about the passage's content. The sentence ""The passage states that AI is a positive trait for humanity and its growth... Structured wiki format with numbered definitions and claims about ""Artificial Intelligence,"" presenting factual claims about the concept's history and characteristics.","Structured wiki format with numbered definitions and claims about ""Artificial Intelligence,"" presenting factual claims about the concept's history and characteristics. The sentence ""The passage states that AI is a positive trait for humanity and its growth... The passage also mentions some historical context about the term 'AI' and its usage patterns."" suggests a concluding clause or list continuation expected, likely another claim or summary about the passage's content. Final token "" "" closes a numbered claim mid-sentence (""The passage states...","And the second paragraph discusses the history and goals of AI...""), strongly expecting ""The third claim is:"" or ""This passage has been used to argue..."" or similar continuation about the data. Structured wiki format with numbered definitions and claims about ""Artificial Intelligence,"" presenting factual claims about the concept's history and characteristics. The sentence ""The passage states that AI is a positive trait for humanity and its growth... The passage also mentions some historical context about the term 'AI' and its usage patterns."" suggests a concluding clause or list continuation expected, likely another claim or summary about the passage's content. Final token """,""" closes a numbered claim mid-sentence (""The passage states... Final token "" The passage also mentions some historical context about the term 'AI' and its usage patterns."" suggests a concluding clause or list continuation expected, likely another claim or summary about the passage's content. The sentence ""The passage states that AI is a positive trait for humanity and its growth... Structured wiki format with numbered definitions and claims about ""Artificial Intelligence,"" presenting factual claims about the concept's history and characteristics.",,0.745266124075856,0.7590894264920551,0.7425451886531831,0.7435874427881319,0.7616873235695624,0.002720935422672932,-0.0025978970775072385,0.001678681287724082,0.013967596067535837,-0.07054682275720407,-0.011246660644862905,-0.07586565525738424,-0.07103130290455442
74,115,3,0.938456135038686,0.9384793195100748,0.0618945956313559,0.0117673054305056,44,True,"Final token ""with"" ends an incomplete phrase (""met with""), part of a reception clause listing accolades (""The album received mixed reviews that met with""), strongly expecting a noun like ""positive critical acclaim"" or ""wide critical praise"" or ""a generally favorable reception and commercial success."" British music article format with Wikipedia-style entry structure detailing an album by Scottish rock band Feeder, listing discography and chart performance. The sentence ""The album was released in 2001 and received mixed reviews upon its release, which was met with"" implies a concluding clause about critical reception or accolades, following the pattern ""The album received generally positive reception.""","Final token ""with"" ends an incomplete phrase (""met with""), part of a reception clause listing accolades (""The album received mixed reviews that met with""), strongly expecting a noun like ""positive critical acclaim"" or ""wide critical praise"" or ""a generally favorable reception and commercial success."" The sentence ""The album was released in 2001 and received mixed reviews upon its release, which was met with"" implies a concluding clause about critical reception or accolades, following the pattern ""The album received generally positive reception."" British music article format with Wikipedia-style entry structure detailing an album by Scottish rock band Feeder, listing discography and chart performance.","British music article format with Wikipedia-style entry structure detailing an album by Scottish rock band Feeder, listing discography and chart performance. The sentence ""The album was released in 2001 and received mixed reviews upon its release, which was met with"" implies a concluding clause about critical reception or accolades, following the pattern ""The album received generally positive reception.""","Final token ""with"" ends an incomplete phrase (""met with""), part of a reception clause listing accolades (""The album received mixed reviews that met with""), strongly expecting a noun like ""positive critical acclaim"" or ""wide critical praise"" or ""a generally favorable reception and commercial success."" British music article format with Wikipedia-style entry structure detailing an album by Scottish rock band Feeder, listing discography and chart performance.","The sentence ""The album was released in 2001 and received mixed reviews upon its release, which was met with"" implies a concluding clause about critical reception or accolades, following the pattern ""The album received generally positive reception."" British music article format with Wikipedia-style entry structure detailing an album by Scottish rock band Feeder, listing discography and chart performance.",,0.9295068366262965,0.9277045824832999,0.87656153940733,0.9225305957986757,0.8684309592157419,0.05294529721896657,0.05927362326755803,0.006976240827620828,0.061917780102744846,-0.008949298412389332,-0.008972482883778277,-0.002620972363797873,-0.004791064602884773
75,129,3,0.7981617598261463,0.8024470308723225,0.0579048946890748,0.0021328310062663,32,True,"Final token ""Tremble"" is mid-word (""Plamble""), part of a quoted Haitian Creole phrase (""Mòbl ble""), immediately expecting ""mè"" or ""mèt"" (earthquake) or ""yò"" completing the compound noun describing the earthquake or shaking. Trilingual (English/Creole) language format with a search result or dictionary entry structure, presenting a Haitian phrase about earthquake. The phrase ""Lòt la: Temblble"" mirrors a Haitian Creole word (""Tremble""), suggesting a compound noun or historical term describing Haiti's earthquake or seismic event, likely a proper noun or similar phrase.","Final token ""Tremble"" is mid-word (""Plamble""), part of a quoted Haitian Creole phrase (""Mòbl ble""), immediately expecting ""mè"" or ""mèt"" (earthquake) or ""yò"" completing the compound noun describing the earthquake or shaking. The phrase ""Lòt la: Temblble"" mirrors a Haitian Creole word (""Tremble""), suggesting a compound noun or historical term describing Haiti's earthquake or seismic event, likely a proper noun or similar phrase. Trilingual (English/Creole) language format with a search result or dictionary entry structure, presenting a Haitian phrase about earthquake.","Trilingual (English/Creole) language format with a search result or dictionary entry structure, presenting a Haitian phrase about earthquake. The phrase ""Lòt la: Temblble"" mirrors a Haitian Creole word (""Tremble""), suggesting a compound noun or historical term describing Haiti's earthquake or seismic event, likely a proper noun or similar phrase.","Final token ""Tremble"" is mid-word (""Plamble""), part of a quoted Haitian Creole phrase (""Mòbl ble""), immediately expecting ""mè"" or ""mèt"" (earthquake) or ""yò"" completing the compound noun describing the earthquake or shaking. Trilingual (English/Creole) language format with a search result or dictionary entry structure, presenting a Haitian phrase about earthquake.","The phrase ""Lòt la: Temblble"" mirrors a Haitian Creole word (""Tremble""), suggesting a compound noun or historical term describing Haiti's earthquake or seismic event, likely a proper noun or similar phrase. Trilingual (English/Creole) language format with a search result or dictionary entry structure, presenting a Haitian phrase about earthquake.",,0.8126882515864727,0.8114615186683644,0.7402568651370715,0.7755914791749747,0.7054972387164797,0.07243138644940128,0.10596427995188462,0.037096772411498,0.062190165735251046,0.014526491760326478,0.010241220714150234,0.04805938526280982,0.0349639414052317
76,622,3,0.8165510187590126,0.8162346448007387,0.0927527000807547,0.0177861188305631,40,True,"Final token ""from"" ends an incomplete phrase (""preventing it from""), part of the standard astronomical definition clause (""The star's gravity prevents it from collapsing""), immediately requiring a noun like ""collapsing"" or ""completely collapsing"" or ""disintegrating,"" continuing the gravitational mechanics description. Wikipedia article format with structured encyclopedia entry on stellar evolution, following a consistent pattern of defining and explaining the main characteristics of a white dwarf. The sentence ""The gravitational force of a white dwarf is balanced by electron degeneracy pressure, preventing it from"" is a standard physics definition clause completing the stellar structure description, directly invoking the gravitational collapse mechanism of a star.","Final token ""from"" ends an incomplete phrase (""preventing it from""), part of the standard astronomical definition clause (""The star's gravity prevents it from collapsing""), immediately requiring a noun like ""collapsing"" or ""completely collapsing"" or ""disintegrating,"" continuing the gravitational mechanics description. The sentence ""The gravitational force of a white dwarf is balanced by electron degeneracy pressure, preventing it from"" is a standard physics definition clause completing the stellar structure description, directly invoking the gravitational collapse mechanism of a star. Wikipedia article format with structured encyclopedia entry on stellar evolution, following a consistent pattern of defining and explaining the main characteristics of a white dwarf.","Wikipedia article format with structured encyclopedia entry on stellar evolution, following a consistent pattern of defining and explaining the main characteristics of a white dwarf. The sentence ""The gravitational force of a white dwarf is balanced by electron degeneracy pressure, preventing it from"" is a standard physics definition clause completing the stellar structure description, directly invoking the gravitational collapse mechanism of a star.","Final token ""from"" ends an incomplete phrase (""preventing it from""), part of the standard astronomical definition clause (""The star's gravity prevents it from collapsing""), immediately requiring a noun like ""collapsing"" or ""completely collapsing"" or ""disintegrating,"" continuing the gravitational mechanics description. Wikipedia article format with structured encyclopedia entry on stellar evolution, following a consistent pattern of defining and explaining the main characteristics of a white dwarf.","The sentence ""The gravitational force of a white dwarf is balanced by electron degeneracy pressure, preventing it from"" is a standard physics definition clause completing the stellar structure description, directly invoking the gravitational collapse mechanism of a star. Wikipedia article format with structured encyclopedia entry on stellar evolution, following a consistent pattern of defining and explaining the main characteristics of a white dwarf.",,0.7928102729845568,0.789472640012662,0.7237983186782578,0.7756110040050954,0.7090084580823202,0.06901195430629892,0.08046418193034188,0.017199268979461335,0.09243632612248087,-0.023740745774455785,-0.023424371816181955,-0.01228851815041282,-0.0005868498511017659
77,169,3,0.8530178711007769,0.8525374704248677,0.2468636625409505,0.0033047748514438,46,True,"Final token ""ores"" ends mid-clause (""in most copper ore ores""), part of an incomplete noun phrase listing sources (""Almost all found in most copper ore ores""), expecting continuation like ""and"" or ""so it is commonly associated"" or ""and other minerals,"" or ""and thus is often impure."" Wiki-style scientific article format with technical definitions and properties of silver, listing chemical characteristics and behavior of the element. The sentence ""The metal is often found in high concentrations in most uranium ores"" appears to introduce a clause about silver's natural occurrence or mining context, likely continuing with a claim about its rarity or difficulty of extraction from ore samples, possibly referencing the original definition's context.","Final token ""ores"" ends mid-clause (""in most copper ore ores""), part of an incomplete noun phrase listing sources (""Almost all found in most copper ore ores""), expecting continuation like ""and"" or ""so it is commonly associated"" or ""and other minerals,"" or ""and thus is often impure."" The sentence ""The metal is often found in high concentrations in most uranium ores"" appears to introduce a clause about silver's natural occurrence or mining context, likely continuing with a claim about its rarity or difficulty of extraction from ore samples, possibly referencing the original definition's context. Wiki-style scientific article format with technical definitions and properties of silver, listing chemical characteristics and behavior of the element.","Wiki-style scientific article format with technical definitions and properties of silver, listing chemical characteristics and behavior of the element. The sentence ""The metal is often found in high concentrations in most uranium ores"" appears to introduce a clause about silver's natural occurrence or mining context, likely continuing with a claim about its rarity or difficulty of extraction from ore samples, possibly referencing the original definition's context.","Final token ""ores"" ends mid-clause (""in most copper ore ores""), part of an incomplete noun phrase listing sources (""Almost all found in most copper ore ores""), expecting continuation like ""and"" or ""so it is commonly associated"" or ""and other minerals,"" or ""and thus is often impure."" Wiki-style scientific article format with technical definitions and properties of silver, listing chemical characteristics and behavior of the element.","The sentence ""The metal is often found in high concentrations in most uranium ores"" appears to introduce a clause about silver's natural occurrence or mining context, likely continuing with a claim about its rarity or difficulty of extraction from ore samples, possibly referencing the original definition's context. Wiki-style scientific article format with technical definitions and properties of silver, listing chemical characteristics and behavior of the element.",,0.8313386971337936,0.8284442448713762,0.6061542085598264,0.8350733131802459,0.582934062407559,0.22518448857396722,0.24551018246381728,-0.0037346160464523104,0.24638326186504134,-0.021679173966983267,-0.021198773291074113,-0.0013534800771332067,-0.00703939089789611
78,87,3,0.7967841481608959,0.7986581815957496,0.0742050879514288,0.0206388176990013,49,True,"Final token "" = "" closes a header label (""= Plot =""), part of a section structure pattern (""== Summary =""), immediately expecting continuation like ""s"" or "" The following"" or "" ""The character's goal is..."" or "" ""The following is the defined structure:"" completing the defined section header. Wiki-style format with numbered bullet points listing plot elements from a TV show, establishing a structured metadata template with ""Summary"" section header. The phrase "" == Plot : = The story begins"" signals a second section header (""=Definition of the concept= ""), strongly implying the next tokens continue with the defined plot summary or numbered list of story elements.","Final token "" = "" closes a header label (""= Plot =""), part of a section structure pattern (""== Summary =""), immediately expecting continuation like ""s"" or "" The following"" or "" ""The character's goal is..."" or "" ""The following is the defined structure:"" completing the defined section header. The phrase "" == Plot : = The story begins"" signals a second section header (""=Definition of the concept= ""), strongly implying the next tokens continue with the defined plot summary or numbered list of story elements. Wiki-style format with numbered bullet points listing plot elements from a TV show, establishing a structured metadata template with ""Summary"" section header.","Wiki-style format with numbered bullet points listing plot elements from a TV show, establishing a structured metadata template with ""Summary"" section header. The phrase "" == Plot : = The story begins"" signals a second section header (""=Definition of the concept= ""), strongly implying the next tokens continue with the defined plot summary or numbered list of story elements.","Final token "" = "" closes a header label (""= Plot =""), part of a section structure pattern (""== Summary =""), immediately expecting continuation like ""s"" or "" The following"" or "" ""The character's goal is..."" or "" ""The following is the defined structure:"" completing the defined section header. Wiki-style format with numbered bullet points listing plot elements from a TV show, establishing a structured metadata template with ""Summary"" section header.","The phrase "" == Plot : = The story begins"" signals a second section header (""=Definition of the concept= ""), strongly implying the next tokens continue with the defined plot summary or numbered list of story elements. Wiki-style format with numbered bullet points listing plot elements from a TV show, establishing a structured metadata template with ""Summary"" section header.",,0.763523263309365,0.7566010733142275,0.722579060209467,0.7367949648511342,0.6764224425896216,0.04094420309989799,0.08017863072460596,0.02672829845823088,0.07607912138628259,-0.03326088485153081,-0.0351349182863846,0.0059735427731771595,0.00608948075922958
79,60,3,0.8839908756785633,0.8829431992602728,0.0156692007740945,0.0156168469094841,40,True,"Final token ""as"" ends an incomplete noun phrase (""also known as""), part of a name attribution clause (""known as Darren Aronofsky, also known as""), strongly expecting ""DA"" or ""Arno"" or ""Aronofsky"" or ""DAF"" to complete the nickname or abbreviated identity. Biographical filmography format with descriptive prose establishing a celebrity's career details, suggesting a Wikipedia-style entry about David Cronenberg. The phrase ""Canadian filmmaker known as Darren Aronofsky, also known as"" mirrors a name abbreviation pattern, implying a nickname or dual identity is being introduced, directly referencing the film industry's shortened name ""Arnon.""","Final token ""as"" ends an incomplete noun phrase (""also known as""), part of a name attribution clause (""known as Darren Aronofsky, also known as""), strongly expecting ""DA"" or ""Arno"" or ""Aronofsky"" or ""DAF"" to complete the nickname or abbreviated identity. The phrase ""Canadian filmmaker known as Darren Aronofsky, also known as"" mirrors a name abbreviation pattern, implying a nickname or dual identity is being introduced, directly referencing the film industry's shortened name ""Arnon."" Biographical filmography format with descriptive prose establishing a celebrity's career details, suggesting a Wikipedia-style entry about David Cronenberg.","Biographical filmography format with descriptive prose establishing a celebrity's career details, suggesting a Wikipedia-style entry about David Cronenberg. The phrase ""Canadian filmmaker known as Darren Aronofsky, also known as"" mirrors a name abbreviation pattern, implying a nickname or dual identity is being introduced, directly referencing the film industry's shortened name ""Arnon.""","Final token ""as"" ends an incomplete noun phrase (""also known as""), part of a name attribution clause (""known as Darren Aronofsky, also known as""), strongly expecting ""DA"" or ""Arno"" or ""Aronofsky"" or ""DAF"" to complete the nickname or abbreviated identity. Biographical filmography format with descriptive prose establishing a celebrity's career details, suggesting a Wikipedia-style entry about David Cronenberg.","The phrase ""Canadian filmmaker known as Darren Aronofsky, also known as"" mirrors a name abbreviation pattern, implying a nickname or dual identity is being introduced, directly referencing the film industry's shortened name ""Arnon."" Biographical filmography format with descriptive prose establishing a celebrity's career details, suggesting a Wikipedia-style entry about David Cronenberg.",,0.8783723053505242,0.8710452517518315,0.8683216749044688,0.864602977867287,0.8480437744733578,0.010050630446055475,0.02300147727847368,0.013769327483237226,0.014621524355803994,-0.005618570328039026,-0.004570893909748519,0.0073322765043791795,-0.0018475194262468735
80,528,3,0.9421320718734908,0.9389547379931952,0.0888774513775846,0.0082280164908643,41,True,"Final token ""Av"" is a truncated word mid-sentence (""in the village of Av""), part of a specific example list item describing a location (""During the siege of Av...""), strongly expecting completion like ""ignon"" or ""ille,"" or ""Armentières,"" or ""two neighboring areas."" Historical article format with structured biographical context about French Revolution, presenting a scholarly account with numbered points about Napoleon's political actions and military history. The sentence ""The Pope also sent troops from Rome to support the Carbonari in the village of Av"" appears to be listing a specific location or event, likely a place name or military campaign detail about the rebellion's advance.","Final token ""Av"" is a truncated word mid-sentence (""in the village of Av""), part of a specific example list item describing a location (""During the siege of Av...""), strongly expecting completion like ""ignon"" or ""ille,"" or ""Armentières,"" or ""two neighboring areas."" The sentence ""The Pope also sent troops from Rome to support the Carbonari in the village of Av"" appears to be listing a specific location or event, likely a place name or military campaign detail about the rebellion's advance. Historical article format with structured biographical context about French Revolution, presenting a scholarly account with numbered points about Napoleon's political actions and military history.","Historical article format with structured biographical context about French Revolution, presenting a scholarly account with numbered points about Napoleon's political actions and military history. The sentence ""The Pope also sent troops from Rome to support the Carbonari in the village of Av"" appears to be listing a specific location or event, likely a place name or military campaign detail about the rebellion's advance.","Final token ""Av"" is a truncated word mid-sentence (""in the village of Av""), part of a specific example list item describing a location (""During the siege of Av...""), strongly expecting completion like ""ignon"" or ""ille,"" or ""Armentières,"" or ""two neighboring areas."" Historical article format with structured biographical context about French Revolution, presenting a scholarly account with numbered points about Napoleon's political actions and military history.","The sentence ""The Pope also sent troops from Rome to support the Carbonari in the village of Av"" appears to be listing a specific location or event, likely a place name or military campaign detail about the rebellion's advance. Historical article format with structured biographical context about French Revolution, presenting a scholarly account with numbered points about Napoleon's political actions and military history.",,0.9294176862715271,0.9235439885466525,0.8532546204959063,0.9102956895738046,0.7945004290669382,0.07616306577562082,0.12904355947971435,0.01912199669772252,0.0857001174972889,-0.012714385601963779,-0.009537051721668077,0.040166108102129755,0.01089398020685822
81,149,3,0.6792819898977669,0.6836425693375059,0.2783864991318288,0.0114004522820173,39,True,"Final token "" @ "" is mid-specification term (""XY @""), part of an incomplete quoted technical phrase (""the 'HSI and the YHIS...""), expecting continuation like "" -1"" or "" -12"" or ""s product numbers"" to complete the parenthetical clause. Product description format with structured metadata and image caption, showing a vehicle spec with bolded attributes like ""Star Wars"" and ""Speed"" context. The phrase ""The title 'BMW M3 2005' is a truncated version of the model name, with the text listing 'all except the X @Y' suggesting a parenthetical technical specification about the 'X' series.""","Final token "" @ "" is mid-specification term (""XY @""), part of an incomplete quoted technical phrase (""the 'HSI and the YHIS...""), expecting continuation like "" -1"" or "" -12"" or ""s product numbers"" to complete the parenthetical clause. The phrase ""The title 'BMW M3 2005' is a truncated version of the model name, with the text listing 'all except the X @Y' suggesting a parenthetical technical specification about the 'X' series."" Product description format with structured metadata and image caption, showing a vehicle spec with bolded attributes like ""Star Wars"" and ""Speed"" context.","Product description format with structured metadata and image caption, showing a vehicle spec with bolded attributes like ""Star Wars"" and ""Speed"" context. The phrase ""The title 'BMW M3 2005' is a truncated version of the model name, with the text listing 'all except the X @Y' suggesting a parenthetical technical specification about the 'X' series.""","Final token "" @ "" is mid-specification term (""XY @""), part of an incomplete quoted technical phrase (""the 'HSI and the YHIS...""), expecting continuation like "" -1"" or "" -12"" or ""s product numbers"" to complete the parenthetical clause. Product description format with structured metadata and image caption, showing a vehicle spec with bolded attributes like ""Star Wars"" and ""Speed"" context.","The phrase ""The title 'BMW M3 2005' is a truncated version of the model name, with the text listing 'all except the X @Y' suggesting a parenthetical technical specification about the 'X' series."" Product description format with structured metadata and image caption, showing a vehicle spec with bolded attributes like ""Star Wars"" and ""Speed"" context.",,0.7188775056074878,0.6890305725590897,0.4008954907659381,0.6676753693942187,0.4466717141174274,0.31798201484154964,0.24235885844166233,0.05120213621326908,0.2827470785715678,0.03959551570972086,0.035234936269981865,-0.03602764069016645,0.039801683931251775
82,207,3,0.8091214132469876,0.8073086595832638,0.0240876749275406,0.0106357418989729,44,True,"Final token ""in"" ends an incomplete unit expression (""6 in""), part of a parenthetical measurement specification (""length: 15 cm (6 in""), immediately expecting "" )"" or "" ) in diameter"" or "" a)"" to close the size comparison, likely continuing the bird's physical description. Wikipedia article format with structured biological description of a plant species, listing characteristics and measurements with parenthetical details. The measurement value ""Height: 15 cm (6 in"" is mid-sentence with a numeric comparison (""length: 15 cm (6 in""), suggesting a second unit or closing parenthesis completing the size description of the bird's dimensions.","Final token ""in"" ends an incomplete unit expression (""6 in""), part of a parenthetical measurement specification (""length: 15 cm (6 in""), immediately expecting "" )"" or "" ) in diameter"" or "" a)"" to close the size comparison, likely continuing the bird's physical description. The measurement value ""Height: 15 cm (6 in"" is mid-sentence with a numeric comparison (""length: 15 cm (6 in""), suggesting a second unit or closing parenthesis completing the size description of the bird's dimensions. Wikipedia article format with structured biological description of a plant species, listing characteristics and measurements with parenthetical details.","Wikipedia article format with structured biological description of a plant species, listing characteristics and measurements with parenthetical details. The measurement value ""Height: 15 cm (6 in"" is mid-sentence with a numeric comparison (""length: 15 cm (6 in""), suggesting a second unit or closing parenthesis completing the size description of the bird's dimensions.","Final token ""in"" ends an incomplete unit expression (""6 in""), part of a parenthetical measurement specification (""length: 15 cm (6 in""), immediately expecting "" )"" or "" ) in diameter"" or "" a)"" to close the size comparison, likely continuing the bird's physical description. Wikipedia article format with structured biological description of a plant species, listing characteristics and measurements with parenthetical details.","The measurement value ""Height: 15 cm (6 in"" is mid-sentence with a numeric comparison (""length: 15 cm (6 in""), suggesting a second unit or closing parenthesis completing the size description of the bird's dimensions. Wikipedia article format with structured biological description of a plant species, listing characteristics and measurements with parenthetical details.",,0.7969334956198069,0.7904078325476499,0.785033738319447,0.7953816542558397,0.7791206939364308,0.011899757300359859,0.011287138611219105,0.0015518413639671325,0.022274921263816805,-0.012187917627180741,-0.010375163963456946,-0.012800536316321495,-0.009083900535005768
83,497,3,0.9288348398295974,0.929746003071226,0.0609401945387427,0.0083650460126438,44,True,"Final token ""served"" ends an incomplete clause (""During that tour, the unit served""), part of a chronological accomplishments list pattern (""The 1991 unit served...""), strongly expecting a noun phrase like ""as a forward combat unit"" or ""in the Gulf War's logistical support"" or similar. Historical military biography format with military historian detailing combat service of an American soldier during Vietnam War, listing sequential tours and unit assignments. The sentence structure ""During the first tour of Iraq, Task Force 101 served"" implies a third clause continuing the list of accomplishments or duties, likely describing another specific mission or combat role or unit performance during the Gulf War.","Final token ""served"" ends an incomplete clause (""During that tour, the unit served""), part of a chronological accomplishments list pattern (""The 1991 unit served...""), strongly expecting a noun phrase like ""as a forward combat unit"" or ""in the Gulf War's logistical support"" or similar. The sentence structure ""During the first tour of Iraq, Task Force 101 served"" implies a third clause continuing the list of accomplishments or duties, likely describing another specific mission or combat role or unit performance during the Gulf War. Historical military biography format with military historian detailing combat service of an American soldier during Vietnam War, listing sequential tours and unit assignments.","Historical military biography format with military historian detailing combat service of an American soldier during Vietnam War, listing sequential tours and unit assignments. The sentence structure ""During the first tour of Iraq, Task Force 101 served"" implies a third clause continuing the list of accomplishments or duties, likely describing another specific mission or combat role or unit performance during the Gulf War.","Final token ""served"" ends an incomplete clause (""During that tour, the unit served""), part of a chronological accomplishments list pattern (""The 1991 unit served...""), strongly expecting a noun phrase like ""as a forward combat unit"" or ""in the Gulf War's logistical support"" or similar. Historical military biography format with military historian detailing combat service of an American soldier during Vietnam War, listing sequential tours and unit assignments.","The sentence structure ""During the first tour of Iraq, Task Force 101 served"" implies a third clause continuing the list of accomplishments or duties, likely describing another specific mission or combat role or unit performance during the Gulf War. Historical military biography format with military historian detailing combat service of an American soldier during Vietnam War, listing sequential tours and unit assignments.",,0.9258778782714311,0.9249974094022595,0.8678946452908546,0.9076421184511044,0.8603578784673078,0.057983232980576505,0.06463953093495167,0.018235759820326658,0.06185135778037143,-0.002956961558166195,-0.0038681247997949253,0.003699336396208973,0.009870713807682858
84,69,3,0.935528297211703,0.9344777237395852,0.0184786705736371,0.0144911253922486,35,True,"Final token ""New"" is mid-word (""New""), part of a parenthetical geographic specification (""the entire area of New""), immediately requiring ""Zealand"" or ""Zealand's"" or ""South Island,"" continuing the historical context about the unit's wartime personnel scope. Historical military aviation reference format with a Wikipedia-style description, suggesting a military aviation unit biography or historical record. The phrase ""The unit was one of the first Australian Army Air Corps personnel to serve in the defence of New"" implies a geographic or historical context clause about New Zealand's territory or scale, with ""New Zealand"" being a specific location name expected to complete the list of areas covered.","Final token ""New"" is mid-word (""New""), part of a parenthetical geographic specification (""the entire area of New""), immediately requiring ""Zealand"" or ""Zealand's"" or ""South Island,"" continuing the historical context about the unit's wartime personnel scope. The phrase ""The unit was one of the first Australian Army Air Corps personnel to serve in the defence of New"" implies a geographic or historical context clause about New Zealand's territory or scale, with ""New Zealand"" being a specific location name expected to complete the list of areas covered. Historical military aviation reference format with a Wikipedia-style description, suggesting a military aviation unit biography or historical record.","Historical military aviation reference format with a Wikipedia-style description, suggesting a military aviation unit biography or historical record. The phrase ""The unit was one of the first Australian Army Air Corps personnel to serve in the defence of New"" implies a geographic or historical context clause about New Zealand's territory or scale, with ""New Zealand"" being a specific location name expected to complete the list of areas covered.","Final token ""New"" is mid-word (""New""), part of a parenthetical geographic specification (""the entire area of New""), immediately requiring ""Zealand"" or ""Zealand's"" or ""South Island,"" continuing the historical context about the unit's wartime personnel scope. Historical military aviation reference format with a Wikipedia-style description, suggesting a military aviation unit biography or historical record.","The phrase ""The unit was one of the first Australian Army Air Corps personnel to serve in the defence of New"" implies a geographic or historical context clause about New Zealand's territory or scale, with ""New Zealand"" being a specific location name expected to complete the list of areas covered. Historical military aviation reference format with a Wikipedia-style description, suggesting a military aviation unit biography or historical record.",,0.9174239558204629,0.9129484073084412,0.9170496266380659,0.9139357747690654,0.8984412985003098,0.000374329182396993,0.01450710880813133,0.0034881810513974765,0.01742809710151927,-0.018104341391240106,-0.017053767919122276,-0.003971561765505768,-0.011002944340851124
85,173,3,0.9251781633958068,0.9258491841731774,0.3499824864053564,0.0054771396883808,39,True,"Final token ""the"" is an article mid-phrase (""left off off the""), completing a parallel clause (""Several artists excluded tracks off the album that made it onto the compilation""), strongly expecting ""album"" or ""initial tracklist"" or ""final compilation, causing controversy."" Article format: wiki-style music article detailing a CD compilation album, listing track information and exclusions for the debut album ""The Best of Nickelback."" The sentence structure ""While some songs were originally intended for the compilation album, several artists chose not to include certain tracks on the final tracklist"" establishes a pattern of explaining exclusions, implying the final answer about the original album's tracklist.","Final token ""the"" is an article mid-phrase (""left off off the""), completing a parallel clause (""Several artists excluded tracks off the album that made it onto the compilation""), strongly expecting ""album"" or ""initial tracklist"" or ""final compilation, causing controversy."" The sentence structure ""While some songs were originally intended for the compilation album, several artists chose not to include certain tracks on the final tracklist"" establishes a pattern of explaining exclusions, implying the final answer about the original album's tracklist. Article format: wiki-style music article detailing a CD compilation album, listing track information and exclusions for the debut album ""The Best of Nickelback.""","Article format: wiki-style music article detailing a CD compilation album, listing track information and exclusions for the debut album ""The Best of Nickelback."" The sentence structure ""While some songs were originally intended for the compilation album, several artists chose not to include certain tracks on the final tracklist"" establishes a pattern of explaining exclusions, implying the final answer about the original album's tracklist.","Final token ""the"" is an article mid-phrase (""left off off the""), completing a parallel clause (""Several artists excluded tracks off the album that made it onto the compilation""), strongly expecting ""album"" or ""initial tracklist"" or ""final compilation, causing controversy."" Article format: wiki-style music article detailing a CD compilation album, listing track information and exclusions for the debut album ""The Best of Nickelback.""","The sentence structure ""While some songs were originally intended for the compilation album, several artists chose not to include certain tracks on the final tracklist"" establishes a pattern of explaining exclusions, implying the final answer about the original album's tracklist. Article format: wiki-style music article detailing a CD compilation album, listing track information and exclusions for the debut album ""The Best of Nickelback.""",,0.8994061446742317,0.8728465923207965,0.5751956769904505,0.9059910972487716,0.6296888392178139,0.32421046768378126,0.2431577531029826,-0.006584952574539837,0.3506535071827269,-0.02577201872157514,-0.026443039498945664,-0.1068247333023738,-0.012062092262920637
