row,stim_idx,claim_idx,n_claims,is_last,edit_type,single_word,error,word_pos,word_orig,word_corrupt,lp_orig,lp_corrupt,n_tok_orig,n_tok_corrupt,d_inj,lp_orig_noinj,lp_corrupt_noinj,d_noinj,d_inj_minus_noinj,prefill,lead,split,foreign_stim_idx,context_left_64,token_str,context_right_16,in_ctx,in_ctx_right,corrupt_in_ctx,claim,lp_orig_pos2,lp_corrupt_pos2,lp_orig_foreign,lp_corrupt_foreign,t2b_error,d_own,d_pos2,d_foreign,own_minus_pos2,own_minus_foreign,pos2_minus_noinj,foreign_minus_noinj,in_full_prefix,core_orig,slot_type,stratum,partner_row,process_order
171,50,1,3,False,corrupt_det,True,,2,"""Another","""Black",-5.465450286865234,-6.465450286865234,2.0,2.0,1.0,-12.645586967468262,-10.270586967468262,-2.375,3.375,"<explanation>
The phrase", ,eval,150," Libertador , García Márquez depicts a pathetic protagonist , a prematurely aged man who is physically ill and mentally exhausted . The story explores the labyrinth of Bolívar 's life through the narrative of his memories . 
 Following the success of others of his works such as One Hundred Years of Solitude and Love in the", Time," of Cholera , García Márquez decided to write about the "" Great",False,False,False,"The phrase ""Another novel: In the Time of the Butterflies"" mirrors a well-known literary title (""Love in Time""), suggesting a second famous novel title from the same cultural context, likely a famous work about love or hardship.",-7.916781902313232,-8.41678237915039,-11.810441970825195,-14.622941970825195,,1.0,0.5000004768371582,2.8125,0.4999995231628418,-1.8125,2.875000476837158,5.1875,False,Another,entity,nonlast_not_in_prefix,580,10
214,62,2,3,True,corrupt_det,True,,2,"""Saul""","""Palm""",-2.3722426703898236e-05,-32.72266387939453,4.0,4.0,32.72264015696783,-36.85779571533203,-36.51461410522461,-0.3431816101074219,33.06582176707525,"<explanation>
Final token", ,eval,162,"@ state project in 2003 with the album Michigan and chose to focus on Illinois with this recording because "" it wasn 't a great leap "" , and he liked the state because he considered it the "" center of gravity "" for the American Midwest . Before creating the album , Stevens read literature by Illinois authors", Saul," Bellow and Carl Sandburg , and studied immigration records and history books for the",True,True,False,"Final token ""Saul"" is a truncated proper noun mid-list (""including Saul""), part of an example parenthetical clause (""References to: Saul""), immediately expecting a name like ""Bellow"" or ""Kurland"" or ""Wolfe's"" or ""and other Jewish literary figures.""",-36.051902770996094,-34.01971435546875,-44.78274917602539,-42.15956115722656,,32.72264015696783,-2.032188415527344,-2.623188018798828,34.75482857249517,35.345828175766655,-1.689006805419922,-2.2800064086914062,True,Saul,entity,positive_control_last,440,11
170,50,0,3,False,corrupt_det,True,,8,Spanish,China,-0.2884686589241028,-20.046281814575195,1.0,1.0,19.757813155651093,-9.081376075744627,-13.518876075744627,4.4375,15.320313155651093,"<explanation>
Literary work format with translated quotes from a", ,eval,150," Libertador , García Márquez depicts a pathetic protagonist , a prematurely aged man who is physically ill and mentally exhausted . The story explores the labyrinth of Bolívar 's life through the narrative of his memories . 
 Following the success of others of his works such as One Hundred Years of Solitude and Love in the", Time," of Cholera , García Márquez decided to write about the "" Great",False,False,False,"Literary work format with translated quotes from a Spanish novel, listing titles in a structured catalog pattern with cultural references to death and time.",-17.613962173461914,-18.03583717346191,-15.267125129699709,-19.704626083374023,,19.757813155651093,0.421875,4.437500953674316,19.335938155651093,15.320312201976776,-4.015625,9.5367431640625e-07,True,Spanish,entity,nonlast_in_prefix,449,12
178,52,1,3,False,corrupt_det,True,,7,1st,3st,-1.1496667861938477,-12.91049098968506,3.0,3.0,11.760824203491213,-9.977254867553713,-19.679637908935547,9.702383041381836,2.058441162109375,"<explanation>
The paragraph ""During its early formation the", ,eval,152," regiment was forced to retreat from the P 'ohang @-@ dong battlefield . It moved north , joining a concentration of other KPA units , before being disbanded and absorbed into the KPA 's 12th Division . 
 
 = = Organization = = 
 
 Upon creation , the 766th", Unit," was designed to vary in size , consisting of a number of smaller units capable of",False,False,False,"The paragraph ""During its early formation the 1st Special Unit was organized as the 1st Korean Security Unit"" mirrors the pattern of describing unit history and structure, now expected to continue listing subunits or organizational details about the unit's initial formation and designation.",-2.5766732692718506,-13.822489738464355,-19.267166137695312,-27.52847671508789,,11.760824203491213,11.245816469192505,8.261310577392578,0.5150077342987078,3.4995136260986346,1.543433427810669,-1.4410724639892578,False,1st,entity,nonlast_not_in_prefix,657,13
281,81,2,3,True,corrupt_det,True,,26,"-1""","-3""",-2.380709171295166,-4.477097511291504,3.0,3.0,2.096388339996338,-18.05437469482422,-22.387035369873047,4.332660675048828,-2.2362723350524902,"<explanation>
Final token "" @ "" is mid-specification term (""XY @""), part of an incomplete quoted technical phrase (""the 'HSI and the YHIS...""), expecting continuation like """, ,eval,181," JK has been completed and significant production for both Israeli and foreign customers is under way . 
 
 = = Storm I = = 
 
 The M @-@ 240 Storm MultiMission Vehicle is the first of three Storm generations . A variant of the 1991 Jeep Wrangler YJ and the older CJ", @,"-@ 6 / CJ @-@ 8 wheelbase , it is",False,False,False,"Final token "" @ "" is mid-specification term (""XY @""), part of an incomplete quoted technical phrase (""the 'HSI and the YHIS...""), expecting continuation like "" -1"" or "" -12"" or ""s product numbers"" to complete the parenthetical clause.",-37.63047790527344,-41.16599655151367,-43.756874084472656,-47.14852142333984,,2.096388339996338,3.5355186462402344,3.3916473388671875,-1.4391303062438965,-1.2952589988708496,-0.7971420288085938,-0.9410133361816406,False,-1,entity,positive_control_last,425,14
174,51,1,4,False,corrupt_det,True,,2,"""Meteorological""","""Spirit""",-11.630138397216797,-23.604583740234375,4.0,3.0,11.974445343017578,-20.72553443908691,-21.800254821777344,1.0747203826904297,10.899724960327148,"<explanation>
The phrase", ,eval,151," Savannah , and it finally dissipated in the northeast Gulf of Mexico on May 29 . It produced wave action and moderate rainfall along the coast . Damage totaled over $ 100 @,@ 000 ( 1972 USD ) , and there were two associated deaths . 
 
 = = Meteor",ological," history = = 
 
 Throughout May 1972 , a series of weak",True,True,False,"The phrase ""Meteorological"" signals the next section header, likely listing meteorological details or historical data fields, completing a standard Wikipedia template pattern about the storm's characteristics and track.",-25.270057678222656,-31.649120330810547,-20.701332092285156,-19.999347686767575,,11.974445343017578,6.379062652587891,-0.7019844055175781,5.5953826904296875,12.676429748535156,5.304342269897461,-1.7767047882080078,True,Meteorological,entity,nonlast_in_prefix,537,15
187,55,1,3,False,corrupt_det,True,,4,13,20,-3.84204626083374,-5.4426798820495605,3.0,3.0,1.6006336212158203,-4.671409606933594,-5.526848793029785,0.8554391860961914,0.7451944351196289,"<explanation>
The sentence ""In Week", ,eval,155,"007 season , while East Carolina averaged 31 . That expectation turned out to be justified as East Carolina took a 31 – 14 lead in the first half . The Broncos fought back in the second half , however , tying the score at 38 late in the fourth quarter after East Carolina", ',"s Chris Johnson fumbled the ball , allowing Bronco defender Marty Tadman",False,False,False,"The sentence ""In Week 13 , the team 's response was mixed as the Eagles struggled , while the other team 's narrative slowed "" suggests a second quoted clause mid-sentence describing another event or sequence of actions.",-3.87573766708374,-3.5789785385131836,-5.242096900939941,-8.084380149841309,,1.6006336212158203,-0.2967591285705566,2.842283248901367,1.897392749786377,-1.2416496276855469,-1.152198314666748,1.986844062805176,False,13,detail,nonlast_not_in_prefix,473,16
284,82,2,3,True,corrupt_det,True,,8,"(""6","(""13",-3.5000696182250977,-3.4805822372436523,2.0,3.0,-0.0194873809814453,-2.974794864654541,-4.503176689147949,1.5283818244934082,-1.5478692054748535,"<explanation>
Final token ""in"" ends an incomplete unit expression", ,eval,182," parents and leave the nest after a fortnight . There may be two broods in southern parts of the range but only one further north . Migrating birds and wintering birds often form large flocks , often in the company of Redwings . 
 The fieldfare is 25 cm ( 10", in," ) long , with a grey crown , neck and rump , a plain brown",False,False,False,"Final token ""in"" ends an incomplete unit expression (""6 in""), part of a parenthetical measurement specification (""length: 15 cm (6 in""), immediately expecting "" )"" or "" ) in diameter"" or "" a)"" to close the size comparison, likely continuing the bird's physical description.",-18.758699417114254,-20.288326263427734,-22.971460342407227,-22.776140213012695,,-0.0194873809814453,1.5296268463134766,-0.1953201293945312,-1.549114227294922,0.1758327484130859,0.0012450218200683,-1.7237019538879397,False,6,detail,positive_control_last,281,17
177,52,0,3,False,corrupt_det,True,,5,Korean,US,-0.1547287106513977,-9.279728889465332,1.0,1.0,9.125000178813934,-7.72116231918335,-4.84616231918335,-2.875,12.000000178813934,"<explanation>
Historical military article detailing a", ,eval,152," regiment was forced to retreat from the P 'ohang @-@ dong battlefield . It moved north , joining a concentration of other KPA units , before being disbanded and absorbed into the KPA 's 12th Division . 
 
 = = Organization = = 
 
 Upon creation , the 766th", Unit," was designed to vary in size , consisting of a number of smaller units capable of",False,False,False,"Historical military article detailing a Korean Army unit's formation and evolution, structured with numbered sections listing unit history and equipment.",-2.1668362617492676,-4.604336261749268,-21.93483543395996,-16.30983543395996,,9.125000178813934,2.4375,-5.625,6.687500178813934,14.750000178813934,5.3125,-2.75,True,Korean,entity,nonlast_in_prefix,365,18
195,57,1,4,False,corrupt_det,True,,3,"""While","""SmackDown",-3.640510320663452,-32.13734817504883,2.0,4.0,28.496837854385376,-14.214110374450684,-30.206178665161133,15.99206829071045,12.504769563674929,"<explanation>
The sentence pattern", ,eval,157," II ; and players may control fifteen German and Allied planes from the era , including the Focke @-@ Wulf Fw 190 , Supermarine Spitfire , Junkers Ju 88 , Avro Lancaster and Consolidated B @-@ 24 Liberator . Although dogfights", are," possible , the game places a heavy focus on air @-@ to @-",False,False,False,"The sentence pattern ""While combat is not the primary focus, airborne encounters are present throughout the game.",-9.814631462097168,-25.44133186340332,-11.166631698608398,-25.747289657592773,,28.496837854385376,15.626700401306152,14.580657958984377,12.870137453079224,13.916179895401,-0.3653678894042969,-1.4114103317260742,False,While,entity,nonlast_not_in_prefix,455,19
290,84,2,3,True,corrupt_det,True,,2,"""New""","""Tales""",-4.529948000708828e-06,-46.841407775878906,3.0,4.0,46.841403245930906,-31.248903274536133,-39.61661148071289,8.367708206176758,38.47369503975415,"<explanation>
Final token", ,eval,184," = Central Area Command ( RAAF ) = 
 
 Central Area Command was one of several geographically based commands raised by the Royal Australian Air Force ( RAAF ) during World War II . It was formed in March 1940 , and covered the central portion of", New," South Wales . Headquartered at Sydney , Central Area Command was primarily responsible for air",True,True,False,"Final token ""New"" is mid-word (""New""), part of a parenthetical geographic specification (""the entire area of New""), immediately requiring ""Zealand"" or ""Zealand's"" or ""South Island,"" continuing the historical context about the unit's wartime personnel scope.",-39.00751876831055,-44.044166564941406,-45.7717170715332,-63.48062515258789,,46.841403245930906,5.036647796630859,17.708908081054688,41.804755449300046,29.132495164876214,-3.3310604095458984,9.34119987487793,True,New,entity,positive_control_last,533,20
180,53,0,3,False,corrupt_det,True,,10,US,Anna,-1.26570725440979,-21.66414451599121,1.0,1.0,20.39843726158142,-5.693672180175781,-18.67218780517578,12.978515625,7.419921636581421,"<explanation>
Wikipedia article format with structured infobox and description of a", ,eval,153," = M @-@ 47 ( Michigan highway ) = 
 
 M @-@ 47 is a north – south state trunkline highway in the US state of Michigan . It runs near Saginaw and Midland in the Tri @-@ Cities area of", the, Lower Peninsula . The highway runs through suburban and agricultural areas to connect the two cities,True,True,False,"Wikipedia article format with structured infobox and description of a US county road, listing a specific named city in Michigan.",-0.9818108081817628,-24.7864990234375,-16.41167449951172,-15.28667449951172,,20.39843726158142,23.804688215255737,-1.125,-3.4062509536743164,21.52343726158142,10.826172590255736,-14.103515625,True,US,entity,nonlast_in_prefix,368,21
210,61,3,5,False,corrupt_det,True,,1,"1980,","1987,",-14.627540588378906,-17.01506805419922,6.0,6.0,2.3875274658203125,-20.901586532592773,-21.14466667175293,0.2430801391601562,2.144447326660156,"<explanation>
By", ,eval,161," Theodore McKeldin , who served as mayor from 1943 through 1947 and from 1963 through 1967 , was one of the first political leaders to work with African American community leaders . By 1999 , 63 % of Baltimore '",s, registered,False,False,False,"By 1980, about 25% of Washington D.C.'s"" mirrors a demographic fact about the city's population demographics.",-18.14659881591797,-18.61016082763672,-20.171234130859375,-22.15663146972656,,2.3875274658203125,0.46356201171875,1.9853973388671875,1.9239654541015625,0.402130126953125,0.2204818725585938,1.7423171997070312,False,1980,detail,nonlast_not_in_prefix,442,22
329,95,2,3,True,corrupt_det,True,,17,"(""Mike","(""Herman",-9.29836654663086,-22.739971160888672,2.0,3.0,13.441604614257812,-13.82803726196289,-13.80583953857422,-0.0221977233886718,13.463802337646484,"<explanation>
Final token ""the"" is an incomplete noun phrase mid-clause (""for the""), part of a specific example clause", ,eval,195,"ies out , and tells Liam that he 's done with the band . Liam says to Charlie that he , Liam , is Drive Shaft , and that nobody knows who the bass player ( Charlie ) is . He goes on to tell Charlie that without the band , Charlie is nothing , which spurs Charlie to use heroin for", the," first time . Years later , Charlie visits Liam 's house in Australia and wants",False,False,False,"Final token ""the"" is an incomplete noun phrase mid-clause (""for the""), part of a specific example clause (""Mike takes drugs for the first time for drugs, and he tries cocaine for...""), expecting ""first time"" or ""first time to experience high"" or similar consequence.",-26.053302764892575,-29.61873435974121,-20.12572479248047,-26.15115737915039,,13.441604614257812,3.565431594848633,6.025432586669922,9.87617301940918,7.416172027587891,3.5876293182373047,6.047630310058594,False,Mike,entity,positive_control_last,536,23
181,53,1,3,False,corrupt_det,True,,2,"""The","""Ohio",-1.2158297300338743,-8.840829849243164,2.0,2.0,7.6250001192092896,-5.270586967468262,-13.208086967468262,7.9375,-0.3124998807907104,"<explanation>
The phrase", ,eval,153," = M @-@ 47 ( Michigan highway ) = 
 
 M @-@ 47 is a north – south state trunkline highway in the US state of Michigan . It runs near Saginaw and Midland in the Tri @-@ Cities area of", the, Lower Peninsula . The highway runs through suburban and agricultural areas to connect the two cities,True,True,False,"The phrase ""The city of Muskegon Township is a small industrial city located in the western part of the Lower Peninsula, part of the Grand Rapids metropolitan area of the"" mirrors a geographic description, suggesting continuation of the historical context about Michigan's western region.",-0.2307434827089309,-9.355743408203123,-1.2164043188095093,-14.65390396118164,,7.6250001192092896,9.124999925494194,13.437499642372131,-1.4999998062849045,-5.812499523162842,1.187499925494194,5.499999642372131,True,The,entity,nonlast_in_prefix,324,24
222,65,1,3,False,corrupt_det,True,,3,"""After","""Marshall",-8.623645782470703,-20.65270233154297,2.0,3.0,12.029056549072266,-14.406071662902832,-15.174983024597168,0.7689113616943359,11.26014518737793,"<explanation>
The sentence structure", ,eval,165," member singing at a separate set and later a choreographed dance during the chorus . To further promote "" Cater 2 U "" , Destiny 's Child performed the song during several televised appearances and at the 2005 BET Awards . In addition , "" Cater 2 U "" was added to the set list of", Destiny, 's Child 's final tour Destiny Fulfilled ... and Lovin ' It,False,False,False,"The sentence structure ""After the group's tours, Destiny's Child's solo albums were also released and the group performed the songs from The Destiny's Child album"" mirrors a concluding clause about the group's career, suggesting a final reference to their fan club or reunion.",-13.710371017456056,-15.612994194030762,-11.083922386169434,-20.35942840576172,,12.029056549072266,1.902623176574707,9.275506019592283,10.12643337249756,2.7535505294799805,1.133711814880371,8.50659465789795,False,After,entity,nonlast_not_in_prefix,560,25
343,98,4,5,True,corrupt_det,True,,23,"'Singapore'""","'Related'""",-7.534103393554688,-17.54181671142578,3.0,3.0,10.007713317871094,-15.550386428833008,-21.797374725341797,6.246988296508789,3.7607250213623047,"<explanation>
Etymology""), strongly expecting continuation like ""and definition"" or ""of the name"" or ""of the terms"" or ""and other details"" or ""of the word", ,eval,198," The abundant wildlife includes the golden eagle , red deer and Atlantic salmon . The local flora is dominated by heather moor , and there are nationally important invertebrate populations on the surrounding sea bed . Skye has provided the locations for various novels and feature films and is celebrated in poetry and song . 
 
 = = Et",ymology," = = 
 
 The first written references to the island are Roman sources such as the",False,False,False,"Etymology""), strongly expecting continuation like ""and definition"" or ""of the name"" or ""of the terms"" or ""and other details"" or ""of the word 'Singapore'"" completing the query.",-22.10111427307129,-24.392070770263672,-27.321840286254883,-24.7889461517334,,10.007713317871094,2.290956497192383,-2.5328941345214844,7.716756820678711,12.540607452392578,-3.9560317993164062,-8.779882431030273,False,Singapore,entity,positive_control_last,394,26
190,56,1,5,False,corrupt_det,True,,3,"""The","""Fokker",-3.1260528564453125,-22.764867782592773,2.0,4.0,19.63881492614746,-5.874821662902832,-19.475732803344727,13.600911140441896,6.037903785705566,"<explanation>
The sentence structure", ,eval,156," , in the north of England , where he attended Trinity School . Johnston tried out for Carlisle Cathedral Choir at the age of six at the recommendation of Kim Harris , a teacher at his primary school . He was auditioned by the choirmaster Jeremy Suter and accepted into the choir at the age of seven . Johnston", ',"s mother , who had no previous association with the cathedral , described her feelings of",True,True,False,"The sentence structure ""The character 'John Smith' 's early life section describes his attendance at the university and his experiences with the organization 'The Order' .",-10.14875030517578,-25.70853805541992,-2.017515182495117,-22.301538467407227,,19.63881492614746,15.55978775024414,20.28402328491211,4.07902717590332,-0.6452083587646484,1.9588766098022443,6.683112144470213,True,The,entity,nonlast_in_prefix,177,27
240,70,0,3,False,corrupt_det,True,,11,Protestant,Road,-0.5329615473747253,-21.861085891723633,1.0,1.0,21.328124344348907,-5.233410835266113,-18.792491912841797,13.559081077575684,7.769043266773224,"<explanation>
Academic article format with scholarly tone discussing a book about evangelical", ,eval,170," the book filled a literary lacuna in scholarly understanding of the rapidly expanding and understudied fundamentalist Christian school . 
 
 = = Summary = = 
 
 God 's Choice : The Total World of a Fundamentalist Christian School is a 1986 book written by Alan Peshkin . It is a profile of", an," Illinois Christian fundamentalist school — its policies , practices , and participants . Pesh",False,False,False,"Academic article format with scholarly tone discussing a book about evangelical Protestant church, analyzing a specific article's methodology about a closed religious institution's student population.",-3.041670560836792,-18.041669845581055,-14.268906593322754,-20.69859504699707,,21.328124344348907,14.999999284744264,6.429688453674316,6.328125059604645,14.898435890674593,1.440918207168579,-7.129392623901367,False,Protestant,entity,nonlast_not_in_prefix,508,28
