stim_idx,doc_idx,split,token_str,token_type,entropy_nats,top1_prob,topic_true_raw,topic_true,topic_foreign,foreign_stim_idx,topic_in_default_explanation,cos_topic_true,cos_topic_foreign,cos_own_explanation_s1,cos_empty_s1,cos_confident,cos_uncertain,cos_torn,cos_clear,cos_filler1,cos_filler2,s_topic,s_conf,s_conflict,repe_s_diff,repe_cos_true_centred,repe_cos_foreign_centred,repe_cos_true_raw,repe_cos_foreign_raw,repe_cos_mu_true_mu_foreign,cos_ar_true_ar_foreign
16,167,pilot," ,",punctuation,1.9025710821151731,0.4528270363807678,Harold Innis,Harold Innis,Trials and Tribble-ations,116,False,0.5286232181229586,0.43788121219035253,0.8820226317726803,0.4486935881982484,0.34051292834651625,0.35780397139837355,0.27005962295745317,0.33586893621239206,0.4390696094421389,0.4514237511783029,0.09074200593260612,-0.017291043051857302,-0.06580931325493888,0.09999704460636813,0.16991120379737995,0.014070683019042175,0.479478529575298,0.43781622916384444,0.9058669390571458,0.6481205138530048
17,100,pilot, ap,word_initial,0.0073320255614817,0.9992210865020752,World War Z,World War Z,Marauders (Star Trek: Enterprise),117,False,0.5060374024244623,0.45978201723850504,0.9275991143947512,0.4218450495331077,0.323074914076226,0.33008124411634077,0.2557548541757752,0.32859439473516894,0.4049407721640296,0.42224821980060645,0.04625538518595723,-0.00700633004011475,-0.07283954055939373,0.03771562071428123,0.12364970795246882,0.0811618720248298,0.4276679241399437,0.4158242020120302,0.9247530470028238,0.8893310500126117
18,353,pilot, as,word_initial,0.9795437455177308,0.6917588710784912,Boise National Forest,Boise National Forest,Sang Pencerah,118,False,0.34449229373482887,0.25181160897150245,0.8913616395173302,0.2447622531240744,0.15323255388160742,0.16442192407960082,0.1253399990303247,0.17620828784863227,0.24815762715318054,0.24582645480891685,0.09268068476332642,-0.011189370197993403,-0.05086828881830757,0.14791021482315236,0.21256775998049,-0.040271927595965006,0.3206207534826088,0.24892628239767275,0.9088728311940221,0.784120706486603
19,592,pilot, support,word_initial,3.5610437393188477,0.2699418067932129,"Richard Nixon presidential campaign , 1968","Richard Nixon presidential campaign, 1968",Mogadishu,119,False,0.3408986469765471,0.2558927636684612,0.9093434584934846,0.2538552006392791,0.17860338186215136,0.18591823436742508,0.1409349864254593,0.18707411804643875,0.2580585758312128,0.25992178682337125,0.0850058833080859,-0.007314852505273722,-0.04613913162097946,0.03495371368103617,0.0229533471230195,-0.023821817060635738,0.27211923706202734,0.2576352212361016,0.933819435635189,0.8031146688557814
20,270,pilot," ,",punctuation,2.0040857791900635,0.573467493057251,Battle of Hubbardton,Battle of Hubbardton,Chapter 1 (House of Cards),120,False,0.40076542624630757,0.32659286785586117,0.8866964212357636,0.3002390754426556,0.21798459991380084,0.23742737028262423,0.20871632860390096,0.23660683790135412,0.29427155122664356,0.29894743586194844,0.0741725583904464,-0.019442770368823387,-0.027890509297453153,-0.09079395825261195,0.012201486136337689,0.11592818622969443,0.3333003550588047,0.33135852591022147,0.8920607574328352,0.8711246898565982
21,459,pilot, ,punctuation,0.0113097410649061,0.9987207055091858,Dave Sisler,Dave Sisler,The Stolen Eagle,121,False,0.5196510168808787,0.4714211777039131,0.8840700223043975,0.4720907569772791,0.33190544010461426,0.34948911192632803,0.26750994913528237,0.33836307706203,0.4402817517326075,0.4656465415356428,0.04822983917696555,-0.017583671821713776,-0.07085312792674764,0.023279956545556726,0.1756837369039247,0.1146355024585977,0.4497421023941297,0.4235224690671881,0.9149818760189866,0.8781236647189199
22,536,pilot, Baltimore,word_initial,2.6546504497528076,0.2423190027475357,"George Calvert , 1st Baron Baltimore","George Calvert, 1st Baron Baltimore",History of Braathens SAFE (1946 – 93),122,False,0.6428987668431451,0.41727616674395773,0.853309744571527,0.3808807713476936,0.3152120816246461,0.3235899513827839,0.28230178861541577,0.3338209034335143,0.36451689480094757,0.3784193103305398,0.22562260009918733,-0.008377869758137813,-0.05151911481809851,0.11303620964171528,0.21714059671714087,0.008708160881094598,0.4597978448522192,0.38747608266769534,0.899703630973675,0.6605213480122574
23,83,pilot, heavy,word_initial,2.0269291400909424,0.4743763506412506,Hemmema,Hemmema,Loverboy (Mariah Carey song),123,False,0.344595620925348,0.30505377121708827,0.9224282416131006,0.3190551163506699,0.22871357120035601,0.22767646207829956,0.1642702037666488,0.22598447252435658,0.29403317649040894,0.3205477807442206,0.039541849708259746,0.0010371091220564566,-0.061714268757707774,0.17497130536183553,0.04394222321621331,-0.21251234610695274,0.2794138314304383,0.2223620059726501,0.8811081248787054,0.8055473095030169
24,524,pilot, the,word_initial,0.3472168147563934,0.9585904479026794,Far Away Places ( Mad Men ),Far Away Places (Mad Men),Stefan Wever,124,False,0.4445340143784181,0.40174334019318103,0.9041422427443224,0.4367903245488341,0.30262925944532976,0.32273139341014045,0.21797918587977552,0.28962313202093576,0.4258134684263029,0.42343119062613105,0.042790674185237076,-0.020102133964810698,-0.07164394614116024,0.022828600407895982,0.02946600838546202,-0.002830943138620639,0.37430126770079925,0.3565595895657045,0.8784537475306095,0.8508715480723403
25,18,pilot, was,word_initial,2.9643795490264893,0.3092239201068878,John Cullen,John Cullen,Corpus Christi Bay,125,False,0.3354935697122913,0.3307397183498922,0.9126156837004096,0.3311145374103458,0.18283479292449192,0.2057456962390854,0.16947230950477815,0.21449341825702228,0.3357548043129942,0.31476665893310074,0.004753851362399086,-0.022910903314593473,-0.04502110875224413,0.09564444208060413,0.16600662263883845,0.03023153898287034,0.32558944804678214,0.2919930986951259,0.9244467461720018,0.8833859778208171
26,134,pilot, between,word_initial,2.4979560375213623,0.2783614993095398,Mega Man & Bass,Mega Man & Bass,1998 National League Wild Card tie-breaker game,126,False,0.42772192500960804,0.3949408705782905,0.9058118201207964,0.3185375842798061,0.22350359547829277,0.2431422928345798,0.19612794545369722,0.24999852399644382,0.30573743461051417,0.30873701744416976,0.03278105443131751,-0.019638697356287038,-0.0538705785427466,0.16986743828639814,0.16320207269366266,-0.07242348218323647,0.40057227884979135,0.3414004383564435,0.9161134254120189,0.682098114552005
27,265,pilot, IOC,word_initial,0.0843539163470268,0.9838617444038392,Rio de Janeiro bid for the 2016 Summer Olympics,Rio de Janeiro bid for the 2016 Summer Olympics,The Good Terrorist,127,False,0.45035011127488384,0.31820972710832274,0.9131462232734604,0.350401460563363,0.27614713431563664,0.2762803474185202,0.21495039281089365,0.2698775716345712,0.3188074294092497,0.3404618954568442,0.1321403841665611,-0.00013321310288355592,-0.054927178823677564,-0.008814847586727832,0.03434043799633687,0.045446176401750304,0.3160870003958781,0.3092037332496354,0.886738262477643,0.7366952534608716
28,109,pilot,ess,word_piece,0.0097101535648107,0.9991324543952942,The Importance of Being Earnest,The Importance of Being Earnest,Arikamedu,128,False,0.39871219376632344,0.424539399210648,0.8619692295153444,0.3885527865330387,0.30577746826336066,0.31704095053037584,0.2533483268075122,0.31093091766398495,0.3619562771080143,0.38449351425310047,-0.02582720544432454,-0.011263482267015179,-0.05758259085647277,0.015433124047855268,0.04686129042167034,0.024723646701649088,0.35013508445138325,0.33974921173584827,0.9102866440527742,0.8598161388928054
29,111,pilot, mi,word_initial,0.0005905817379243,0.9999544620513916,HMS Boreas ( H77 ),HMS Boreas (H77),"West Hendford Cricket Ground, Yeovil",129,False,0.2505969417025024,0.225598254025567,0.7934917735082035,0.2396272296743817,0.21038514409461248,0.20224636202165375,0.16989987989983346,0.2223231193984548,0.20693994966855236,0.24802007978747342,0.024998687676935416,0.008138782072958733,-0.05242323949862135,0.014579673351880583,0.06189277168782527,0.05037333085166213,0.189219443563753,0.19709778797358057,0.9178971236710188,0.7593728549114873
30,126,pilot, of,word_initial,0.7587460875511169,0.7352622747421265,St Nazaire Raid,St Nazaire Raid,Johnson – Corey – Chaykovsky reaction,130,False,0.22786978142735537,0.19242164683135135,0.8849677179886848,0.1266483103516131,0.1463082393562153,0.1407866703314846,0.11755889774585443,0.14118927455920177,0.1287573371010751,0.1284501815328191,0.035448134596004016,0.005521569024730721,-0.023630376813347342,0.17547659497700063,0.1660320930718487,-0.08278388323813524,0.17755658733624713,0.09151649805613929,0.9066914148567625,0.6304054957190449
31,442,pilot, The,word_initial,2.536816120147705,0.3855282068252563,Ouw Peh Tjoa,Ouw Peh Tjoa,Hydnellum peckii,131,False,0.44109415902564053,0.4564601308444545,0.9395076679533976,0.4778324278361696,0.32338461835743576,0.35436559386692085,0.2934963364512197,0.338120313307457,0.46192745584781864,0.4640994167755804,-0.015365971818813995,-0.030980975509485087,-0.04462397685623731,0.08904511847506592,0.1656738524301077,0.02670948836188574,0.44976728258457116,0.42782914528340327,0.9326056359027125,0.8608074310342945
32,545,pilot, Gi,word_initial,0.4540977478027344,0.9159618020057678,Principe Amedeo @-@ class ironclad,Principe Amedeo-class ironclad,The One I Love (manga),132,False,0.43176025522356887,0.37471582426627215,0.9637360001133244,0.3959777421241626,0.26092446036882927,0.26445733068014127,0.21138593251319682,0.2830566482283486,0.3492179695025168,0.3816409574449731,0.05704443095729672,-0.0035328703113119975,-0.07167071571515177,0.2066107609136422,0.08723088831489045,-0.1791488411470678,0.3306668207093536,0.2675666099978313,0.9075262187606177,0.7373240171583261
33,168,pilot, a,word_initial,2.9224278926849365,0.2237372100353241,Hurricane Lorenzo ( 2007 ),Hurricane Lorenzo (2007),Otra Nota,133,False,0.39171973850938013,0.3577226377001859,0.9256380498548304,0.4181365887784907,0.2606424786254385,0.28884584541558883,0.20293254983835338,0.25760869549740406,0.4099790123020114,0.40407920678757475,0.033997100809194214,-0.02820336679015034,-0.054676145659050684,-0.001053105990437332,0.06780217468114469,0.056480942973970605,0.34576271915675943,0.3315344406290446,0.8900006264145015,0.7826949109003953
34,152,pilot,o,word_piece,4.544137482298538e-05,0.9999971389770508,Weather buoy,Weather buoy,"Papal conclave, 1769",134,False,0.4696859588156527,0.39462506776745815,0.8721292975890945,0.3832546237103641,0.3053754794908484,0.3107181680740978,0.25915204304487854,0.30094944051864847,0.34548311289506006,0.3762094844681802,0.07506089104819458,-0.0053426885832493776,-0.041797397473769926,0.20287301050836884,0.12315921517864628,-0.14058007863719427,0.3456007443789826,0.28606959413961236,0.9214889018606724,0.7784077394907988
35,228,pilot, ,punctuation,1.0943089723587036,0.4957204461097717,HMS Hostile ( H55 ),HMS Hostile (H55),Devin Townsend,135,False,0.4977176024781574,0.4538499663718424,0.9355693404990044,0.4242346757980195,0.327167087456178,0.3325867689804328,0.26233431733575435,0.32437385608564817,0.39190328699066473,0.42719635179176024,0.043867636106315,-0.005419681524254816,-0.06203953874989382,0.2081609777151795,0.23359390408795672,-0.08919556069183679,0.43053438968444263,0.3649279913228336,0.8840395167439308,0.7398336987210282
36,64,pilot,all,word_piece,1.365152359008789,0.5475308895111084,"Saint Leonard Catholic Church ( Madison , Nebraska )","Saint Leonard Catholic Church (Madison, Nebraska)",Hurricane Omar (2008),136,False,0.45409326640044606,0.4345068038748587,0.8776994557850186,0.3937638986135522,0.2783618862699734,0.2730550803210221,0.21823675967935655,0.3089064808139685,0.3535319675834011,0.3954492133489463,0.019586462525587378,0.0053068059489512764,-0.09066972113461194,0.10022335958084229,0.025333316078341557,-0.09727111249514851,0.39590450075113565,0.3730593482850709,0.9419028974590379,0.8183382370990541
37,171,pilot," ,",punctuation,2.430962324142456,0.465893030166626,First Battle of Maryang San,First Battle of Maryang San,"Waterfall Gully, South Australia",137,False,0.4612975935523049,0.43085013173626446,0.8578541046282586,0.3515523421649009,0.26472583466137467,0.2770741156170203,0.27366235738909617,0.28333294145206445,0.33275353232750615,0.33625240469012124,0.03044746181604041,-0.012348280955645607,-0.00967058406296828,-0.0009595358184006276,0.12227205328855495,0.1236729638119249,0.42540052298663256,0.4062108798368572,0.9220295107549783,0.8640799751301115
38,244,pilot,2,word_piece,6.668844889645698e-07,1.0,"No result , Pts","No result, Pts",Laurence Olivier,138,False,0.4907163583709636,0.47356076885125453,0.9057941825241568,0.4608515262113237,0.3858923188871401,0.38884792010345964,0.2959151237593399,0.3722073933263715,0.4176430334320253,0.4626980567218451,0.01715558951970908,-0.0029556012163195478,-0.07629226956703156,-0.10267896663597426,-0.0824152196777621,0.08841116431891541,0.38727545143547126,0.4160995966876084,0.681602952999195,0.7219284463455613
39,51,pilot, though,word_initial,3.080897808074951,0.405274361371994,Grammy Award for Best Concept Music Video,Grammy Award for Best Concept Music Video,Corythosaurus,139,False,0.34573740232868316,0.30535515443763817,0.8895330079303785,0.2832617778496775,0.20319623577213092,0.21681827948028087,0.22540736466807046,0.2457159330843582,0.26657010992958013,0.279934783609836,0.040382247891045,-0.013622043708149956,-0.020308568416287753,0.03188263688507242,0.0028637627931485153,-0.04866227598199836,0.355952133911624,0.32919697409582477,0.9219879757649789,0.6809814539357322
40,598,eval,ium,word_piece,1.4529850482940674,0.5131252408027649,Europium,Europium,The Litigators,140,True,0.3797692765707636,0.29759615729817634,0.8764560881634189,0.3150814987095445,0.2262203593514451,0.23223222791336187,0.1801022363269311,0.2272436422416415,0.3077389776847476,0.31664681344227685,0.08217311927258725,-0.006011868561916767,-0.047141405914710416,0.10246806232326564,0.20888275569301107,0.03559805470540325,0.36588798445463044,0.31273290653965463,0.8899513253851576,0.9039767135094623
41,351,eval," 
",punctuation,2.383472442626953,0.3440355062484741,Species ( film ),Species (film),Sclerodermatineae,141,False,0.574994236169098,0.4472309992345561,0.8451522502372644,0.5117262745363628,0.5845647973623473,0.6016476912946183,0.5227338069091013,0.5425491171991753,0.5129793465400008,0.5452460028032474,0.12776323693454184,-0.017082893932270915,-0.019815310290073995,-0.04233321021849341,-0.022627959415362966,0.04487395322600309,0.5772196418323845,0.534324488719448,0.8789160420580505,0.7559240237987048
42,377,eval, game,word_initial,1.916647791862488,0.4965201914310455,Blackwyche,Blackwyche,Norman Finkelstein,142,False,0.2975837225573491,0.28198631508090805,0.9022261455224688,0.298296919470521,0.2267627372752417,0.23218648370269213,0.1908169677459132,0.2520595661639228,0.2881450080233341,0.30843881090991754,0.01559740747644106,-0.0054237464274504155,-0.06124259841800958,0.09492501285926142,0.13338877108768774,-0.00976148897287439,0.3291708838437317,0.28990892202005925,0.920004962498128,0.9150331807903488
43,512,eval, book,word_initial,0.8250468373298645,0.8883256912231445,Liu Kang,Liu Kang,Frederick Reines,143,False,0.3238611957750846,0.336065383921569,0.8973881994501998,0.3324820607724267,0.21869335913655158,0.23264280227538447,0.1950629087150428,0.24604015014471567,0.30861833807347666,0.343546419010099,-0.012204188146484385,-0.013949443138832895,-0.05097724142967286,0.01430748278422234,-0.008347046164963257,-0.022887469135082234,0.32536369818492816,0.32070850369039355,0.9637302208486637,0.8677221753942704
44,554,eval, of,word_initial,1.139962077140808,0.7733356952667236,Monty Can 't Buy Me Love,Monty Can 't Buy Me Love,Mycena galericulata,144,False,0.3196115885801807,0.3109015550135543,0.8839904725358461,0.3269152521106221,0.20037631768221387,0.21566564094160745,0.15521428942857268,0.20396453991743152,0.3142633700453335,0.31999976739533714,0.008710033566626363,-0.015289323259393583,-0.04875025048885884,0.018216566395094967,0.0034600270221191863,-0.02496645375340268,0.29424297910893843,0.27301666905514427,0.89899166650967,0.6889527944617265
45,202,eval,0,word_piece,0.1209475845098495,0.9740098118782043,Truth in Numbers ?,Truth in Numbers?,Tropical Storm Abby (1964),145,False,0.4139549789937434,0.449910200651475,0.8848661629056508,0.423460472673918,0.32904039132454765,0.33197020517042003,0.30210443154385386,0.35598455751912816,0.3689306954244172,0.4199004472291449,-0.03595522165773163,-0.0029298138458723755,-0.05388012597527431,0.03477724445521738,0.04444434336304853,0.0013803477368795796,0.34373211025782063,0.34338806380918224,0.8331264998773026,0.7668017904747996
46,493,eval, pioneer,word_initial,3.138413667678833,0.2466432750225067,Henry Hoʻolulu Pitman,Henry Hoʻolulu Pitman,Perry the Platypus,146,False,0.4230713399175162,0.39038191950766415,0.9126302376390062,0.3578929068550008,0.23758663263895324,0.24971441718050796,0.19476327635486299,0.2481867524010898,0.3382778561613928,0.3506898177266921,0.032689420409852066,-0.01212778454155472,-0.053423476046226825,0.17038842835713092,0.24590740258778152,0.044798150884263414,0.37192716478436566,0.32452091077515227,0.9292320761606682,0.8877437481497842
47,436,eval, Sm,word_initial,0.0002889754541683,0.999980092048645,Gregory Helms,Gregory Helms,Battle of Merville Gun Battery,147,False,0.3531999884532828,0.3146495331203844,0.8929812449451633,0.3542080002511649,0.27741550807092125,0.2747115616989173,0.2210256434928261,0.2784571146655173,0.2971753246689137,0.34075064391022086,0.038550455332898415,0.0027039463720039403,-0.057431471172691206,0.06191095244601746,0.04263642371164314,-0.06258877912750316,0.2862731610540864,0.28603953848704755,0.911473936776021,0.8249086866624417
48,32,eval, in,word_initial,0.8085936307907104,0.6619076132774353,Elephanta Caves,Elephanta Caves,Road to the North Pole,148,True,0.5434836981591373,0.48928267029655265,0.8996911309373561,0.4512734289423395,0.3188033624141569,0.3405388537024551,0.26304266030555334,0.3364322819050655,0.42832359037164947,0.4441075706005961,0.05420102786258468,-0.021735491288298214,-0.07338962159951218,0.043418517356517805,0.1876733132907058,0.13640026479691011,0.4528206511011127,0.422158712404924,0.9322245472549359,0.8409547325499344
49,606,eval, who,word_initial,0.1704185456037521,0.9754687547683716,Irresistible ( The X @-@ Files ),Irresistible (The X-Files),M-108 (Michigan highway),149,False,0.40340123567788305,0.34134358477103066,0.8391334933586021,0.3578881472248295,0.2473010192891823,0.2565201267680568,0.19808780017774383,0.23874592632072067,0.3322386461637657,0.34678434274501235,0.06205765090685239,-0.0092191074788745,-0.04065812614297684,0.012143436703088284,-0.036684672104118805,-0.05311776916847247,0.3595315821054792,0.3494706842733754,0.9265404100414796,0.8038777807755496
50,611,eval, Time,word_initial,0.0006557432352565,0.9999505281448364,The General in His Labyrinth,The General in His Labyrinth,T30 Howitzer Motor Carriage,150,False,0.4303447777767246,0.3257443054059476,0.8940764736951006,0.3744466482442854,0.31641135261800446,0.33356198019667527,0.2657737982122915,0.3223578069378839,0.3696187514493986,0.4002993324528934,0.10460047237077696,-0.017150627578670807,-0.05658400872559238,0.13147981430974418,0.11787911742832623,-0.06495247364491152,0.3578624693712846,0.30416087896156935,0.9003335648409244,0.810344252446658
51,571,eval,ological,word_piece,1.59312641620636,0.3687428832054138,Subtropical Storm Alpha ( 1972 ),Subtropical Storm Alpha (1972),Richard Cresswell,151,False,0.44769998501611846,0.31918026071712524,0.8991241584243834,0.3344392745782137,0.3014103483639841,0.315388878399428,0.24200109913099052,0.2747126649670996,0.33778842811232634,0.359871505153943,0.12851972429899322,-0.013978530035443859,-0.0327115658361091,0.1372594359964332,0.21673808435833217,0.020242775783996105,0.39806626000042744,0.327820797821881,0.9060464992279414,0.7971740819001342
52,154,eval, Unit,word_initial,1.4152908325195312,0.7088471055030823,766th Independent Infantry Regiment ( North Korea ),766th Independent Infantry Regiment (North Korea),Ulysses (poem),152,False,0.4884105194445629,0.3532287709688356,0.8549496520398193,0.3238476332819247,0.22140622933886725,0.22708522377256385,0.20144100066040138,0.25307924615953176,0.30270682280634803,0.3294653861830254,0.13518174847572728,-0.005678994433696599,-0.051638245499130375,0.21394369361369067,0.09093107628111909,-0.18803240874996652,0.3833156439521719,0.3132146092103176,0.9310726520622408,0.6890028175779848
