context_id,split,source,text_full,n_tokens,t,token_id,token_str,act_norm,layer_index,hidden_states_index,weights,pair_id,pair_index,version,family,template,filling,slot_type,name_overlap,meaning_A,meaning_B,fact_sentence,len_mismatch,cos_hA_hB
F1T2f2A,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The laboratory log lists Sela and Dario as the two technicians on duty. Exactly one technician serviced the pump. Sela serviced the pump; Dario did not. The record ends here.",68,67,13,.,109.46993255615234,20,21,TARGET,F1T2f2,7,A,1,2,2,entity,False,Sela serviced the pump.,Dario serviced the pump.,Sela serviced the pump; Dario did not.,False,0.9973110969457175
F1T2f2B,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The laboratory log lists Sela and Dario as the two technicians on duty. Exactly one technician serviced the pump. Dario serviced the pump; Sela did not. The record ends here.",68,67,13,.,108.83222198486328,20,21,TARGET,F1T2f2,7,B,1,2,2,entity,False,Sela serviced the pump.,Dario serviced the pump.,Dario serviced the pump; Sela did not.,False,0.9973110969457175
F1T2f3A,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The laboratory log lists Priya and Tomas as the two technicians on duty. Exactly one technician inspected the valve. Priya inspected the valve; Tomas did not. The record ends here.",66,65,13,.,105.83910369873047,20,21,TARGET,F1T2f3,8,A,1,2,3,entity,False,Priya inspected the valve.,Tomas inspected the valve.,Priya inspected the valve; Tomas did not.,False,0.9890584234247636
F1T2f3B,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The laboratory log lists Priya and Tomas as the two technicians on duty. Exactly one technician inspected the valve. Tomas inspected the valve; Priya did not. The record ends here.",66,65,13,.,107.14157104492188,20,21,TARGET,F1T2f3,8,B,1,2,3,entity,False,Priya inspected the valve.,Tomas inspected the valve.,Tomas inspected the valve; Priya did not.,False,0.9890584234247636
F2T1f0A,dev,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The access log records one arrival by Mira and one by Jonas. Their arrival times were different. Mira arrived before Jonas. The record ends here.",60,59,13,.,104.28129577636719,20,21,TARGET,F2T1f0,10,A,2,1,0,detail,False,Mira arrived before Jonas.,Jonas arrived before Mira.,Mira arrived before Jonas.,False,0.9957523570947943
F2T1f0B,dev,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The access log records one arrival by Mira and one by Jonas. Their arrival times were different. Jonas arrived before Mira. The record ends here.",60,59,13,.,104.80402374267578,20,21,TARGET,F2T1f0,10,B,2,1,0,detail,False,Mira arrived before Jonas.,Jonas arrived before Mira.,Jonas arrived before Mira.,False,0.9957523570947943
F2T1f1A,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The access log records one arrival by Lena and one by Omar. Their arrival times were different. Lena arrived before Omar. The record ends here.",58,57,13,.,104.17387390136719,20,21,TARGET,F2T1f1,11,A,2,1,1,detail,True,Lena arrived before Omar.,Omar arrived before Lena.,Lena arrived before Omar.,False,0.9983120734938427
F2T1f1B,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The access log records one arrival by Lena and one by Omar. Their arrival times were different. Omar arrived before Lena. The record ends here.",58,57,13,.,104.53353881835938,20,21,TARGET,F2T1f1,11,B,2,1,1,detail,True,Lena arrived before Omar.,Omar arrived before Lena.,Omar arrived before Lena.,False,0.9983120734938427
F2T1f2A,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The access log records one arrival by Priya and one by Tomas. Their arrival times were different. Priya arrived before Tomas. The record ends here.",60,59,13,.,102.12863159179688,20,21,TARGET,F2T1f2,12,A,2,1,2,detail,False,Priya arrived before Tomas.,Tomas arrived before Priya.,Priya arrived before Tomas.,False,0.99268697324525
F2T1f2B,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The access log records one arrival by Priya and one by Tomas. Their arrival times were different. Tomas arrived before Priya. The record ends here.",60,59,13,.,104.09275817871094,20,21,TARGET,F2T1f2,12,B,2,1,2,detail,False,Priya arrived before Tomas.,Tomas arrived before Priya.,Tomas arrived before Priya.,False,0.99268697324525
F2T1f3A,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The access log records one arrival by Farah and one by Niko. Their arrival times were different. Farah arrived before Niko. The record ends here.",62,61,13,.,105.35436248779297,20,21,TARGET,F2T1f3,13,A,2,1,3,detail,False,Farah arrived before Niko.,Niko arrived before Farah.,Farah arrived before Niko.,False,0.9981415949800254
F2T1f3B,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The access log records one arrival by Farah and one by Niko. Their arrival times were different. Niko arrived before Farah. The record ends here.",62,61,13,.,105.888916015625,20,21,TARGET,F2T1f3,13,B,2,1,3,detail,False,Farah arrived before Niko.,Niko arrived before Farah.,Niko arrived before Farah.,False,0.9981415949800254
F2T2f0A,dev,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The warehouse log records one shipment arrival and one inspection. These events occurred at different times. The shipment arrived before the inspection began. The record ends here.",60,59,13,.,97.61558532714844,20,21,TARGET,F2T2f0,15,A,2,2,0,detail,False,The shipment arrived before the inspection began.,The inspection began before the shipment arrived.,The shipment arrived before the inspection began.,False,0.9885662424306307
F2T2f0B,dev,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The warehouse log records one shipment arrival and one inspection. These events occurred at different times. The inspection began before the shipment arrived. The record ends here.",60,59,13,.,97.67157745361328,20,21,TARGET,F2T2f0,15,B,2,2,0,detail,False,The shipment arrived before the inspection began.,The inspection began before the shipment arrived.,The inspection began before the shipment arrived.,False,0.9885662424306307
F2T2f1A,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The clinic log records one sample delivery and one analysis. These events occurred at different times. The sample was delivered before the analysis began. The record ends here.",61,60,13,.,100.53653717041016,20,21,TARGET,F2T2f1,16,A,2,2,1,detail,False,The sample was delivered before the analysis began.,The analysis began before the sample was delivered.,The sample was delivered before the analysis began.,False,0.991183280556148
F2T2f1B,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The clinic log records one sample delivery and one analysis. These events occurred at different times. The analysis began before the sample was delivered. The record ends here.",61,60,13,.,100.65737915039062,20,21,TARGET,F2T2f1,16,B,2,2,1,detail,False,The sample was delivered before the analysis began.,The analysis began before the sample was delivered.,The analysis began before the sample was delivered.,False,0.991183280556148
F2T2f2A,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The garage log records one repair and one road test. These events occurred at different times. The repair was completed before the road test began. The record ends here.",62,61,13,.,103.3647232055664,20,21,TARGET,F2T2f2,17,A,2,2,2,detail,False,The repair was completed before the road test began.,The road test began before the repair was completed.,The repair was completed before the road test began.,False,0.9924115940129397
F2T2f2B,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The garage log records one repair and one road test. These events occurred at different times. The road test began before the repair was completed. The record ends here.",62,61,13,.,103.51754760742188,20,21,TARGET,F2T2f2,17,B,2,2,2,detail,False,The repair was completed before the road test began.,The road test began before the repair was completed.,The road test began before the repair was completed.,False,0.9924115940129397
F2T2f3A,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The office log records one payment and one invoice. These events occurred at different times. The payment was received before the invoice was issued. The record ends here.",61,60,13,.,101.21904754638672,20,21,TARGET,F2T2f3,18,A,2,2,3,detail,False,The payment was received before the invoice was issued.,The invoice was issued before the payment was received.,The payment was received before the invoice was issued.,False,0.9954891143244045
F2T2f3B,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The office log records one payment and one invoice. These events occurred at different times. The invoice was issued before the payment was received. The record ends here.",61,60,13,.,100.69610595703125,20,21,TARGET,F2T2f3,18,B,2,2,3,detail,False,The payment was received before the invoice was issued.,The invoice was issued before the payment was received.,The invoice was issued before the payment was received.,False,0.9954891143244045
F3T1f0A,dev,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The inventory entry describes one sealed box. Its contents were counted twice and the counts agreed. The box contained exactly six glass vials. The record ends here.",61,60,13,.,112.68790435791016,20,21,TARGET,F3T1f0,20,A,3,1,0,detail,False,The box contained exactly six glass vials.,The box contained exactly nine glass vials.,The box contained exactly six glass vials.,False,0.9992036625529316
F3T1f0B,dev,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The inventory entry describes one sealed box. Its contents were counted twice and the counts agreed. The box contained exactly nine glass vials. The record ends here.",61,60,13,.,113.2147445678711,20,21,TARGET,F3T1f0,20,B,3,1,0,detail,False,The box contained exactly six glass vials.,The box contained exactly nine glass vials.,The box contained exactly nine glass vials.,False,0.9992036625529316
F3T1f1A,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The inventory entry describes one sealed box. Its contents were counted twice and the counts agreed. The box contained exactly four copper coins. The record ends here.",60,59,13,.,113.23641204833984,20,21,TARGET,F3T1f1,21,A,3,1,1,detail,False,The box contained exactly four copper coins.,The box contained exactly seven copper coins.,The box contained exactly four copper coins.,False,0.9981486995953476
F3T1f1B,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The inventory entry describes one sealed box. Its contents were counted twice and the counts agreed. The box contained exactly seven copper coins. The record ends here.",60,59,13,.,113.39015197753906,20,21,TARGET,F3T1f1,21,B,3,1,1,detail,False,The box contained exactly four copper coins.,The box contained exactly seven copper coins.,The box contained exactly seven copper coins.,False,0.9981486995953476
F3T1f2A,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The inventory entry describes one sealed box. Its contents were counted twice and the counts agreed. The box contained exactly five sealed envelopes. The record ends here.",60,59,13,.,111.16555786132812,20,21,TARGET,F3T1f2,22,A,3,1,2,detail,False,The box contained exactly five sealed envelopes.,The box contained exactly eight sealed envelopes.,The box contained exactly five sealed envelopes.,False,0.9989388011654677
F3T1f2B,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The inventory entry describes one sealed box. Its contents were counted twice and the counts agreed. The box contained exactly eight sealed envelopes. The record ends here.",60,59,13,.,111.54029083251953,20,21,TARGET,F3T1f2,22,B,3,1,2,detail,False,The box contained exactly five sealed envelopes.,The box contained exactly eight sealed envelopes.,The box contained exactly eight sealed envelopes.,False,0.9989388011654677
F3T1f3A,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The inventory entry describes one sealed box. Its contents were counted twice and the counts agreed. The box contained exactly three steel bolts. The record ends here.",60,59,13,.,113.83576202392578,20,21,TARGET,F3T1f3,23,A,3,1,3,detail,False,The box contained exactly three steel bolts.,The box contained exactly ten steel bolts.,The box contained exactly three steel bolts.,False,0.9973396816974055
F3T1f3B,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The inventory entry describes one sealed box. Its contents were counted twice and the counts agreed. The box contained exactly ten steel bolts. The record ends here.",60,59,13,.,112.99010467529297,20,21,TARGET,F3T1f3,23,B,3,1,3,detail,False,The box contained exactly three steel bolts.,The box contained exactly ten steel bolts.,The box contained exactly ten steel bolts.,False,0.9973396816974055
F3T2f0A,dev,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The meeting log records one session. Its duration was measured from the opening statement to the final adjournment. The session lasted exactly twenty minutes. The record ends here.",63,62,13,.,111.96974182128906,20,21,TARGET,F3T2f0,25,A,3,2,0,detail,False,The session lasted exactly twenty minutes.,The session lasted exactly forty minutes.,The session lasted exactly twenty minutes.,False,0.9962521713408637
F3T2f0B,dev,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The meeting log records one session. Its duration was measured from the opening statement to the final adjournment. The session lasted exactly forty minutes. The record ends here.",63,62,13,.,114.51931762695312,20,21,TARGET,F3T2f0,25,B,3,2,0,detail,False,The session lasted exactly twenty minutes.,The session lasted exactly forty minutes.,The session lasted exactly forty minutes.,False,0.9962521713408637
F3T2f1A,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The training log records one session. Its duration was measured from the opening statement to the final adjournment. The session lasted exactly fifteen minutes. The record ends here.",63,62,13,.,110.64028930664062,20,21,TARGET,F3T2f1,26,A,3,2,1,detail,False,The session lasted exactly fifteen minutes.,The session lasted exactly thirty minutes.,The session lasted exactly fifteen minutes.,False,0.9969835464726603
F3T2f1B,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The training log records one session. Its duration was measured from the opening statement to the final adjournment. The session lasted exactly thirty minutes. The record ends here.",63,62,13,.,110.84125518798828,20,21,TARGET,F3T2f1,26,B,3,2,1,detail,False,The session lasted exactly fifteen minutes.,The session lasted exactly thirty minutes.,The session lasted exactly thirty minutes.,False,0.9969835464726603
F3T2f2A,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The rehearsal log records one session. Its duration was measured from the opening statement to the final adjournment. The session lasted exactly ten minutes. The record ends here.",63,62,13,.,114.78441619873047,20,21,TARGET,F3T2f2,27,A,3,2,2,detail,False,The session lasted exactly ten minutes.,The session lasted exactly fifty minutes.,The session lasted exactly ten minutes.,False,0.9932903860924563
F3T2f2B,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The rehearsal log records one session. Its duration was measured from the opening statement to the final adjournment. The session lasted exactly fifty minutes. The record ends here.",63,62,13,.,114.9295654296875,20,21,TARGET,F3T2f2,27,B,3,2,2,detail,False,The session lasted exactly ten minutes.,The session lasted exactly fifty minutes.,The session lasted exactly fifty minutes.,False,0.9932903860924563
F3T2f3A,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The briefing log records one session. Its duration was measured from the opening statement to the final adjournment. The session lasted exactly twenty-five minutes. The record ends here.",64,63,13,.,113.32252502441406,20,21,TARGET,F3T2f3,28,A,3,2,3,detail,False,The session lasted exactly twenty-five minutes.,The session lasted exactly fifty-five minutes.,The session lasted exactly twenty-five minutes.,False,0.99545760349378
F3T2f3B,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The briefing log records one session. Its duration was measured from the opening statement to the final adjournment. The session lasted exactly fifty-five minutes. The record ends here.",64,63,13,.,114.07611083984375,20,21,TARGET,F3T2f3,28,B,3,2,3,detail,False,The session lasted exactly twenty-five minutes.,The session lasted exactly fifty-five minutes.,The session lasted exactly fifty-five minutes.,False,0.99545760349378
F4T1f0A,dev,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The tool log records one upload attempt, with no retries. The result was checked after the attempt ended. The upload succeeded. The record ends here.",59,58,13,.,105.06095886230469,20,21,TARGET,F4T1f0,30,A,4,1,0,detail,False,The upload succeeded.,The upload failed.,The upload succeeded.,False,0.9675970037457823
F4T1f0B,dev,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The tool log records one upload attempt, with no retries. The result was checked after the attempt ended. The upload failed. The record ends here.",59,58,13,.,104.85618591308594,20,21,TARGET,F4T1f0,30,B,4,1,0,detail,False,The upload succeeded.,The upload failed.,The upload failed.,False,0.9675970037457823
F4T1f1A,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The tool log records one backup attempt, with no retries. The result was checked after the attempt ended. The backup succeeded. The record ends here.",59,58,13,.,108.42350769042969,20,21,TARGET,F4T1f1,31,A,4,1,1,detail,False,The backup succeeded.,The backup failed.,The backup succeeded.,False,0.979295412193887
F4T1f1B,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The tool log records one backup attempt, with no retries. The result was checked after the attempt ended. The backup failed. The record ends here.",59,58,13,.,105.59114837646484,20,21,TARGET,F4T1f1,31,B,4,1,1,detail,False,The backup succeeded.,The backup failed.,The backup failed.,False,0.979295412193887
F4T1f2A,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The tool log records one transfer attempt, with no retries. The result was checked after the attempt ended. The transfer succeeded. The record ends here.",59,58,13,.,107.06697845458984,20,21,TARGET,F4T1f2,32,A,4,1,2,detail,False,The transfer succeeded.,The transfer failed.,The transfer succeeded.,False,0.981782400308402
F4T1f2B,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The tool log records one transfer attempt, with no retries. The result was checked after the attempt ended. The transfer failed. The record ends here.",59,58,13,.,104.51333618164062,20,21,TARGET,F4T1f2,32,B,4,1,2,detail,False,The transfer succeeded.,The transfer failed.,The transfer failed.,False,0.981782400308402
F4T1f3A,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The tool log records one login attempt, with no retries. The result was checked after the attempt ended. The login succeeded. The record ends here.",59,58,13,.,108.31145477294922,20,21,TARGET,F4T1f3,33,A,4,1,3,detail,False,The login succeeded.,The login failed.,The login succeeded.,False,0.9823563841532078
F4T1f3B,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The tool log records one login attempt, with no retries. The result was checked after the attempt ended. The login failed. The record ends here.",59,58,13,.,105.17078399658203,20,21,TARGET,F4T1f3,33,B,4,1,3,detail,False,The login succeeded.,The login failed.,The login failed.,False,0.9823563841532078
F4T2f0A,dev,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The review log concerns one application and one final decision. The decision was issued yesterday. The application was approved. The record ends here.",56,55,13,.,109.37516021728516,20,21,TARGET,F4T2f0,35,A,4,2,0,detail,False,The application was approved.,The application was rejected.,The application was approved.,False,0.9913781175846549
F4T2f0B,dev,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The review log concerns one application and one final decision. The decision was issued yesterday. The application was rejected. The record ends here.",56,55,13,.,106.99095153808594,20,21,TARGET,F4T2f0,35,B,4,2,0,detail,False,The application was approved.,The application was rejected.,The application was rejected.,False,0.9913781175846549
F4T2f1A,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The permit log concerns one permit and one final decision. The decision was issued yesterday. The permit was granted. The record ends here.",56,55,13,.,109.9134521484375,20,21,TARGET,F4T2f1,36,A,4,2,1,detail,False,The permit was granted.,The permit was denied.,The permit was granted.,False,0.9903229526715842
F4T2f1B,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The permit log concerns one permit and one final decision. The decision was issued yesterday. The permit was denied. The record ends here.",56,55,13,.,111.41375732421875,20,21,TARGET,F4T2f1,36,B,4,2,1,detail,False,The permit was granted.,The permit was denied.,The permit was denied.,False,0.9903229526715842
F4T2f2A,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The claims log concerns one claim and one final decision. The decision was issued yesterday. The claim was accepted. The record ends here.",56,55,13,.,111.28790283203125,20,21,TARGET,F4T2f2,37,A,4,2,2,detail,False,The claim was accepted.,The claim was rejected.,The claim was accepted.,False,0.9940185023200984
F4T2f2B,eval,synthetic B1 template (PLAN.md round 4),"The following entry was copied from the archive without changes. It was checked once for completeness and once for accuracy, and nothing in it was altered. The claims log concerns one claim and one final decision. The decision was issued yesterday. The claim was rejected. The record ends here.",56,55,13,.,111.21817016601562,20,21,TARGET,F4T2f2,37,B,4,2,2,detail,False,The claim was accepted.,The claim was rejected.,The claim was rejected.,False,0.9940185023200984
