row,stim_idx,claim_idx,n_claims,is_last,edit_type,single_word,error,word_pos,word_orig,word_corrupt,lp_orig,lp_corrupt,n_tok_orig,n_tok_corrupt,d_inj,lp_orig_noinj,lp_corrupt_noinj,d_noinj,d_inj_minus_noinj,prefill,lead,split,foreign_stim_idx,context_left_64,token_str,context_right_16,in_ctx,in_ctx_right,corrupt_in_ctx,claim,lp_orig_pos2,lp_corrupt_pos2,lp_orig_foreign,lp_corrupt_foreign,t2b_error,d_own,d_pos2,d_foreign,own_minus_pos2,own_minus_foreign,pos2_minus_noinj,foreign_minus_noinj
144,42,0,3,False,corrupt_det,True,,10,NES,Deinonychus,-1.3350590467453003,-23.50893783569336,1.0,5.0,22.17387878894806,-17.001575469970703,-23.208904266357425,6.207328796386719,15.96654999256134,"<explanation>
British video game wiki format with structured article detailing a", ,eval,142," and it will slightly deplete every time the player is hit by an enemy . If Pendragon completely runs out of energy , a large skeletal hand will drag the player off @-@ screen , thus killing him . 
 Various segments of maps are scattered around the galleon , which will form a complete view of the", game, 's overworld once all the segments are picked up . Other scattered items in,False,False,False,"British video game wiki format with structured article detailing a NES platform game's mechanics and stages, listing features and gameplay elements.",-6.202415466308594,-24.84140396118164,-20.203433990478516,-31.710880279541016,,22.17387878894806,18.638988494873047,11.5074462890625,3.534890294075012,10.666432499885559,12.431659698486328,5.300117492675781
145,42,1,3,False,corrupt_det,True,,2,"""Once","""John",-15.06422233581543,-26.97047233581543,2.0,2.0,11.90625,-19.29901695251465,-11.986516952514648,-7.3125,19.21875,"<explanation>
The sentence", ,eval,142," and it will slightly deplete every time the player is hit by an enemy . If Pendragon completely runs out of energy , a large skeletal hand will drag the player off @-@ screen , thus killing him . 
 Various segments of maps are scattered around the galleon , which will form a complete view of the", game, 's overworld once all the segments are picked up . Other scattered items in,False,True,False,"The sentence ""Once the player enters the stage select screen the player will begin to scroll through the levels of the stage to create the map of the game"" describes a loading sequence detail, suggesting continuation of describing the level loading mechanics or screen display of the entire dungeon.",-21.832820892333984,-25.207820892333984,-24.810754776000977,-20.810754776000977,,11.90625,3.375,-4.0,8.53125,15.90625,10.6875,3.3125
146,42,2,3,True,corrupt,True,,31,"""world""","""hell""",-7.2973713874816895,-36.256309509277344,3.0,3.0,28.958938121795654,-14.82039737701416,-18.113338470458984,3.292941093444824,25.66599702835083,"<explanation>
Final token ""game"" ends mid-phrase (""the view of the game""), part of a clause listing what the accumulated points create (""the accumulated stages will form the view of the game""), expecting", ,eval,142," and it will slightly deplete every time the player is hit by an enemy . If Pendragon completely runs out of energy , a large skeletal hand will drag the player off @-@ screen , thus killing him . 
 Various segments of maps are scattered around the galleon , which will form a complete view of the", game, 's overworld once all the segments are picked up . Other scattered items in,False,False,False,"Final token ""game"" ends mid-phrase (""the view of the game""), part of a clause listing what the accumulated points create (""the accumulated stages will form the view of the game""), expecting ""world"" or ""world map"" or ""play area"" or ""overall progression.""",-33.07123565673828,-34.880184173583984,-40.99073791503906,-31.7169189453125,,28.958938121795654,1.8089485168457031,-9.273818969726562,27.14998960494995,38.23275709152222,-1.483992576599121,-12.566760063171387
147,43,0,3,False,corrupt,True,,16,"""Darkwolf,""","""Dawnlight,""",-4.95731782913208,-21.22840118408203,4.0,5.0,16.27108335494995,-19.26150703430176,-19.269208908081055,0.0077018737792968,16.263381481170654,"<explanation>
Wiki article format with comic book character biography listing appearances and sales figures for the superhero", ,eval,143," Shaolin Monks , and being among the eleven series characters representing the franchise in the crossover game Mortal Kombat vs. DC Universe . Liu Kang has extensively featured in alternate Mortal Kombat media and official merchandise , serving as the primary protagonist of the two feature @-@ length films and the Malibu Comics comic", book," adaptations , in addition to supporting roles in other media such as the 19",False,False,False,"Wiki article format with comic book character biography listing appearances and sales figures for the superhero ""Darkwolf,"" detailing his media history.",-15.801945686340332,-19.233388900756836,-27.910829544067383,-29.067873001098633,,16.27108335494995,3.431443214416504,1.15704345703125,12.839640140533447,15.114039897918701,3.423741340637207,1.1493415832519531
147,43,0,3,False,corrupt_det,True,,16,"""Darkwolf,""","""Oakland,""",-4.95731782913208,-17.821426391601562,4.0,4.0,12.864108562469482,-19.26150703430176,-13.87823486328125,-5.383272171020508,18.24738073348999,"<explanation>
Wiki article format with comic book character biography listing appearances and sales figures for the superhero", ,eval,143," Shaolin Monks , and being among the eleven series characters representing the franchise in the crossover game Mortal Kombat vs. DC Universe . Liu Kang has extensively featured in alternate Mortal Kombat media and official merchandise , serving as the primary protagonist of the two feature @-@ length films and the Malibu Comics comic", book," adaptations , in addition to supporting roles in other media such as the 19",False,False,False,"Wiki article format with comic book character biography listing appearances and sales figures for the superhero ""Darkwolf,"" detailing his media history.",-15.801945686340332,-18.374013900756836,-27.910829544067383,-16.645170211791992,,12.864108562469482,2.572068214416504,-11.26565933227539,10.292040348052979,24.129767894744873,7.955340385437012,-5.882387161254883
148,43,1,3,False,corrupt_det,True,,3,"""His","""Saul",-1.1412442922592163,-12.265340805053713,2.0,3.0,11.124096512794496,-6.82025146484375,-14.464715957641602,7.644464492797852,3.479632019996643,"<explanation>
The sentence ending", ,eval,143," Shaolin Monks , and being among the eleven series characters representing the franchise in the crossover game Mortal Kombat vs. DC Universe . Liu Kang has extensively featured in alternate Mortal Kombat media and official merchandise , serving as the primary protagonist of the two feature @-@ length films and the Malibu Comics comic", book," adaptations , in addition to supporting roles in other media such as the 19",False,False,False,"The sentence ending ""His comic book appearances also influenced the character's video game and comic book series as well as the Darkwolf comic book series and the Darkwolf comic book"" suggests a concluding clause listing another media property or publication series, likely a comic book series or series.",-6.931542873382568,-18.365276336669922,-11.57250690460205,-13.714362144470215,,11.124096512794496,11.433733463287354,2.141855239868164,-0.3096369504928571,8.982241272926332,3.789268970489502,-5.5026092529296875
150,44,0,3,False,corrupt,True,,17,gangster's,puppy's,-1.5472135543823242,-18.020034790039062,3.0,2.0,16.47282123565674,-15.255699157714844,-15.501405715942385,0.245706558227539,16.2271146774292,"<explanation>
Narrative momentum: a comic book description listing character traits and dialogue, with a specific scene detailing a", ,eval,144," of wealthy Arthur Fortune ( modelled on British entrepreneur Richard Branson ) . Fortune easily charms the crowd and hands out dollar bills to his customers . This embarrasses the unpopular Mr. Burns , who asks Homer to help him be loved by all . 
 As his first activity , Burns has Homer throw silver dollars from the top", of," a tall building , which instead of winning him popularity just causes injuries and terrifies",False,False,False,"Narrative momentum: a comic book description listing character traits and dialogue, with a specific scene detailing a gangster's actions.",-23.5328426361084,-20.80642318725586,-16.602998733520508,-15.009936332702637,,16.47282123565674,-2.726419448852539,-1.593062400817871,19.199240684509277,18.06588363647461,-2.972126007080078,-1.8387689590454102
152,44,2,3,True,corrupt_det,True,,23,"(""He","(""Two",-15.23285961151123,-17.232860565185547,2.0,2.0,2.0000009536743164,-11.319961547851562,-15.038711547851562,3.71875,-1.7187490463256836,"<explanation>
Final token ""top of"" is mid-phrase in an incomplete clause (""when he climbs up the top of""), part of a list of actions", ,eval,144," of wealthy Arthur Fortune ( modelled on British entrepreneur Richard Branson ) . Fortune easily charms the crowd and hands out dollar bills to his customers . This embarrasses the unpopular Mr. Burns , who asks Homer to help him be loved by all . 
 As his first activity , Burns has Homer throw silver dollars from the top", of," a tall building , which instead of winning him popularity just causes injuries and terrifies",False,False,False,"Final token ""top of"" is mid-phrase in an incomplete clause (""when he climbs up the top of""), part of a list of actions (""He throws himself off the top of""), expecting a specific building or structure like ""the Empire State Building"" or ""his office building"" or ""a skyscraper.""",-21.020235061645508,-22.832733154296875,-19.17074203491211,-22.07699203491211,,2.0000009536743164,1.8124980926513672,2.90625,0.18750286102294922,-0.9062490463256836,-1.9062519073486328,-0.8125
154,45,1,3,False,corrupt,True,,21,"20""),","1900""),",-0.8367635011672974,-24.723854064941406,4.0,6.0,23.88709056377411,-12.03884983062744,-12.135273933410645,0.0964241027832031,23.790666460990906,"<explanation>
The sentence structure ""The 'Open Source' panel appeared at TED 2008"" establishes a date reference (""The conference was held at IFLA", ,eval,145," of CBS News , former Encyclopædia Britannica chief Robert McHenry and former Central Intelligence Agency director James Woolsey . The documentary discusses incidents that shed a negative light on Wikipedia , including the Essjay controversy and the Wikipedia biography controversy . 
 The long @-@ delayed film premiered at Wikimania 2",0,"10 in Gdańsk in July 2010 , and was screened at",True,False,False,"The sentence structure ""The 'Open Source' panel appeared at TED 2008"" establishes a date reference (""The conference was held at IFLA 20""), implying a second event date follows about the book's attendance.",-18.298429489135742,-22.52971649169922,-16.493741989135742,-20.879886627197266,,23.88709056377411,4.231287002563477,4.386144638061523,19.655803561210632,19.500945925712585,4.134862899780273,4.28972053527832
154,45,1,3,False,corrupt_det,True,,10,"2008""","2015""",-1.3575319051742554,-12.328301429748535,6.0,6.0,10.97076952457428,-11.862075805664062,-11.584138870239258,-0.2779369354248047,11.248706459999084,"<explanation>
The sentence structure ""The 'Open Source' panel appeared at TED", ,eval,145," of CBS News , former Encyclopædia Britannica chief Robert McHenry and former Central Intelligence Agency director James Woolsey . The documentary discusses incidents that shed a negative light on Wikipedia , including the Essjay controversy and the Wikipedia biography controversy . 
 The long @-@ delayed film premiered at Wikimania 2",0,"10 in Gdańsk in July 2010 , and was screened at",False,False,False,"The sentence structure ""The 'Open Source' panel appeared at TED 2008"" establishes a date reference (""The conference was held at IFLA 20""), implying a second event date follows about the book's attendance.",-21.9392147064209,-24.830677032470703,-22.623212814331055,-21.384037017822266,,10.97076952457428,2.8914623260498047,-1.239175796508789,8.079307198524475,12.209945321083069,3.1693992614746094,-0.9612388610839844
155,45,2,3,True,corrupt_det,True,,2,"""20""","""27""",-1.0609576747810934e-05,-27.82289123535156,4.0,4.0,27.822880625774815,-27.96869850158691,-31.583301544189453,3.614603042602539,24.208277583172276,"<explanation>
Final token", ,eval,145," of CBS News , former Encyclopædia Britannica chief Robert McHenry and former Central Intelligence Agency director James Woolsey . The documentary discusses incidents that shed a negative light on Wikipedia , including the Essjay controversy and the Wikipedia biography controversy . 
 The long @-@ delayed film premiered at Wikimania 2",0,"10 in Gdańsk in July 2010 , and was screened at",True,False,False,"Final token ""20"" is mid-number in ""IFLA 20"", part of a date expression (""Symposium 20""), strongly expecting ""08"" or ""09"" to complete the year, then ""9"" or ""10, a conference on the findings.""",-41.30015563964844,-45.65370178222656,-36.212074279785156,-40.29540252685547,,27.822880625774815,4.353546142578125,4.0833282470703125,23.46933448319669,23.739552378704502,0.7389430999755859,0.46872520446777344
156,46,0,4,False,corrupt,True,,8,Hawaiian,Siberian,-0.2853124141693115,-16.80295181274414,1.0,2.0,16.51763939857483,-14.970085144042969,-18.416479110717773,3.4463939666748047,13.071245431900024,"<explanation>
Historical/biographical article format with academic tone describing a", ,eval,146,"-@ born combatants who fought in the American Civil War while the Kingdom of Hawaiʻi was still an independent nation . 
 Born and raised in Hilo , Hawaiʻi , he was the eldest son of Kinoʻoleoliliha , a Hawaiian high chiefess , and Benjamin Pitman , an American", pioneer, settler from Massachusetts . Through his father 's business success in the whaling,True,True,False,"Historical/biographical article format with academic tone describing a Hawaiian pioneer woman's family history, listing details about a female politician's life and a mysterious murder.",-0.013397900387644768,-21.04475975036621,-16.249996185302734,-19.476806640625,,16.51763939857483,21.031361849978566,3.2268104553222656,-4.513722451403737,13.290828943252563,17.58496788330376,-0.21958351135253906
156,46,0,4,False,corrupt_det,True,,8,Hawaiian,Dracaena,-0.2853124141693115,-28.128162384033203,1.0,3.0,27.84284996986389,-14.970085144042969,-28.526517868041992,13.556432723999023,14.286417245864868,"<explanation>
Historical/biographical article format with academic tone describing a", ,eval,146,"-@ born combatants who fought in the American Civil War while the Kingdom of Hawaiʻi was still an independent nation . 
 Born and raised in Hilo , Hawaiʻi , he was the eldest son of Kinoʻoleoliliha , a Hawaiian high chiefess , and Benjamin Pitman , an American", pioneer, settler from Massachusetts . Through his father 's business success in the whaling,True,True,False,"Historical/biographical article format with academic tone describing a Hawaiian pioneer woman's family history, listing details about a female politician's life and a mysterious murder.",-0.013397900387644768,-32.35551452636719,-16.249996185302734,-28.216203689575195,,27.84284996986389,32.34211662597954,11.966207504272461,-4.499266656115651,15.87664246559143,18.78568390198052,-1.5902252197265625
157,46,1,4,False,corrupt_det,True,,2,"""Her","""NBC",-8.178153038024902,-17.553152084350586,2.0,2.0,9.374999046325684,-11.395586967468262,-15.645586967468262,4.25,5.124999046325684,"<explanation>
The phrase", ,eval,146,"-@ born combatants who fought in the American Civil War while the Kingdom of Hawaiʻi was still an independent nation . 
 Born and raised in Hilo , Hawaiʻi , he was the eldest son of Kinoʻoleoliliha , a Hawaiian high chiefess , and Benjamin Pitman , an American", pioneer, settler from Massachusetts . Through his father 's business success in the whaling,False,False,False,"The phrase ""Her father was a Hawaiian missionary named James A.",-12.547233581542969,-21.8284854888916,-11.228920936584473,-12.853920936584473,,9.374999046325684,9.281251907348633,1.625,0.09374713897705078,7.749999046325684,5.031251907348633,-2.625
158,46,2,4,False,corrupt,True,,2,American,British,-7.108587741851807,-11.046087265014648,1.0,1.0,3.937499523162842,-11.311741828918455,-5.811741828918457,-5.5,9.437499523162842,"<explanation>
Wilcox, a", ,eval,146,"-@ born combatants who fought in the American Civil War while the Kingdom of Hawaiʻi was still an independent nation . 
 Born and raised in Hilo , Hawaiʻi , he was the eldest son of Kinoʻoleoliliha , a Hawaiian high chiefess , and Benjamin Pitman , an American", pioneer, settler from Massachusetts . Through his father 's business success in the whaling,True,True,False,"Wilcox, a American pioneer"" suggests an incomplete noun phrase describing his identity or social status, likely continuing with a specific occupation or immigrant background detail.",-10.227463722229004,-12.852463722229004,-12.776383399963379,-11.463883399963379,,3.937499523162842,2.625,-1.3125,1.3124995231628418,5.249999523162842,8.125,4.1875
158,46,2,4,False,corrupt_det,True,,2,American,The,-7.108587741851807,-18.62421226501465,1.0,1.0,11.515624523162842,-11.311741828918455,-14.921116828918455,3.609375,7.906249523162842,"<explanation>
Wilcox, a", ,eval,146,"-@ born combatants who fought in the American Civil War while the Kingdom of Hawaiʻi was still an independent nation . 
 Born and raised in Hilo , Hawaiʻi , he was the eldest son of Kinoʻoleoliliha , a Hawaiian high chiefess , and Benjamin Pitman , an American", pioneer, settler from Massachusetts . Through his father 's business success in the whaling,True,True,True,"Wilcox, a American pioneer"" suggests an incomplete noun phrase describing his identity or social status, likely continuing with a specific occupation or immigrant background detail.",-10.227463722229004,-18.446212768554688,-12.776383399963379,-15.651383399963379,,11.515624523162842,8.218749046325684,2.875,3.296875476837158,8.640624523162842,4.609374046325684,-0.734375
159,46,3,4,True,corrupt,True,,36,"Mormonism.""","Islam"".",-12.55418586730957,-21.882110595703125,3.0,2.0,9.327924728393556,-25.183019638061523,-21.92531394958496,-3.2577056884765625,12.585630416870117,"<explanation>
Final token ""pioneer"" ends mid-phrase (""a American pioneer""), part of a parenthetical attribution clause (""her husband was a Scottish immigrant pioneer""), strongly expecting continuation like ""farmer"" or ""and businessman"" or ""of Honolulu"" or ""who converted to", ,eval,146,"-@ born combatants who fought in the American Civil War while the Kingdom of Hawaiʻi was still an independent nation . 
 Born and raised in Hilo , Hawaiʻi , he was the eldest son of Kinoʻoleoliliha , a Hawaiian high chiefess , and Benjamin Pitman , an American", pioneer, settler from Massachusetts . Through his father 's business success in the whaling,False,False,False,"Final token ""pioneer"" ends mid-phrase (""a American pioneer""), part of a parenthetical attribution clause (""her husband was a Scottish immigrant pioneer""), strongly expecting continuation like ""farmer"" or ""and businessman"" or ""of Honolulu"" or ""who converted to Mormonism.""",-19.4755859375,-21.356807708740234,-33.7807502746582,-31.243927001953125,,9.327924728393556,1.8812217712402344,-2.536823272705078,7.446702957153322,11.864748001098635,5.138927459716797,0.7208824157714844
159,46,3,4,True,corrupt_det,True,,6,American,Later,-8.651310920715332,-21.33881187438965,1.0,1.0,12.687500953674316,-10.9246826171875,-17.1278076171875,6.203125,6.484375953674316,"<explanation>
Final token ""pioneer"" ends mid-phrase (""a", ,eval,146,"-@ born combatants who fought in the American Civil War while the Kingdom of Hawaiʻi was still an independent nation . 
 Born and raised in Hilo , Hawaiʻi , he was the eldest son of Kinoʻoleoliliha , a Hawaiian high chiefess , and Benjamin Pitman , an American", pioneer, settler from Massachusetts . Through his father 's business success in the whaling,True,True,False,"Final token ""pioneer"" ends mid-phrase (""a American pioneer""), part of a parenthetical attribution clause (""her husband was a Scottish immigrant pioneer""), strongly expecting continuation like ""farmer"" or ""and businessman"" or ""of Honolulu"" or ""who converted to Mormonism.""",-19.54083824157715,-21.07990074157715,-15.590229034423828,-22.730854034423828,,12.687500953674316,1.5390625,7.140625,11.148438453674316,5.546875953674316,-4.6640625,0.9375
161,47,1,3,False,corrupt,True,,36,Raw,SmackDown,-2.759676694869995,-7.903029918670654,1.0,3.0,5.143353223800659,-11.66219425201416,-15.763863563537598,4.1016693115234375,1.0416839122772217,"<explanation>
The sentence ending ""After leaving Raw he returned to SmackDown and briefly appeared on Sm"" is mid-sentence describing his WWE television appearances and career status, likely continuing with a specific event or show outcome involving WWE", ,eval,147," name . He once again won the Cruiserweight Championship in early 2006 , and held it for over a year , becoming the longest reigning Cruiserweight Champion and the longest reigning champion of any kind in SmackDown history . After being out of action for over a year after neck fusion surgery Helms returned to", Sm,"ackDown in September 2008 , referring to himself as Hurricane Hel",False,False,True,"The sentence ending ""After leaving Raw he returned to SmackDown and briefly appeared on Sm"" is mid-sentence describing his WWE television appearances and career status, likely continuing with a specific event or show outcome involving WWE Raw or his contract.",-9.137273788452148,-15.408832550048828,-13.284041404724121,-19.653310775756836,,5.143353223800659,6.27155876159668,6.369269371032715,-1.1282055377960205,-1.2259161472320557,2.169889450073242,2.2676000595092773
161,47,1,3,False,corrupt_det,True,,3,"""After","""Is",-2.1882169246673584,-12.938217163085938,2.0,2.0,10.75000023841858,-13.38275146484375,-9.75775146484375,-3.625,14.375000238418579,"<explanation>
The sentence ending", ,eval,147," name . He once again won the Cruiserweight Championship in early 2006 , and held it for over a year , becoming the longest reigning Cruiserweight Champion and the longest reigning champion of any kind in SmackDown history . After being out of action for over a year after neck fusion surgery Helms returned to", Sm,"ackDown in September 2008 , referring to himself as Hurricane Hel",True,True,False,"The sentence ending ""After leaving Raw he returned to SmackDown and briefly appeared on Sm"" is mid-sentence describing his WWE television appearances and career status, likely continuing with a specific event or show outcome involving WWE Raw or his contract.",-4.691120624542236,-13.284870147705078,-9.720972061157227,-14.502222061157227,,10.75000023841858,8.593749523162842,4.78125,2.156250715255739,5.968750238418581,12.218749523162842,8.40625
