row,stim_idx,claim_idx,n_claims,is_last,in_full_prefix,stratum,slot_type,word_orig,core_orig,word_corrupt,claim,error,pool_short,span_a,span_b,dup_sentence,pool_size,n_alts,alts,cos_orig,cos_alts_mean,cos_alts_max,cos_alts_min,rank,top1,rr,gap,gap_max,spread
181,53,1,3,False,True,nonlast_in_prefix,entity,"""The",The,"""Ohio","The phrase ""The city of Muskegon Township is a small industrial city located in the western part of the Lower Peninsula, part of the Grand Rapids metropolitan area of the"" mirrors a geographic description, suggesting continuation of the historical context about Michigan's western region.",,False,130,418,False,194,7,Stromeyer|UK|Darren|DC-3|PM|NBC|John,0.9140736077258252,0.9130343909217731,0.9138307695169413,0.9117695810090116,1,1.0,1.0,0.0010392168040521677,0.00024283820888393315,0.002304026716813623
182,53,2,3,True,False,positive_control_last,entity,"""Lower",Lower,"""NBC","Final token ""the"" is an incomplete noun phrase mid-sentence (""of the middle part of the""), part of a parenthetical clause describing geographic location (""a county seat in an industrial area of the""), expecting ""Lower Michigan"" or ""state"" or ""Midwestern United States.""",,False,420,689,False,194,7,Senate|DAG|One|Survived|He|Av|Plot,0.9140736077258252,0.9131840739494559,0.9141913528800795,0.9124183386779252,2,0.0,0.5,0.0008895337763693556,-0.00011774515425422294,0.001773014202154255
183,54,0,3,False,False,nonlast_not_in_prefix,entity,British,British,Route,"British historical article listing details about a British soldier's life, with numbered sections describing his career and death, including a mysterious ""missing"" period.",,False,0,171,False,188,7,Song|William|African|Indian|This|Calathea|Haji,0.8647387305511626,0.8570510467032912,0.8616887894261441,0.8470107743159406,1,1.0,1.0,0.007687683847871329,0.0030499411250184405,0.017727956235221942
184,54,1,3,False,False,nonlast_not_in_prefix,entity,"""Another",Another,"""Initially","The sentence ""Another biographer was John Carter"" introduces a named source or figure, likely a second account or personal detail about the soldier's life, suggesting a specific person or event related to his fame or death.",,False,173,396,False,188,7,Palestinian|Reviewers|NFL|While|Tomorrowland|Flowers|Angel,0.8647387305511626,0.8669912024548079,0.8683787522428634,0.8647614998045487,8,0.0,0.125,-0.0022524719036453034,-0.0036400216917008565,0.0036400216917008565
185,54,2,3,True,True,positive_control_last,entity,"""Carter""",Carter,"""Haitian""","Final token ""Carter"" ends mid-phrase (""John Carter""), part of a named source attribution clause (""John Carter""), immediately expecting a verb or descriptor like ""of the film industry claimed"" or ""was a friend who"" or ""described him as a homosexual,"" continuing the list of biographical accounts.",,False,398,693,False,187,7,NBC|Filipino|Florida|Charles|Having|12th|FBI,0.8647387305511626,0.8186181837275852,0.8455811668760773,0.792808327492476,1,1.0,1.0,0.04612054682357736,0.019157563675085254,0.07193040305868659
187,55,1,3,False,False,nonlast_not_in_prefix,detail,13,13,20,"The sentence ""In Week 13 , the team 's response was mixed as the Eagles struggled , while the other team 's narrative slowed "" suggests a second quoted clause mid-sentence describing another event or sequence of actions.",,True,175,395,False,,6,14|20|26|39|113|12,0.7994054719400961,0.7992402747380537,0.7999861787252667,0.7982169593304389,5,0.0,0.2,0.00016519720204244415,-0.0005807067851705261,0.0017692193948277701
188,55,2,3,True,False,positive_control_last,entity,"(""When",When,"(""Lake","Final token "" ' "" opens a quoted word mid-clause (""when the other '""), continuing the second quoted example's list of negative outcomes (""When the team 's statistics slowed , and he '""), strongly expecting ""s's data"" or ""s was"" or ""s had a break"" completing the clause.",,False,397,666,False,197,7,Like|Divine|Tomorrowland|T-12-03-15|Pikachu|NFL|Calathea,0.7994054719400961,0.801906445435007,0.807037018965451,0.795898429977416,6,0.0,0.16666666666666666,-0.002500973494910852,-0.007631547025354846,0.011138588988034992
190,56,1,5,False,True,nonlast_in_prefix,entity,"""The",The,"""Fokker","The sentence structure ""The character 'John Smith' 's early life section describes his attendance at the university and his experiences with the organization 'The Order' .",,False,158,329,False,189,7,Later|EMI|William|Biden|Canadian|1960's|Turkish,0.8189734233163892,0.8185082051467031,0.821597055507738,0.8162410518726284,3,0.0,0.3333333333333333,0.0004652181696861435,-0.002623632191348757,0.005356003635109574
192,56,3,5,False,True,nonlast_in_prefix,entity,"(""His",His,"(""Parliament","Final token "" ' "" opens a repeated quoted clause mid-sentence (""His 'birth year' and other facts about his childhood...",,False,454,573,False,189,7,As|Trek|Tyrannosaurus|Properties|Additionally|Tremble|NES,0.8189734233163892,0.8158250981329438,0.8178277384821246,0.8139840462025552,1,1.0,1.0,0.003148325183445433,0.001145684834264582,0.00498937711383407
195,57,1,4,False,False,nonlast_not_in_prefix,entity,"""While",While,"""SmackDown","The sentence pattern ""While combat is not the primary focus, airborne encounters are present throughout the game.",,False,181,294,False,193,7,UK|EMI|11:45|FBI|Lower|TV|Tomorrowland,0.8977141976973927,0.897797982951525,0.899227903354295,0.8969138828740555,3,0.0,0.3333333333333333,-8.378525413232918e-05,-0.0015137056569023422,0.0023140204802395425
197,57,3,4,True,True,positive_control_last,entity,"""Although",Although,"""Sound","Final token ""are"" completes ""Although air battles are,"" directly continuing the second clause of the parallel list (""Although bullet collisions do occur, Air battles are""), strongly expecting ""possible"" or ""a component of the game, they do occur"" or ""present, but not the primary focus.""",,False,448,735,False,193,7,mid-1810s|Royal|TV|Texas|When|Like|Spanish,0.8977141976973927,0.897576609162481,0.8997576949394338,0.8962380929064481,3,0.0,0.3333333333333333,0.0001375885349116368,-0.0020434972420411146,0.003519602032985736
198,58,0,3,False,False,nonlast_not_in_prefix,entity,TV,TV,Thursday,"Article format: wiki-style article detailing TV show character Scott Baio's career, listing episodes and character traits with chronological progression.",,False,0,153,False,191,7,Canadian|Prior|Corps|IRC|F28|But|While,0.8961252919911622,0.8985549978736733,0.9017501387043182,0.8969781524654041,8,0.0,0.125,-0.002429705882511124,-0.005624846713155995,0.005624846713155995
199,58,1,3,False,True,nonlast_in_prefix,entity,"""Critical",Critical,"""Churchill","The paragraph structure ""Critical reception towards the character's portrayal received positive feedback"" establishes a second bullet point item (""Actor's portrayal of Carrie Bradshaw""), implying a concluding clause about the show's overall reception or Taylor's performance evaluations.",,False,155,442,False,191,7,mid-1810s|One|Over|Calathea|Texas|Unlike|Later,0.8961252919911622,0.8967516225169324,0.9019190212130529,0.8924679680139979,5,0.0,0.2,-0.0006263305257702134,-0.005793729221890698,0.009451053199055037
200,58,2,3,True,False,positive_control_last,entity,"(""Positive",Positive,"(""Championship","Final token ""towards"" ends an incomplete noun phrase (""Positive towards""), part of a third bullet point clause (""Critical towards""), directly requiring a noun like ""the character of Carrie Bradshaw"" or ""Taylor Swift's portrayal was"" or ""the actress's character received mixed reviews"" continuing the evaluative summary.",,False,444,763,False,190,7,Context|Japanese|Allied|Wikipedia|Thus|Second|Jewish,0.8961252919911622,0.9053897095223187,0.9106142113940453,0.8996075464800649,8,0.0,0.125,-0.009264417531156477,-0.014488919402883105,0.014488919402883105
201,59,0,3,False,False,nonlast_not_in_prefix,entity,Florida,Florida,However,"American military article format with numbered statistics detailing a Florida county's infrastructure, listing specific infrastructure details with structured bullet points and citations.",,False,0,187,False,190,7,-1|Protestant|Angel|Edith|Wings|Known|Additionally,0.8633531194606237,0.8640871904281042,0.8642847057075809,0.8639517651020177,8,0.0,0.125,-0.0007340709674805712,-0.0009315862469572167,0.0009315862469572167
206,60,2,3,True,True,positive_control_last,entity,"""American""",American,"""Spears""","Final token ""American"" is mid-phrase (""the American""), part of a quoted historical event name (""during the American""), likely completing with ""Revolutionary War"" or ""War of Independence"" or ""Civil War"" or ""Revolutionary War era,"" continuing the historical citation context.",,False,415,688,False,193,7,NBC|18th|Symbolic|1960s|Temblble|What|Properties,0.8909317153231097,0.8475419033284644,0.8720742415585749,0.806486138847585,1,1.0,1.0,0.04338981199464531,0.018857473764534727,0.08444557647552464
207,61,0,5,False,True,nonlast_in_prefix,entity,African,African,The,Historical article format with numbered sections detailing political representation of African Americans in a U.S.,,False,0,114,False,187,7,Manhattan|Divine|Second|Some|Turkish|1930s|Che,0.8937795982447434,0.8944795178422806,0.8957934868672761,0.8906844327665934,6,0.0,0.16666666666666666,-0.0006999195975372352,-0.0020138886225327113,0.005109054100682742
209,61,2,5,False,False,nonlast_not_in_prefix,entity,"1980s,",1980s,"1987s,","The sentence structure ""During the 1980s, African Americans had increased representation in the city council.",,False,181,290,False,187,7,mid-1810s|British|Thus|UK|Divine|Saul|Muslim,0.8937795982447434,0.8911015343350017,0.8930961331424231,0.887146752271481,1,1.0,1.0,0.002678063909741679,0.0006834651023203131,0.006632845973262413
210,61,3,5,False,False,nonlast_not_in_prefix,detail,"1980,",1980,"1987,","By 1980, about 25% of Washington D.C.'s"" mirrors a demographic fact about the city's population demographics.",,False,291,400,False,,7,1981|1987|1993|3960|5940|2080|1979,0.8937795982447434,0.8942495535039462,0.8951811892765871,0.8938309163418611,8,0.0,0.125,-0.00046995525920279224,-0.0014015910318436742,0.0014015910318436742
211,61,4,5,True,False,positive_control_last,entity,"1960's""),",1960's,"1967's""),","Final token ""D.C.'s"" is mid-sentence mid-statistic (""About 1960's""), completing a demographic claim about Washington D.C.'s black population count, expecting ""population was black"" or ""registered voters were black"" or similar.",,False,402,628,False,187,7,Plot|Related|FBI|1970s|Elephanta|-1|IRC,0.8937795982447434,0.896655202481715,0.8984997550088862,0.8945525199842153,8,0.0,0.125,-0.0028756042369716406,-0.0047201567641428355,0.0047201567641428355
213,62,1,3,False,False,nonlast_not_in_prefix,entity,1970s,1970s,1977s,"The sentence ""In his novel, he also draws on a variety of literary influences, including Saul"" is mid-citation, naming a specific author or character detail about a 1970s gay bar scene, likely a specific literary figure or historical reference.",,False,137,381,False,190,7,Spanish|IRC|Moon|Major|Proteins|UK|1960s,0.925907818840253,0.9246443634608428,0.926089533219685,0.9228778704337828,3,0.0,0.3333333333333333,0.0012634553794101944,-0.00018171437943204083,0.003211662785902236
214,62,2,3,True,True,positive_control_last,entity,"""Saul""",Saul,"""Palm""","Final token ""Saul"" is a truncated proper noun mid-list (""including Saul""), part of an example parenthetical clause (""References to: Saul""), immediately expecting a name like ""Bellow"" or ""Kurland"" or ""Wolfe's"" or ""and other Jewish literary figures.""",,False,383,631,False,190,7,As|Che|During|Ou|Its|Wings|Darren,0.925907818840253,0.7824421274500694,0.8513983488882283,0.7025039188958772,1,1.0,1.0,0.14346569139018361,0.07450946995202468,0.22340389994437582
216,63,1,3,False,True,nonlast_in_prefix,entity,"""In",In,"""Los","The sentence ending ""In addition the brand also achieved record market share gains and sales growth during the period and the company reached record highs for brand awareness and market share"" lists multiple achievements, suggesting a concluding clause about business performance metrics or record-breaking sales figures.",,False,149,470,False,194,7,Nip|Stromeyer|John|World|Once|Championship|Another,0.9020529767698312,0.9015025634028639,0.9038670131369352,0.8999571599709724,3,0.0,0.3333333333333333,0.0005504133669672617,-0.0018140363671039772,0.003909853165962818
218,64,0,3,False,False,nonlast_not_in_prefix,entity,Charles,Charles,War,"British historical biography article detailing parliamentary politics of Charles I, systematically describing parliamentary opposition and constitutional crisis with numbered sections and chronological narrative.",,False,0,212,False,189,7,Equivalently|Palestinian|1990s|China|Haji|Edith|RCA,0.906960351811116,0.9056686263455024,0.9072178397710471,0.903083873879332,2,0.0,0.5,0.0012917254656136246,-0.00025748795993107976,0.004133965891715108
219,64,1,3,False,False,nonlast_not_in_prefix,entity,1640's,1640's,1647's,"The paragraph structure ""The failure of the Christmas Parliament meant that the Commons were still determined to meet again"" introduces a second meeting event sequence, with a second Parliament meeting described mid-sentence about January 1640's crisis context.",,False,214,475,False,189,7,Filipino|Singapore|T-12-03-15|1930s|Reviewers|Murphy|Additionally,0.906960351811116,0.9047601126142429,0.9056017293379145,0.903584407328243,1,1.0,1.0,0.002200239196873066,0.0013586224732015095,0.003375944482873039
220,64,2,3,True,False,positive_control_last,detail,22,22,29,"Final token ""met"" ends an incomplete clause (""A Parliament meeting met""), part of a chronological list of parliamentary gatherings (""When a conference failed, a Parliament meeting""), expecting continuation like ""in Westminster on 22 November"" or ""again in January to discuss the crisis"" or ""at Oxford to draft.""",,False,477,788,False,,7,23|29|35|44|66|122|21,0.906960351811116,0.9072425794779058,0.908016435359142,0.9066012814413333,6,0.0,0.16666666666666666,-0.0002822276667897583,-0.001056083548025999,0.0014151539178086647
