context_id,split,source,doc_idx,text_full,n_tokens,t,token_id,token_str,next_token_str,n_cap_noninitial,layer_index,hidden_states_index,weights,ids,act_norm
10,eval,wikitext-2 train doc 313,313," = Black @-@ tailed jackrabbit = 
 
 The black @-@ tailed jackrabbit ( Lepus californicus ) , also known as the American desert hare , is a common hare of the western United States and Mexico , where it is found at elevations from sea level up to 10 @,@ 000 ft ( 3 @,@ 000 m ) . Reaching a length around 2 ft ( 61 cm ) , and a weight from 3 to 6 lb ( 1 @.@ 4 to 2 @.@ 7 kg ) , the black @-@ tailed jackrabbit is the third @-@ largest North American hare . Black @-@ tailed jackrabbits occupy mixed shrub @-@ grassland terrains . Their breeding depends on the location ; it typically peaks in spring , but may continue all year round in warm climates . Young are born fully furred with eyes open ; they are well camouflaged and are mobile within minutes of birth , thus females do not protect or even stay with the young except during nursing . The average litter size is around four , but may be as low as two and as high as seven in warm regions .",252,251,659, .," 
",7,20,21,TARGET,"[284, 5235, 569, 12, 31, 259, 5687, 25072, 86345, 284, 31906, 576, 3691, 569, 12, 31, 259, 5687, 25072, 86345, 320, 444, 747, 355, 1620, 6417, 58244, 873, 1154, 1083, 3881, 438, 279, 3693, 23603, 94918, 1154, 374, 264, 4185, 94918, 315, 279, 18494, 3639, 4180, 323, 12270, 1154, 1380, 432, 374, 1730, 518, 11964, 804, 504, 9396, 2188, 705, 311, 220, 16, 15, 569, 31113, 220, 15, 15, 15, 10482, 320, 220, 18, 569, 31113, 220, 15, 15, 15, 296, 873, 659, 1032, 11829, 264, 3084, 2163, 220, 17, 10482, 320, 220, 21, 16, 9961, 873, 1154, 323, 264, 4680, 504, 220, 18, 311, 220, 21, 18866, 320, 220, 16, 569, 58462, 220, 19, 311, 220, 17, 569, 58462, 220, 22, 20972, 873, 1154, 279, 3691, 569, 12, 31, 259, 5687, 25072, 86345, 374, 279, 4843, 569, 12, 31, 7772, 4787, 3693, 94918, 659, 5235, 569, 12, 31, 259, 5687, 25072, 50105, 11516, 47578, 9519, 14035, 392, 569, 12, 31, 16359, 1933, 7170, 1735, 659, 10964, 39208, 13798, 389, 279, 3728, 2587, 432, 11136, 38935, 304, 10464, 1154, 714, 1231, 3060, 678, 1042, 4778, 304, 8205, 91299, 659, 13263, 525, 9223, 7225, 282, 8130, 448, 6414, 1787, 2587, 807, 525, 1632, 6592, 61740, 3279, 323, 525, 6371, 2878, 4420, 315, 7194, 1154, 8450, 27485, 653, 537, 6016, 476, 1496, 4717, 448, 279, 3908, 3650, 2337, 27356, 659, 576, 5461, 38582, 1379, 374, 2163, 3040, 1154, 714, 1231, 387, 438, 3347, 438, 1378, 323, 438, 1550, 438, 8094, 304, 8205, 13604, 659]",101.5702133178711
11,eval,wikitext-2 train doc 401,401," = Cougar = 
 
 The cougar ( Puma concolor ) , also commonly known as the mountain lion , puma , panther , or catamount , is a large felid of the subfamily Felinae native to the Americas . Its range , from the Canadian Yukon to the southern Andes of South America , is the greatest of any large wild terrestrial mammal in the Western Hemisphere . An adaptable , generalist species , the cougar is found in most American habitat types . It is the second @-@ heaviest cat in the New World , after the jaguar . Secretive and largely solitary by nature , the cougar is properly considered both nocturnal and crepuscular , although there are daytime sightings . The cougar is more closely related to smaller felines , including the domestic cat ( subfamily Felinae ) , than to any species of subfamily Pantherinae , of which only the jaguar is native to the Americas . 
 The cougar is an ambush predator and pursues a wide variety of prey . Primary food sources are ungulates , particularly deer , but also livestock . It also hunts species as small as insects and rodents . This cat prefers habitats with dense underbrush and rocky areas for stalking , but can also live in open areas .",253,252,659, ., The,16,20,21,TARGET,"[284, 89757, 284, 31906, 576, 47091, 320, 393, 13416, 390, 3423, 873, 1154, 1083, 16626, 3881, 438, 279, 16301, 39032, 1154, 281, 13416, 1154, 7215, 696, 1154, 476, 8251, 6045, 1154, 374, 264, 3460, 18027, 307, 315, 279, 1186, 18984, 26154, 2210, 68, 9867, 311, 279, 51148, 659, 11445, 2088, 1154, 504, 279, 11888, 57663, 263, 311, 279, 18070, 1597, 288, 315, 4882, 5159, 1154, 374, 279, 12196, 315, 894, 3460, 8380, 79392, 34941, 278, 304, 279, 10867, 95778, 659, 1527, 93748, 1154, 4586, 380, 9419, 1154, 279, 47091, 374, 1730, 304, 1429, 3693, 38546, 4494, 659, 1084, 374, 279, 2086, 569, 12, 31, 566, 98362, 8251, 304, 279, 1532, 4337, 1154, 1283, 279, 26742, 18731, 659, 8599, 533, 323, 13771, 57129, 553, 6993, 1154, 279, 47091, 374, 10277, 6509, 2176, 92001, 62450, 323, 1884, 17820, 21366, 1154, 7892, 1052, 525, 61082, 82654, 659, 576, 47091, 374, 803, 15148, 5435, 311, 9155, 282, 10999, 1154, 2670, 279, 12728, 8251, 320, 1186, 18984, 26154, 2210, 68, 873, 1154, 1091, 311, 894, 9419, 315, 1186, 18984, 58512, 2210, 68, 1154, 315, 892, 1172, 279, 26742, 18731, 374, 9867, 311, 279, 51148, 659, 715, 576, 47091, 374, 458, 78965, 66906, 323, 9836, 1137, 264, 6884, 8045, 315, 36593, 659, 25094, 3607, 8173, 525, 50490, 23156, 1154, 7945, 38049, 1154, 714, 1083, 50776, 659, 1084, 1083, 92829, 9419, 438, 2613, 438, 40811, 323, 93109, 659, 1096, 8251, 53964, 70599, 448, 27950, 1212, 36061, 323, 55517, 5671, 369, 81795, 1154, 714, 646, 1083, 3887, 304, 1787, 5671, 659]",103.77472686767578
12,eval,wikitext-2 train doc 430,430," = Ernie Cooksey = 
 
 Ernest George Cooksey ( 11 June 1980 – 3 July 2008 ) was an English footballer , who was described as a utility player . He could play as a left @-@ sided defender and midfielder as well as in a central @-@ midfield role . He started as a trainee with Colchester United , before joining non @-@ League clubs Heybridge Swifts , Bishop 's Stortford , Chesham United and Bromley . In 2002 , he joined Southern Football League Premier Division side Crawley Town before turning professional with Football League side Oldham Athletic in 2003 . 
 He then moved to Rochdale in 2004 and Boston United in 2007 , totalling 140 appearances in the Football League over a four @-@ year period . He dropped down back into non @-@ League football , joining Conference National club Grays Athletic , making 19 league appearances . 
 Cooksey had a form of skin cancer removed from his back in 2006 , but was diagnosed with a recurrence of a malignant melanoma in February 2008 .",253,252,659, ., He,38,20,21,TARGET,"[284, 9740, 10810, 12514, 8506, 284, 31906, 60923, 9857, 12514, 8506, 320, 220, 16, 16, 5534, 220, 16, 24, 23, 15, 1365, 220, 18, 5768, 220, 17, 15, 15, 23, 873, 572, 458, 6364, 8964, 261, 1154, 879, 572, 7481, 438, 264, 15549, 2781, 659, 1260, 1410, 1486, 438, 264, 2115, 569, 12, 31, 67936, 28215, 323, 43967, 438, 1632, 438, 304, 264, 8622, 569, 12, 31, 29689, 3476, 659, 1260, 3855, 438, 264, 5426, 2127, 448, 4254, 14819, 3639, 1154, 1573, 18169, 2477, 569, 12, 31, 8953, 18890, 27553, 13709, 23670, 82, 1154, 33242, 364, 82, 794, 371, 8187, 1154, 910, 4288, 309, 3639, 323, 64598, 3179, 659, 758, 220, 17, 15, 15, 17, 1154, 566, 10859, 16244, 20761, 8953, 19637, 14489, 3108, 43666, 3179, 13971, 1573, 13054, 6584, 448, 20761, 8953, 3108, 10621, 5604, 50406, 304, 220, 17, 15, 15, 18, 659, 715, 1260, 1221, 7726, 311, 35869, 34183, 304, 220, 17, 15, 15, 19, 323, 10196, 3639, 304, 220, 17, 15, 15, 22, 1154, 2401, 16740, 220, 16, 19, 15, 26255, 304, 279, 20761, 8953, 916, 264, 3040, 569, 12, 31, 1042, 4168, 659, 1260, 12226, 1495, 1182, 1119, 2477, 569, 12, 31, 8953, 8964, 1154, 18169, 14872, 5055, 6335, 2825, 942, 50406, 1154, 3259, 220, 16, 24, 10734, 26255, 659, 715, 12514, 8506, 1030, 264, 1352, 315, 6787, 9387, 6963, 504, 806, 1182, 304, 220, 17, 15, 15, 21, 1154, 714, 572, 28604, 448, 264, 75193, 315, 264, 93229, 66912, 7786, 304, 7400, 220, 17, 15, 15, 23, 659]",113.23573303222656
13,eval,wikitext-2 train doc 572,572," = Barbarian II : The Dungeon of Drax = 
 
 Barbarian II : The Dungeon of Drax is a video game first published in 1988 for various home computers . It was also released as Axe of Rage in North America . The game is the sequel to Barbarian : The Ultimate Warrior ( Death Sword in North America ) , which was published in 1987 . In Barbarian II , the player controls a princess or barbarian character , exploring the game world to locate and defeat an evil wizard . The game 's plot is an extension of its predecessor , although the gameplay is different . While the first game offers two players the opportunity for virtual head @-@ to @-@ head combat , the second is solely a single @-@ player adventure with fewer fighting moves . 
 Palace Software , the developer of the two Barbarian games , marketed the sequel with the same strategy they used for the first game . They hired Maria Whittaker , a model known for her topless work , to pose on the cover and posters as the princess in the game , attempting to recapture the controversy that had boosted sales . Barbarian II received a mixed critical reception .",240,239,659, ., Review,27,20,21,TARGET,"[284, 90070, 1103, 7946, 549, 576, 50847, 315, 2926, 706, 284, 31906, 90070, 1103, 7946, 549, 576, 50847, 315, 2926, 706, 374, 264, 2766, 1809, 1156, 4652, 304, 220, 16, 24, 23, 23, 369, 5257, 2114, 18495, 659, 1084, 572, 1083, 5880, 438, 71851, 315, 65467, 304, 4787, 5159, 659, 576, 1809, 374, 279, 34761, 311, 90070, 1103, 549, 576, 28850, 39222, 320, 15911, 35651, 304, 4787, 5159, 873, 1154, 892, 572, 4652, 304, 220, 16, 24, 23, 22, 659, 758, 90070, 1103, 7946, 1154, 279, 2781, 11574, 264, 39588, 476, 53390, 1103, 3668, 1154, 23966, 279, 1809, 1879, 311, 24523, 323, 18019, 458, 13962, 33968, 659, 576, 1809, 364, 82, 7089, 374, 458, 8894, 315, 1181, 39174, 1154, 7892, 279, 26029, 374, 2155, 659, 5976, 279, 1156, 1809, 6081, 1378, 4217, 279, 6638, 369, 4108, 1968, 569, 12, 31, 311, 569, 12, 31, 1968, 12610, 1154, 279, 2086, 374, 21063, 264, 3175, 569, 12, 31, 2781, 17943, 448, 16745, 10805, 10797, 659, 715, 30296, 4377, 1154, 279, 15754, 315, 279, 1378, 90070, 1103, 3868, 1154, 60049, 279, 34761, 448, 279, 1852, 8282, 807, 1483, 369, 279, 1156, 1809, 659, 2379, 21446, 23016, 1232, 1442, 4407, 1154, 264, 1614, 3881, 369, 1059, 1909, 1717, 975, 1154, 311, 17040, 389, 279, 3421, 323, 38468, 438, 279, 39588, 304, 279, 1809, 1154, 19405, 311, 1395, 11850, 279, 25573, 429, 1030, 64108, 6625, 659, 90070, 1103, 7946, 3949, 264, 9519, 9023, 23117, 659]",116.73743438720703
14,eval,wikitext-2 train doc 67,67," = Livin ' the Dream = 
 
 "" Livin ' the Dream "" is the twenty @-@ first episode of the ninth season of the American comedy television series The Office and the 197th episode overall . It originally aired on NBC on May 2 , 2013 . The episode guest stars Michael Imperioli as Sensei Billy , and was initially scheduled to air in its half @-@ hour timeslot , before being expanded to a full hour . 
 The series — presented as if it were a real documentary — depicts the everyday lives of office employees in the Scranton , Pennsylvania , branch of the fictional Dunder Mifflin Paper Company . In the episode , Andy Bernard ( Ed Helms ) decides to pursue a career as a professional actor , and quits his job at Dunder Mifflin . Meanwhile , Dwight Schrute ( Rainn Wilson ) finally receives his black belt in karate from his new sensei ( Imperioli ) and , on the recommendation of Jim Halpert ( John Krasinski ) , is promoted to Regional Manager of the Scranton branch . Jim reconnects with Pam Halpert ( Jenna Fischer ) , and makes it clear that he will choose her over Philadelphia .",251,250,659, .," 
",40,20,21,TARGET,"[284, 36211, 258, 364, 279, 17829, 284, 31906, 330, 36211, 258, 364, 279, 17829, 330, 374, 279, 17073, 569, 12, 31, 1156, 9234, 315, 279, 42541, 3200, 315, 279, 3693, 22358, 12425, 4013, 576, 8246, 323, 279, 220, 16, 24, 22, 339, 9234, 8084, 659, 1084, 13214, 41987, 389, 23521, 389, 3217, 220, 17, 1154, 220, 17, 15, 16, 18, 659, 576, 9234, 8640, 9759, 7937, 24505, 72, 14225, 438, 46229, 72, 32819, 1154, 323, 572, 15102, 13537, 311, 3720, 304, 1181, 4279, 569, 12, 31, 6460, 3039, 9184, 1154, 1573, 1660, 17183, 311, 264, 2480, 6460, 659, 715, 576, 4013, 1959, 10449, 438, 421, 432, 1033, 264, 1931, 24954, 1959, 61891, 279, 17778, 6305, 315, 5163, 8256, 304, 279, 32134, 30954, 1154, 19771, 1154, 8870, 315, 279, 43582, 422, 7995, 386, 333, 1489, 258, 17862, 8188, 659, 758, 279, 9234, 1154, 24832, 34252, 320, 3199, 15806, 1011, 873, 27627, 311, 22729, 264, 6931, 438, 264, 6584, 12089, 1154, 323, 69477, 806, 2618, 518, 422, 7995, 386, 333, 1489, 258, 659, 25894, 1154, 71745, 5016, 81, 1070, 320, 21911, 77, 17426, 873, 5499, 21189, 806, 3691, 19125, 304, 23425, 349, 504, 806, 501, 5530, 72, 320, 24505, 72, 14225, 873, 323, 1154, 389, 279, 27682, 315, 11387, 19851, 76368, 320, 3757, 730, 12784, 52877, 873, 1154, 374, 28926, 311, 25294, 10567, 315, 279, 32134, 30954, 8870, 659, 11387, 50036, 82, 448, 43413, 19851, 76368, 320, 87254, 61916, 873, 1154, 323, 3643, 432, 2797, 429, 566, 686, 5157, 1059, 916, 19335, 659]",95.68363952636719
15,eval,wikitext-2 train doc 73,73," = Shaoguan incident = 
 
 The Shaoguan incident was a civil disturbance which took place overnight on 25 / 26 June 2009 in Guangdong province , China . A violent dispute erupted between migrant Uyghurs and Han workers at a toy factory in Shaoguan as a result of allegations of the sexual assault of a Han female . Groups of Han set upon Uyghur co @-@ workers , leading to at least two Uyghurs being killed , ( Uyghur workers who witnessed the incident report at least 100 dead and 400 wounded ) and some 118 people injured . 
 The event was widely cited as the trigger event for July 2009 Ürümqi riots , which ostensibly started as a peaceful street protest demanding official action over the two Uyghurs who died in Shaoguan . Following trials in October 2009 , one person was executed and several others sentenced to terms between life imprisonment and five to seven years .",214,213,659, .," 
 
",16,20,21,TARGET,"[284, 27970, 538, 10386, 10455, 284, 31906, 576, 27970, 538, 10386, 10455, 572, 264, 8267, 64758, 892, 3867, 1992, 24398, 389, 220, 17, 20, 608, 220, 17, 21, 5534, 220, 17, 15, 15, 24, 304, 64437, 75211, 16847, 1154, 5616, 659, 362, 16401, 25033, 60174, 1948, 51116, 547, 88, 866, 1723, 323, 20644, 7337, 518, 264, 21357, 8633, 304, 27970, 538, 10386, 438, 264, 1102, 315, 18367, 315, 279, 7244, 11703, 315, 264, 20644, 8778, 659, 34580, 315, 20644, 738, 5193, 547, 88, 866, 324, 1062, 569, 12, 31, 7337, 1154, 6388, 311, 518, 3245, 1378, 547, 88, 866, 1723, 1660, 7425, 1154, 320, 547, 88, 866, 324, 7337, 879, 31026, 279, 10455, 1895, 518, 3245, 220, 16, 15, 15, 5593, 323, 220, 19, 15, 15, 27493, 873, 323, 1045, 220, 16, 16, 23, 1251, 15532, 659, 715, 576, 1538, 572, 13570, 21870, 438, 279, 8183, 1538, 369, 5768, 220, 17, 15, 15, 24, 30512, 126354, 27674, 72, 59996, 1154, 892, 80494, 3855, 438, 264, 25650, 8592, 8665, 25135, 3946, 1917, 916, 279, 1378, 547, 88, 866, 1723, 879, 8469, 304, 27970, 538, 10386, 659, 22713, 19080, 304, 6527, 220, 17, 15, 15, 24, 1154, 825, 1697, 572, 15695, 323, 3807, 3800, 29131, 311, 3793, 1948, 2272, 42274, 323, 4236, 311, 8094, 1635, 659]",101.8575210571289
16,eval,wikitext-2 train doc 360,360," = 7 Independent Company ( Rhodesia ) = 
 
 7 Independent Company ( 7 Indep Coy ; French : 7ème Compagnie indépendante ) was a short @-@ lived company of francophone volunteers in the Rhodesian Army during the Rhodesian Bush War . Numbering about 200 men at its peak , it was unique in the history of the Rhodesian Army as an exclusively expatriate unit . It existed between November 1977 and May 1978 as a company in the 1st Battalion , the Rhodesia Regiment , and served two counter @-@ insurgency tours on Operation Hurricane in north @-@ eastern Rhodesia ( today Zimbabwe ) . 
 During the Bush War , the Rhodesian Army augmented its ranks with foreign volunteers , who were accepted into regular regiments with the same pay and conditions of service as locals . Most foreign recruits enlisted in the Rhodesian Light Infantry ( RLI ) , which launched an overseas recruitment programme in 1974 , but required successful applicants to speak good English .",218,217,659, ., The,34,20,21,TARGET,"[284, 220, 22, 21994, 8188, 320, 56611, 685, 873, 284, 31906, 220, 22, 21994, 8188, 320, 220, 22, 2263, 747, 61973, 2587, 8585, 549, 220, 22, 24267, 13317, 3246, 645, 1257, 963, 3740, 4942, 873, 572, 264, 2805, 569, 12, 31, 12163, 2813, 315, 43479, 77203, 23010, 304, 279, 56611, 1103, 13011, 2337, 279, 56611, 1103, 14079, 5004, 659, 5624, 287, 911, 220, 17, 15, 15, 2953, 518, 1181, 16162, 1154, 432, 572, 4911, 304, 279, 3840, 315, 279, 56611, 1103, 13011, 438, 458, 23242, 1343, 2361, 349, 4982, 659, 1084, 24295, 1948, 6702, 220, 16, 24, 22, 22, 323, 3217, 220, 16, 24, 22, 23, 438, 264, 2813, 304, 279, 220, 16, 267, 73639, 1154, 279, 56611, 685, 72686, 1154, 323, 10223, 1378, 5546, 569, 12, 31, 96508, 30161, 389, 16730, 37101, 304, 10200, 569, 12, 31, 23149, 56611, 685, 320, 3351, 51220, 873, 659, 715, 11954, 279, 14079, 5004, 1154, 279, 56611, 1103, 13011, 55988, 1181, 20803, 448, 7214, 23010, 1154, 879, 1033, 11666, 1119, 5792, 1217, 12558, 448, 279, 1852, 2291, 323, 4682, 315, 2473, 438, 24914, 659, 7496, 7214, 55097, 68476, 304, 279, 56611, 1103, 8658, 64556, 320, 431, 18537, 873, 1154, 892, 11626, 458, 24357, 33002, 18136, 304, 220, 16, 24, 22, 19, 1154, 714, 2567, 6849, 31077, 311, 6468, 1661, 6364, 659]",108.15525817871094
17,eval,wikitext-2 train doc 151,151," = Ode to a Nightingale = 
 
 "" Ode to a Nightingale "" is a poem by John Keats written either in the garden of the Spaniards Inn , Hampstead , London or , according to Keats ' friend Charles Armitage Brown , under a plum tree in the garden of Keats ' house at Wentworth Place , also in Hampstead . According to Brown , a nightingale had built its nest near the house Keats and Brown shared in the spring of 1819 . Inspired by the bird 's song , Keats composed the poem in one day . It soon became one of his 1819 odes and was first published in Annals of the Fine Arts the following July . 
 "" Ode to a Nightingale "" is a personal poem that describes Keats 's journey into the state of negative capability . The tone of the poem rejects the optimistic pursuit of pleasure found within Keats 's earlier poems and , rather , explores the themes of nature , transience and mortality , the latter being particularly personal to Keats . 
 The nightingale described within the poem experiences a type of death but does not actually die .",243,242,659, ., Instead,28,20,21,TARGET,"[284, 506, 450, 311, 264, 12826, 287, 1574, 284, 31906, 330, 506, 450, 311, 264, 12826, 287, 1574, 330, 374, 264, 32794, 553, 3757, 6569, 1862, 5326, 2987, 304, 279, 13551, 315, 279, 11903, 80460, 16952, 1154, 28414, 42180, 1154, 7148, 476, 1154, 4092, 311, 6569, 1862, 364, 4238, 14927, 1644, 1763, 424, 10471, 1154, 1212, 264, 41172, 4916, 304, 279, 13551, 315, 6569, 1862, 364, 3753, 518, 53759, 19501, 10771, 1154, 1083, 304, 28414, 42180, 659, 10548, 311, 10471, 1154, 264, 3729, 287, 1574, 1030, 5798, 1181, 22791, 3143, 279, 3753, 6569, 1862, 323, 10471, 6094, 304, 279, 10464, 315, 220, 16, 23, 16, 24, 659, 64825, 553, 279, 11958, 364, 82, 5492, 1154, 6569, 1862, 23415, 279, 32794, 304, 825, 1899, 659, 1084, 5135, 6116, 825, 315, 806, 220, 16, 23, 16, 24, 297, 5799, 323, 572, 1156, 4652, 304, 9305, 1127, 315, 279, 30153, 17520, 279, 2701, 5768, 659, 715, 330, 506, 450, 311, 264, 12826, 287, 1574, 330, 374, 264, 4345, 32794, 429, 16555, 6569, 1862, 364, 82, 11618, 1119, 279, 1584, 315, 8225, 22302, 659, 576, 16232, 315, 279, 32794, 59415, 279, 35936, 32336, 315, 16656, 1730, 2878, 6569, 1862, 364, 82, 6788, 44219, 323, 1154, 4751, 1154, 40324, 279, 21386, 315, 6993, 1154, 1356, 1835, 323, 28428, 1154, 279, 15271, 1660, 7945, 4345, 311, 6569, 1862, 659, 715, 576, 3729, 287, 1574, 7481, 2878, 279, 32794, 11449, 264, 943, 315, 4545, 714, 1558, 537, 3520, 2746, 659]",112.77709197998047
18,eval,wikitext-2 train doc 563,563," = Ælfric of Abingdon = 
 
 Ælfric of Abingdon ( Old English : Ælfrīc ; died 16 November 1005 ) , also known as Ælfric of Wessex , was a late 10th @-@ century Archbishop of Canterbury . He previously held the offices of abbot of St Albans Abbey and Bishop of Ramsbury , as well as likely being the abbot of Abingdon Abbey . After his election to Canterbury , he continued to hold the bishopric of Ramsbury along with the archbishopric of Canterbury until his death in 1005 . Ælfric may have altered the composition of Canterbury 's cathedral chapter by changing the clergy serving in the cathedral from secular clergy to monks . In his will he left a ship to King Æthelred II of England as well as more ships to other legatees . 
 
 = = Early life = = 
 
 Ælfric was the son of an earl of Kent and became a monk of Abingdon Abbey in Berkshire ( now Oxfordshire ) .",235,234,659, ., He,27,20,21,TARGET,"[284, 1683, 228, 75, 1626, 292, 315, 3680, 287, 15007, 284, 31906, 1683, 228, 75, 1626, 292, 315, 3680, 287, 15007, 320, 10621, 6364, 549, 1683, 228, 75, 1626, 60611, 66, 2587, 8469, 220, 16, 21, 6702, 220, 16, 15, 15, 20, 873, 1154, 1083, 3881, 438, 1683, 228, 75, 1626, 292, 315, 36376, 11553, 1154, 572, 264, 3309, 220, 16, 15, 339, 569, 12, 31, 9294, 81211, 315, 83500, 659, 1260, 8597, 5644, 279, 19126, 315, 668, 6331, 315, 794, 31572, 596, 64455, 323, 33242, 315, 37503, 19603, 1154, 438, 1632, 438, 4363, 1660, 279, 668, 6331, 315, 3680, 287, 15007, 64455, 659, 4636, 806, 6223, 311, 83500, 1154, 566, 8570, 311, 3331, 279, 53206, 2216, 315, 37503, 19603, 3156, 448, 279, 5325, 60278, 2216, 315, 83500, 3080, 806, 4545, 304, 220, 16, 15, 15, 20, 659, 1683, 228, 75, 1626, 292, 1231, 614, 28752, 279, 18037, 315, 83500, 364, 82, 79150, 12453, 553, 10018, 279, 62484, 13480, 304, 279, 79150, 504, 35919, 62484, 311, 65377, 659, 758, 806, 686, 566, 2115, 264, 8284, 311, 6210, 1683, 228, 339, 301, 1151, 7946, 315, 9448, 438, 1632, 438, 803, 17727, 311, 1008, 2472, 349, 288, 659, 31906, 284, 284, 22752, 2272, 284, 284, 31906, 1683, 228, 75, 1626, 292, 572, 279, 4438, 315, 458, 2430, 75, 315, 17734, 323, 6116, 264, 62672, 315, 3680, 287, 15007, 64455, 304, 90275, 320, 1431, 25210, 14909, 873, 659]",115.08798217773438
19,eval,wikitext-2 train doc 423,423," = Berg ( station ) = 
 
 Berg is a station on the Sognsvann Line ( line 6 ) of the Oslo Metro in Norway . Located between Ullevål stadion and Tåsen stations , it is the first station after the Ring Line leaves the Sognsvann Line . The station is located 6 @.@ 1 kilometres ( 3 @.@ 8 mi ) from Stortinget station . Berg is amongst the original stations on the line , and was opened on 10 October 1934 . It was upgraded and rebuilt in the 1990s , when the Sognsvann Line was upgraded from light rail to rapid transit standard . Three accidents have taken place at Berg station , the latest in 2008 . The area around the station is mainly residential . Berg Upper Secondary School is located approximately 100 metres ( 330 ft ) from the station . 
 
 = = History = = 
 
 Berg station was opened on 10 October 1934 , when the municipally owned company Akersbanerne had completed the Sognsvann Line from Majorstuen to Sognsvann .",241,240,659, ., Residential,25,20,21,TARGET,"[284, 30682, 320, 8056, 873, 284, 31906, 30682, 374, 264, 8056, 389, 279, 328, 3934, 3492, 1020, 7083, 320, 1555, 220, 21, 873, 315, 279, 57858, 20957, 304, 31503, 659, 41767, 1948, 16582, 3449, 86504, 86123, 290, 323, 350, 3785, 11759, 17337, 1154, 432, 374, 279, 1156, 8056, 1283, 279, 21525, 7083, 10901, 279, 328, 3934, 3492, 1020, 7083, 659, 576, 8056, 374, 7407, 220, 21, 569, 58462, 220, 16, 51857, 320, 220, 18, 569, 58462, 220, 23, 9497, 873, 504, 794, 51472, 295, 8056, 659, 30682, 374, 23183, 279, 4024, 17337, 389, 279, 1555, 1154, 323, 572, 8930, 389, 220, 16, 15, 6527, 220, 16, 24, 18, 19, 659, 1084, 572, 32524, 323, 59585, 304, 279, 220, 16, 24, 24, 15, 82, 1154, 979, 279, 328, 3934, 3492, 1020, 7083, 572, 32524, 504, 3100, 13569, 311, 11048, 24065, 5297, 659, 14513, 32688, 614, 4429, 1992, 518, 30682, 8056, 1154, 279, 5535, 304, 220, 17, 15, 15, 23, 659, 576, 3082, 2163, 279, 8056, 374, 14576, 20057, 659, 30682, 30614, 43534, 6022, 374, 7407, 13187, 220, 16, 15, 15, 36256, 320, 220, 18, 18, 15, 10482, 873, 504, 279, 8056, 659, 31906, 284, 284, 11099, 284, 284, 31906, 30682, 8056, 572, 8930, 389, 220, 16, 15, 6527, 220, 16, 24, 18, 19, 1154, 979, 279, 19615, 745, 12938, 2813, 16358, 388, 6850, 67395, 1030, 8145, 279, 328, 3934, 3492, 1020, 7083, 504, 17121, 267, 10316, 311, 328, 3934, 3492, 1020, 659]",107.3693618774414
