row,stim_idx,claim_idx,stratum,is_last,in_full_prefix,slot_type,word_orig,core_orig,claim,partner_row,d_norm,cos_dhat_hhat,proj,cos_z,cos_zc,ref_persist_word,ref_quoted_token_ok,complete,own_persist_word,own_persist_claim,own_jaccard_expl,own_parse_ok,own_cjk,own_format_break,own_cos_h_AR_new,own_cos_hprime_h,own_quoted_token_ok,own_n_tokens,random_persist_word,random_persist_claim,random_jaccard_expl,random_parse_ok,random_cjk,random_format_break,random_cos_h_AR_new,random_cos_hprime_h,random_quoted_token_ok,random_n_tokens
174,51,1,nonlast_in_prefix,False,True,entity,"""Meteorological""",Meteorological,"The phrase ""Meteorological"" signals the next section header, likely listing meteorological details or historical data fields, completing a standard Wikipedia template pattern about the storm's characteristics and track.",537,15.261608123779297,0.26644495129585266,0.26644495129585266,0.8991241584243834,0.8982505053719834,True,False,True,1.0,0.16666666666666666,0.4936708860759494,1.0,0.0,0.0,0.8993251085096349,0.9539963045973944,0.0,145.0,1.0,0.5862068965517241,0.5454545454545454,1.0,0.0,0.0,0.9020954892888814,0.9582215264667827,0.0,136.0
187,55,1,nonlast_not_in_prefix,False,False,detail,13,13,"The sentence ""In Week 13 , the team 's response was mixed as the Eagles struggled , while the other team 's narrative slowed "" suggests a second quoted clause mid-sentence describing another event or sequence of actions.",473,41.34254837036133,0.376932829618454,0.376932829618454,0.7994054719400961,0.7522507669237173,True,True,True,0.0,0.17857142857142858,0.34951456310679613,1.0,0.0,0.0,0.7533044129011799,0.9542623643731973,0.0,144.0,0.0,0.24,0.3119266055045872,1.0,0.0,0.0,0.8025026357348745,0.9569425048708087,1.0,146.0
284,82,2,positive_control_last,True,False,detail,"(""6",6,"Final token ""in"" ends an incomplete unit expression (""6 in""), part of a parenthetical measurement specification (""length: 15 cm (6 in""), immediately expecting "" )"" or "" ) in diameter"" or "" a)"" to close the size comparison, likely continuing the bird's physical description.",281,34.043357849121094,0.30066168308258057,0.30066168308258057,0.8091214132469876,0.785033738319447,True,True,True,0.0,0.38636363636363635,0.4875,1.0,0.0,0.0,0.7745018962709244,0.9539392258207032,1.0,145.0,1.0,0.6153846153846154,0.5753424657534246,1.0,0.0,0.0,0.8332863478512734,0.9575010240936487,1.0,147.0
177,52,0,nonlast_in_prefix,False,True,entity,Korean,Korean,"Historical military article detailing a Korean Army unit's formation and evolution, structured with numbered sections listing unit history and equipment.",365,24.079517364501953,0.2653934955596924,0.2653934955596924,0.8549496520398193,0.8486448229268663,True,True,True,1.0,0.4230769230769231,0.4090909090909091,1.0,0.0,0.0,0.8198793279669886,0.953999893383663,1.0,146.0,1.0,0.6956521739130435,0.5476190476190477,1.0,0.0,0.0,0.8301648256453414,0.9575934587698666,1.0,146.0
195,57,1,nonlast_not_in_prefix,False,False,entity,"""While",While,"The sentence pattern ""While combat is not the primary focus, airborne encounters are present throughout the game.",455,19.375547409057617,0.27162206172943115,0.27162206172943115,0.8977141976973927,0.8991226138768106,True,True,True,1.0,0.17073170731707318,0.3482142857142857,1.0,0.0,0.0,0.9130860260889389,0.9539801758651404,1.0,147.0,1.0,0.32432432432432434,0.4117647058823529,1.0,0.0,0.0,0.9012726816562557,0.9561127554680815,0.0,145.0
290,84,2,positive_control_last,True,True,entity,"""New""",New,"Final token ""New"" is mid-word (""New""), part of a parenthetical geographic specification (""the entire area of New""), immediately requiring ""Zealand"" or ""Zealand's"" or ""South Island,"" continuing the historical context about the unit's wartime personnel scope.",533,35.41546630859375,0.4446268379688263,0.4446268379688263,0.935528297211703,0.9170496266380659,True,True,True,1.0,0.3617021276595745,0.37623762376237624,1.0,0.0,0.0,0.9305990306213295,0.9551370425211122,1.0,148.0,1.0,0.4473684210526316,0.35714285714285715,1.0,0.0,0.0,0.9349719394684933,0.9555778865359155,1.0,139.0
180,53,0,nonlast_in_prefix,False,True,entity,US,US,"Wikipedia article format with structured infobox and description of a US county road, listing a specific named city in Michigan.",368,21.34981918334961,0.0008261081529781222,0.0008261081529781222,0.9140736077258251,0.9022720988540484,True,True,True,0.0,0.28125,0.4090909090909091,1.0,0.0,0.0,0.8822802855469893,0.9578067037169057,1.0,147.0,1.0,0.3,0.5180722891566265,1.0,0.0,0.0,0.9090424835390676,0.9544122405092373,1.0,143.0
210,61,3,nonlast_not_in_prefix,False,False,detail,"1980,",1980,"By 1980, about 25% of Washington D.C.'s"" mirrors a demographic fact about the city's population demographics.",442,56.52847671508789,0.4008892774581909,0.4008892774581909,0.8937795982447434,0.8163371882231155,True,False,True,0.0,0.14814814814814814,0.4186046511627907,1.0,0.0,0.0,0.8377016980157262,0.9545042669832906,0.0,144.0,0.0,0.13043478260869565,0.32323232323232326,1.0,0.0,0.0,0.892068887987381,0.9570311799486592,0.0,145.0
329,95,2,positive_control_last,True,False,entity,"(""Mike",Mike,"Final token ""the"" is an incomplete noun phrase mid-clause (""for the""), part of a specific example clause (""Mike takes drugs for the first time for drugs, and he tries cocaine for...""), expecting ""first time"" or ""first time to experience high"" or similar consequence.",536,49.11211013793945,0.4858778417110443,0.4858778417110443,0.9066623617733167,0.8683933909361509,True,True,True,0.0,0.35555555555555557,0.46078431372549017,1.0,0.0,0.0,0.887129398339339,0.9559782203696484,0.0,146.0,1.0,0.5789473684210527,0.5,1.0,0.0,0.0,0.9012916725516785,0.9569597894991239,1.0,147.0
181,53,1,nonlast_in_prefix,False,True,entity,"""The",The,"The phrase ""The city of Muskegon Township is a small industrial city located in the western part of the Lower Peninsula, part of the Grand Rapids metropolitan area of the"" mirrors a geographic description, suggesting continuation of the historical context about Michigan's western region.",324,33.54221725463867,0.3508021831512451,0.3508021831512451,0.9140736077258251,0.9022165080181836,True,True,True,1.0,0.3191489361702128,0.4642857142857143,1.0,0.0,0.0,0.8820404278613648,0.9540776106271375,1.0,146.0,1.0,0.5365853658536586,0.4878048780487805,1.0,0.0,0.0,0.9049288815895079,0.9571221101214509,1.0,146.0
222,65,1,nonlast_not_in_prefix,False,False,entity,"""After",After,"The sentence structure ""After the group's tours, Destiny's Child's solo albums were also released and the group performed the songs from The Destiny's Child album"" mirrors a concluding clause about the group's career, suggesting a final reference to their fan club or reunion.",560,29.914291381835938,0.03457764908671379,0.03457764908671379,0.8709104170652038,0.8761646512982936,True,True,True,0.0,0.3469387755102041,0.43333333333333335,1.0,0.0,0.0,0.8364244897806374,0.9570421859937528,0.0,144.0,1.0,0.3829787234042553,0.4444444444444444,1.0,0.0,0.0,0.879604334790187,0.9596023594367243,1.0,145.0
343,98,4,positive_control_last,True,False,entity,"'Singapore'""",Singapore,"Etymology""), strongly expecting continuation like ""and definition"" or ""of the name"" or ""of the terms"" or ""and other details"" or ""of the word 'Singapore'"" completing the query.",394,31.380245208740234,0.2362404763698578,0.2362404763698578,0.8670939832591201,0.8597787077515255,True,False,True,0.0,0.30303030303030304,0.5324675324675324,1.0,0.0,0.0,0.8326157155604631,0.9541414143229251,0.0,146.0,0.0,0.56,0.6575342465753424,1.0,0.0,0.0,0.8609408431795129,0.9580443305672102,0.0,147.0
190,56,1,nonlast_in_prefix,False,True,entity,"""The",The,"The sentence structure ""The character 'John Smith' 's early life section describes his attendance at the university and his experiences with the organization 'The Order' .",177,34.81058120727539,0.13537177443504333,0.13537177443504333,0.8189734233163892,0.8046542101093398,True,True,True,1.0,0.2708333333333333,0.5647058823529412,1.0,0.0,0.0,0.7927267679112955,0.9552057352723736,1.0,142.0,1.0,0.1951219512195122,0.3402061855670103,1.0,0.0,0.0,0.8229507101791408,0.9561665321118203,0.0,146.0
240,70,0,nonlast_not_in_prefix,False,False,entity,Protestant,Protestant,"Academic article format with scholarly tone discussing a book about evangelical Protestant church, analyzing a specific article's methodology about a closed religious institution's student population.",508,33.745689392089844,0.094845250248909,0.094845250248909,0.9241751918755847,0.9128929153465697,True,True,True,0.0,0.11904761904761904,0.39361702127659576,1.0,0.0,0.0,0.8545738414097496,0.9558590981016628,1.0,144.0,0.0,0.23529411764705882,0.37894736842105264,1.0,0.0,0.0,0.9059584113674247,0.9604026241497392,1.0,144.0
346,99,2,positive_control_last,True,True,entity,"(""He",He,"Final token ""in"" ends an incomplete noun phrase (""married at a grocery store in""), part of a parenthetical example clause (""He married at a church a garage in""), expecting a location name or temporal detail like ""Texas"" or ""a nearby motel to escape.""",400,67.87521362304688,0.5070120096206665,0.5070120096206665,0.9029124553877792,0.8060639428750522,True,True,True,0.0,0.3333333333333333,0.48148148148148145,1.0,0.0,0.0,0.8649973209349598,0.9565083561396489,1.0,141.0,0.0,0.5116279069767442,0.3805309734513274,1.0,0.0,0.0,0.8836033321189173,0.9583404914133837,1.0,146.0
192,56,3,nonlast_in_prefix,False,True,entity,"(""His",His,"Final token "" ' "" opens a repeated quoted clause mid-sentence (""His 'birth year' and other facts about his childhood...",518,66.26895141601562,0.1953996866941452,0.1953996866941452,0.8189734233163892,0.7368958457381466,True,True,True,1.0,0.3142857142857143,0.4222222222222222,1.0,0.0,0.0,0.7935177591586074,0.95446963157806,1.0,145.0,1.0,0.2916666666666667,0.3894736842105263,1.0,0.0,0.0,0.8064297346573728,0.9574212408081572,0.0,146.0
241,70,1,nonlast_not_in_prefix,False,False,entity,"1930s""",1930s,"The paragraph structure ""This paper examines a documentary about a specific evangelical Protestant boarding school in the 1930s"" mirrors the introduction, now directly describing the study subject's characteristics about a ""closed Amish school.""",210,38.85836410522461,0.16008193790912628,0.16008193790912628,0.9241751918755847,0.8952026815423996,True,True,True,0.0,0.16,0.41935483870967744,1.0,0.0,0.0,0.8784579487058288,0.9548678757363268,1.0,145.0,0.0,0.23809523809523808,0.42696629213483145,1.0,0.0,0.0,0.9168307582841076,0.9573794770407511,1.0,144.0
349,100,2,positive_control_last,True,True,entity,"(""The",The,"Final token ""serve"" ends an incomplete clause (""to serve""), part of a constitutional description defining the president's role and term length (""The President is elected to serve""), strongly expecting ""a four-year term"" or ""a single term of four years"" or ""a presidential term with duties.""",406,73.14155578613281,0.4235670566558838,0.4235670566558838,0.8851544892279158,0.8158277243875901,True,True,True,1.0,0.5641025641025641,0.5512820512820513,1.0,0.0,0.0,0.8367666950292432,0.954800518671288,0.0,144.0,1.0,0.6,0.7391304347826086,1.0,0.0,0.0,0.8807780542194573,0.9562922187963829,1.0,145.0
224,66,0,nonlast_in_prefix,False,True,entity,Japanese,Japanese,"Wiki article format with scholarly/encyclopedic tone describing Japanese folk costume imagery, listing historical influences and cultural elements with citations.",161,25.707738876342773,0.11634308099746704,0.11634308099746704,0.8872040192986572,0.8850642161283957,True,True,True,0.0,0.06060606060606061,0.3559322033898305,1.0,0.0,0.0,0.8577466247329706,0.9554975731764764,1.0,142.0,1.0,0.35714285714285715,0.49107142857142855,1.0,0.0,0.0,0.8838067953583322,0.95729580385731,1.0,142.0
249,72,0,nonlast_not_in_prefix,False,False,detail,2005,2005,"British cricket newspaper article format with historical context and statistics, listing England's Test team changes for the 2005 Ashes series.",292,24.905967712402344,0.1640876829624176,0.1640876829624176,0.9243353654254957,0.9210404677112657,True,True,True,0.0,0.10810810810810811,0.25688073394495414,1.0,0.0,0.0,0.8927471073823103,0.9548176013151923,1.0,145.0,1.0,0.3448275862068966,0.4479166666666667,1.0,0.0,0.0,0.9239948425327903,0.9558966307652692,1.0,148.0
394,114,2,positive_control_last,True,False,entity,"12th""",12th,"Final token ""on"" ends an incomplete clause (""moved through Florida and portions of the Southeast on""), directly continuing the specific date event sequence (""The storm system moved through Florida on...""), expecting ""September 12th"" or ""the 11th day"" or ""September 10–11.""",214,135.88661193847656,0.5229984521865845,0.5229984521865845,0.9010468338847171,0.571799020581578,True,True,True,0.0,0.43478260869565216,0.5108695652173914,1.0,0.0,0.0,0.8941146321907851,0.9569566264800172,1.0,144.0,0.0,0.38636363636363635,0.4489795918367347,1.0,0.0,0.0,0.8951787271573709,0.9609506220609018,1.0,145.0
229,67,1,nonlast_in_prefix,False,True,entity,"""Its",Its,"The sentence structure ""Its taxonomic classification includes multiple names and definitions, with the species being named after the genus 'Lithobates' and related terms.",665,25.449235916137695,0.13628652691841125,0.13628652691841125,0.8152549859747157,0.7948950361512125,True,True,True,1.0,0.16666666666666666,0.3829787234042553,1.0,0.0,0.0,0.765348340572504,0.955192390312691,0.0,143.0,1.0,0.56,0.4431818181818182,1.0,0.0,0.0,0.7742356100762021,0.9614846611181984,0.0,145.0
254,73,2,nonlast_not_in_prefix,False,False,entity,'AI',AI,"The passage also mentions some historical context about the term 'AI' and its usage patterns."" suggests a concluding clause or list continuation expected, likely another claim or summary about the passage's content.",587,63.58207702636719,0.37962865829467773,0.37962865829467773,0.8158129468330602,0.739590577835627,True,True,True,1.0,0.2571428571428571,0.5054945054945055,1.0,0.0,0.0,0.7430910036217677,0.954286045356255,0.0,145.0,0.0,0.358974358974359,0.4,1.0,0.0,0.0,0.833921016610348,0.9573109628245414,0.0,141.0
400,116,2,positive_control_last,True,True,entity,Trek,Trek,"Final token ""portrayed"" ends an incomplete clause (""who portrayed""), part of a parenthetical list of Trek characters from the original series (""His character, who portrayed""), expecting a specific character name like ""Scotty"" or ""Hannibal Lecter in the original series"" or similar.",572,68.01148986816406,0.4454165995121002,0.4454165995121002,0.9133378872134441,0.8215440424321588,True,True,True,1.0,0.375,0.4536082474226804,1.0,0.0,0.0,0.8569325603892125,0.9551508531232741,1.0,146.0,1.0,0.47368421052631576,0.6627906976744186,1.0,0.0,0.0,0.9141324589914773,0.9566033415757957,1.0,145.0
231,67,3,nonlast_in_prefix,False,True,detail,"""1""",1,"Final token ""1"" is mid-number in ""it does not publish multiple taxonomic names or classifications...",181,36.465415954589844,0.15977583825588226,0.15977583825588226,0.8152549859747157,0.8134242518743867,True,True,True,0.0,0.25,0.3763440860215054,1.0,0.0,0.0,0.8022623458695661,0.9548717643631511,0.0,143.0,1.0,0.2222222222222222,0.4157303370786517,1.0,0.0,0.0,0.7698827513826769,0.955526752248271,1.0,145.0
285,83,0,nonlast_not_in_prefix,False,False,entity,American,American,"Historical military biography format with military historian detailing combat service of an American soldier during Vietnam War, listing sequential tours and unit assignments.",651,46.006919860839844,0.2299364060163498,0.2299364060163498,0.9288348398295974,0.9091482784117099,True,True,True,0.0,0.17647058823529413,0.41414141414141414,1.0,0.0,0.0,0.897673695131904,0.9541824054148458,1.0,145.0,0.0,0.17647058823529413,0.44,1.0,0.0,0.0,0.9072783246206008,0.9577974281861494,1.0,144.0
406,118,2,positive_control_last,True,True,entity,"(""During",During,"Final token ""he"" is mid-clause (""During this time, he""), continuing a specific event clause describing Muhammad's personal spiritual journey (""While in India, he...""), expecting a verb phrase like ""meets and learns the teachings of"" or ""becomes disillusioned with his own name"" or similar.",349,130.77081298828125,0.5085891485214233,0.5085891485214233,0.8628375938735265,0.6367191989687244,True,True,True,0.0,0.2857142857142857,0.3761467889908257,1.0,0.0,0.0,0.849312947122094,0.9565507386035315,1.0,144.0,1.0,0.4897959183673469,0.4742268041237113,1.0,0.0,0.0,0.8549789172460811,0.9585207687788065,1.0,145.0
234,68,1,nonlast_in_prefix,False,True,entity,"""The",The,"The phrase ""The Aggie Marching Band's roar was heard as 'Hail Aggi"" suggests a proper noun or nickname (""The Aggie Spirit""), likely referencing the university's mascot or a specific event name with a historical figure.",522,27.49394416809082,0.060618072748184204,0.060618072748184204,0.8677497710112528,0.861042909960978,True,False,True,1.0,0.23809523809523808,0.4175824175824176,1.0,0.0,0.0,0.8689429139958136,0.9565013390531373,0.0,146.0,1.0,0.32558139534883723,0.45348837209302323,1.0,0.0,0.0,0.8639148672098919,0.9558971516969728,0.0,147.0
286,83,1,nonlast_not_in_prefix,False,False,detail,101,101,"The sentence structure ""During the first tour of Iraq, Task Force 101 served"" implies a third clause continuing the list of accomplishments or duties, likely describing another specific mission or combat role or unit performance during the Gulf War.",465,30.7490177154541,0.21729007363319397,0.21729007363319397,0.9288348398295974,0.9204697938169535,True,True,True,0.0,0.23404255319148937,0.43137254901960786,1.0,0.0,0.0,0.8936808665365407,0.9542754245244817,1.0,140.0,0.0,0.3191489361702128,0.37623762376237624,1.0,0.0,0.0,0.9240325996388128,0.9587768396703621,1.0,142.0
425,124,3,positive_control_last,True,True,entity,"(""After",After,"Final token ""seasons , "" closes a clause mid-sentence (""After five years in minor league experience , after five years of minor league play ,""), strongly expecting ""he was called up to the big leagues"" or ""he retired with the Cleveland Indians"" or ""he earned his contract.""",284,80.2999267578125,0.30742061138153076,0.30742061138153076,0.8840491072969107,0.7793267956190708,True,False,True,1.0,0.5952380952380952,0.5494505494505495,1.0,0.0,0.0,0.7678656419525676,0.9539420743754691,0.0,145.0,1.0,0.5348837209302325,0.6222222222222222,1.0,0.0,0.0,0.8747241254328664,0.9580215667328369,0.0,144.0
244,71,1,nonlast_in_prefix,False,True,entity,"""The",The,"The sentence structure ""The subgenus A.",637,14.90067195892334,0.1712198257446289,0.1712198257446289,0.8892084802435517,0.8821581719921486,True,True,True,1.0,0.5714285714285714,0.4880952380952381,1.0,0.0,0.0,0.8750758368221669,0.9547312871221466,0.0,141.0,1.0,0.15151515151515152,0.48863636363636365,1.0,0.0,0.0,0.8814738107379506,0.960561468291516,1.0,146.0
292,85,1,nonlast_not_in_prefix,False,False,entity,"""While",While,"The sentence structure ""While some songs were originally intended for the compilation album, several artists chose not to include certain tracks on the final tracklist"" establishes a pattern of explaining exclusions, implying the final answer about the original album's tracklist.",492,25.024843215942383,0.21399883925914764,0.21399883925914764,0.9251781633958069,0.9197010237074261,True,True,True,0.0,0.3404255319148936,0.34375,1.0,0.0,0.0,0.9084152329868018,0.9543019600748586,1.0,143.0,1.0,0.39622641509433965,0.45555555555555555,1.0,0.0,0.0,0.9167335880044136,0.9593868263618222,0.0,144.0
440,129,2,positive_control_last,True,True,entity,"""Club""",Club,"Final token ""Club"" ends mid-sentence (""as Glasgow Cricket Club as Glasgow Football Club""), part of a clause defining the earlier membership's name change (""when it became Glasgow Cricket Club, forming Glasgow Football Club""), expecting continuation like ""it"" or ""a purely local club"" or ""and began its own.""",206,87.00718688964844,0.3620522618293762,0.3620522618293762,0.8332392602637032,0.7203628065266775,True,True,True,1.0,0.36363636363636365,0.4444444444444444,1.0,0.0,0.0,0.8089349570168449,0.9541472940748225,1.0,145.0,1.0,0.45454545454545453,0.5595238095238095,1.0,0.0,0.0,0.8400379995587371,0.9576403250813201,1.0,145.0
